Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Mean,EW Std,Normal EW Mean,Normal EW Std,EW Median,Normal EW Median
C4379553,103,50,1981-08-19T03:36:44,103.0,103.98,103.49,152.652,153.632,153.142,267.281,267.281,267.281,245.371,246.351,245.861,65.05674,67.53156,66.273285,9.178696,9.181928,9.180336,78.685905,78.689575,78.687744,82.03425717,31.09,1.23316776,0.29266987,0.24189297,0.05740604,1.24516754,0.2442295
C4379553,104,50,1981-08-19T03:36:44,104.0,104.98,104.49,153.652,154.632,154.142,267.281,267.281,267.281,246.371,247.351,246.861,62.814156,65.00922,63.887054,9.1819935,9.18493,9.183485,78.68214,78.68583,78.68397,82.03425717,31.09,1.29087498,0.25809752,0.25329305,0.0506317,1.32116896,0.25924181
C4379553,105,50,1981-08-19T03:36:44,105.0,105.98,105.49,154.652,155.632,155.142,267.281,267.281,267.281,247.371,248.351,247.861,60.89347,62.77245,61.806274,9.184985,9.187619,9.186326,78.67837,78.68205,78.680214,82.03425717,31.09,1.01429333,0.53824691,0.1990937,0.10565009,0.91716903,0.18002264
C4379553,106,50,1981-08-19T03:36:44,106.0,106.98,106.49,155.652,156.632,156.142,267.281,267.281,267.281,248.371,249.351,248.861,59.32851,60.859203,60.06464,9.18767,9.190003,9.188859,78.67458,78.67829,78.67643,82.03425717,31.09,1.29065362,0.42283854,0.25342313,0.08303702,1.35888584,0.2667942
C4379553,107,50,1981-08-19T03:36:44,107.0,107.98,107.49,156.652,157.632,157.142,267.281,267.281,267.281,249.371,250.351,249.861,58.146553,59.301453,58.692886,9.190048,9.192075,9.191084,78.6708,78.674515,78.67265,82.03425717,31.09,0.96457619,0.41834541,0.18945748,0.08217858,0.93002085,0.18266267
C4379553,108,50,1981-08-19T03:36:44,108.0,108.98,108.49,157.652,158.632,158.142,267.281,267.281,267.281,250.371,251.351,250.861,57.37349,58.12514,57.71784,9.192122,9.193838,9.192998,78.66699,78.67071,78.66887,82.03425717,31.09,0.98849346,0.40053531,0.19422104,0.07870801,0.93263784,0.18323096
C4379553,109,50,1981-08-19T03:36:44,109.0,109.98,109.49,158.652,159.632,159.142,267.281,267.281,267.281,251.371,252.351,251.861,57.024277,57.36272,57.159725,9.193869,9.195289,9.194601,78.66321,78.66693,78.66508,82.03425717,31.09,0.63140251,0.69102936,0.12409041,0.13581387,0.7051796,0.13859436
C4379553,110,50,1981-08-19T03:36:44,110.0,110.98,110.49,159.652,160.632,160.142,267.281,267.281,267.281,252.371,253.351,252.861,57.003513,57.10608,57.03004,9.195314,9.196426,9.195894,78.65941,78.66314,78.66127,82.03425717,31.09,1.06046989,0.46343189,0.20850363,0.09113224,0.97694654,0.19206502
C4379553,111,50,1981-08-19T03:36:44,111.0,111.98,111.49,160.652,161.632,161.142,267.281,267.281,267.281,253.371,254.351,253.861,57.11209,57.61562,57.330585,9.196446,9.197256,9.196876,78.655624,78.65934,78.657486,82.03425717,31.09,0.78641201,0.2069709,0.15466507,0.04070107,0.75802538,0.14908223
C4379553,112,50,1981-08-19T03:36:44,112.0,112.98,112.49,161.652,162.632,162.142,267.281,267.281,267.281,254.371,255.351,254.861,57.63012,58.539837,58.05301,9.19727,9.197771,9.197545,78.651825,78.65555,78.653694,82.03425717,31.09,0.95188201,0.39880413,0.18727241,0.07845721,1.02653306,0.20195397
C4379553,113,50,1981-08-19T03:36:44,113.0,113.98,113.49,162.652,163.632,163.142,267.281,267.281,267.281,255.371,256.351,255.861,58.56197,59.85749,59.17977,9.197777,9.197976,9.197902,78.648026,78.65176,78.64989,82.03425717,31.09,0.8543046,0.24568565,0.16813179,0.04835715,0.91202696,0.17948928
C4379553,114,50,1981-08-19T03:36:44,114.0,114.98,114.49,163.652,164.632,164.142,267.281,267.281,267.281,256.371,257.351,256.861,59.88519,61.53926,60.686005,9.197866,9.197981,9.1979475,78.64423,78.64796,78.6461,82.03425717,31.09,1.37074266,0.61335635,0.26985046,0.12073754,1.45661469,0.28674844
C4379553,115,50,1981-08-19T03:36:44,115.0,115.98,115.49,164.652,165.632,165.142,267.281,267.281,267.281,257.371,258.351,257.861,61.576843,63.55549,62.54127,9.197447,9.1978655,9.1976795,78.64045,78.64415,78.64231,82.03425717,31.09,1.3526099,0.40080935,0.26637659,0.07893403,1.4442819,0.28444704
C4379553,116,50,1981-08-19T03:36:44,116.0,116.98,116.49,165.652,166.632,166.142,267.281,267.281,267.281,258.371,259.351,258.861,63.599472,65.869965,64.71221,9.19671,9.197433,9.197098,78.636665,78.64038,78.63851,82.03425717,31.09,1.27239283,0.61114019,0.25066527,0.12040326,1.33092833,0.26219951
C4379553,117,50,1981-08-19T03:36:44,117.0,117.98,117.49,166.652,167.632,167.142,267.281,267.281,267.281,259.371,260.351,259.861,65.91993,68.44931,67.1648,9.195663,9.196692,9.196204,78.63288,78.63658,78.634735,82.03425717,31.09,1.2069254,0.43118213,0.2378377,0.08496085,1.16695314,0.2299766
C4379553,118,50,1981-08-19T03:36:44,118.0,118.98,118.49,167.652,168.632,168.142,267.281,267.281,267.281,260.371,261.351,260.861,68.50282,71.25964,69.865524,9.194302,9.19564,9.194996,78.62911,78.632805,78.63097,82.03425717,31.09,1.96700365,0.44022762,0.38775772,0.0868139,1.99194478,0.39267489
C4379553,119,50,1981-08-19T03:36:44,119.0,119.98,119.49,168.652,169.632,169.142,267.281,267.281,267.281,261.371,262.351,261.861,71.32209,74.27401,72.78294,9.192633,9.194277,9.193478,78.62534,78.62904,78.6272,82.03425717,31.09,1.48366703,0.54333965,0.29256612,0.10713244,1.48541131,0.29291266
C4379553,120,50,1981-08-19T03:36:44,120.0,120.98,120.49,169.652,170.632,170.142,267.281,267.281,267.281,262.371,263.351,262.861,74.33729,77.46372,75.88754,9.190651,9.1925955,9.191648,78.62159,78.625275,78.62343,82.03425717,31.09,1.05786173,0.48232196,0.20866578,0.09513123,0.96752408,0.19085369
C4379553,121,50,1981-08-19T03:36:44,121.0,121.98,121.49,170.652,171.632,171.142,267.281,267.281,267.281,263.371,264.351,263.861,77.52799,80.800125,79.15293,9.1883545,9.190607,9.189505,78.61784,78.62152,78.61968,82.03425717,31.09,-0.04823561,0.4900266,-0.00951229,0.09669681,-0.19002261,-0.03749027
C4379553,122,50,1981-08-19T03:36:44,122.0,122.98,122.49,171.652,172.632,172.142,267.281,267.281,267.281,264.371,265.351,264.861,80.86681,84.25985,82.555214,9.185749,9.188307,9.187052,78.61413,78.617775,78.61595,82.03425717,31.09,0.82529369,0.65448349,0.16289412,0.12918025,1.01566735,0.2004819
C4379553,123,50,1981-08-19T03:36:44,123.0,123.98,123.49,172.652,173.632,173.142,267.281,267.281,267.281,265.371,266.351,265.861,84.333305,87.8297,86.07352,9.182835,9.185693,9.184287,78.610405,78.614044,78.61222,82.03425717,31.09,0.76622978,0.47779569,0.15128713,0.09433222,0.74588236,0.14729393
C4379553,124,50,1981-08-19T03:36:44,124.0,124.98,124.49,173.652,174.632,174.142,267.281,267.281,267.281,266.371,267.351,266.861,87.904945,91.490875,89.69101,9.179608,9.182775,9.181216,78.60669,78.61031,78.60852,82.03425717,31.09,0.96167702,0.47632065,0.18994543,0.09408872,0.84503239,0.16689301
C4379553,125,50,1981-08-19T03:36:44,125.0,125.98,125.49,174.652,175.632,175.142,267.281,267.281,267.281,267.371,268.351,267.861,91.5617,95.22669,93.38882,9.17608,9.179544,9.177834,78.603004,78.60662,78.60481,82.03425717,31.09,0.92709676,0.52682725,0.18316676,0.10407993,1.04948397,0.20735683
C4379553,126,50,1981-08-19T03:36:44,126.0,126.98,126.49,175.652,176.632,176.142,267.281,267.281,267.281,268.371,269.351,268.861,95.301445,99.01787,97.15458,9.172236,9.176006,9.174146,78.599335,78.602936,78.60112,82.03425717,31.09,0.74827442,0.42274635,0.14788598,0.08355083,0.724001,0.1430727
C4379553,127,50,1981-08-19T03:36:44,127.0,127.98,127.49,176.652,177.632,177.142,267.281,267.281,267.281,269.371,270.351,269.861,99.093506,102.861694,100.975174,9.168094,9.172158,9.17015,78.59568,78.59926,78.597466,82.03425717,31.09,0.78074836,0.54848884,0.1543568,0.10844457,0.64547081,0.12760169
C4379553,166,50,1981-08-19T15:22:52,166.0,166.98,166.49,140.788,141.768,141.278,268.605,268.605,268.605,232.184,233.164,232.674,98.33695,102.029785,100.180176,9.35771,9.364842,9.361298,78.645836,78.64959,78.64771,82.03425717,31.09,0.85567446,0.39501273,0.16842864,0.07774878,0.81697422,0.16081737
C4379553,167,50,1981-08-19T15:22:52,167.0,167.98,167.49,141.788,142.768,142.278,268.605,268.605,268.605,233.184,234.164,233.674,94.61057,98.26124,96.43181,9.364984,9.371818,9.368426,78.64197,78.64575,78.64387,82.03425717,31.09,0.94361821,0.23886147,0.18580648,0.04704112,0.9130461,0.17977128
C4379553,168,50,1981-08-19T15:22:52,168.0,168.98,168.49,142.788,143.768,143.278,268.605,268.605,268.605,234.184,235.164,234.674,90.933914,94.53228,92.72984,9.371958,9.378488,9.375243,78.638084,78.64188,78.63998,82.03425717,31.09,0.83461473,0.18443792,0.16439581,0.03632517,0.87166082,0.17170767
C4379553,169,50,1981-08-19T15:22:52,169.0,169.98,169.49,143.788,144.768,144.278,268.605,268.605,268.605,235.184,236.164,235.674,87.317604,90.86289,89.08221,9.37862,9.384836,9.381749,78.63417,78.63801,78.63609,82.03425717,31.09,0.47222105,0.36406108,0.09304722,0.07174312,0.39865633,0.07854685
C4379553,170,50,1981-08-19T15:22:52,170.0,170.98,170.49,144.788,145.768,145.278,268.605,268.605,268.605,236.184,237.164,236.674,83.78282,87.24737,85.509964,9.384962,9.390883,9.387947,78.63025,78.634094,78.63219,82.03425717,31.09,1.04657827,0.27563737,0.20628784,0.05433046,1.0313935,0.2033181
C4379553,171,50,1981-08-19T15:22:52,171.0,171.98,171.49,145.788,146.768,146.278,268.605,268.605,268.605,237.184,238.164,237.674,80.331154,83.7124,82.013405,9.391003,9.396608,9.393829,78.626305,78.630165,78.628235,82.03425717,31.09,1.20494478,0.42531921,0.23759047,0.08387678,1.3073069,0.25775753
C4379553,172,50,1981-08-19T15:22:52,172.0,172.98,172.49,146.788,147.768,147.278,268.605,268.605,268.605,238.184,239.164,238.674,76.98643,80.26423,78.61362,9.39672,9.402016,9.399394,78.622345,78.62622,78.62428,82.03425717,31.09,0.98316891,0.33417969,0.1939176,0.06590285,1.06251362,0.20956919
C4379553,173,50,1981-08-19T15:22:52,173.0,173.98,173.49,147.788,148.768,148.278,268.605,268.605,268.605,239.184,240.164,239.674,73.75534,76.91649,75.32608,9.402124,9.40711,9.404643,78.61835,78.62225,78.62031,82.03425717,31.09,0.82519592,0.22347983,0.16281997,0.04409892,0.85360648,0.16842316
C4379553,174,50,1981-08-19T15:22:52,174.0,174.98,174.49,148.788,149.768,149.278,268.605,268.605,268.605,240.184,241.164,240.674,70.669014,73.69333,72.169044,9.407208,9.41188,9.40957,78.614365,78.61828,78.61632,82.03425717,31.09,0.81636745,0.28716259,0.1611331,0.05668039,0.80913009,0.15969915
C4379553,175,50,1981-08-19T15:22:52,175.0,175.98,175.49,149.788,150.768,150.278,268.605,268.605,268.605,241.184,242.164,241.674,67.74596,70.6089,69.16397,9.411971,9.416327,9.414175,78.610344,78.61428,78.61231,82.03425717,31.09,1.11809886,0.17204879,0.22076479,0.03396926,1.12535211,0.22218075
C4379553,176,50,1981-08-19T15:22:52,176.0,176.98,176.49,150.788,151.768,151.278,268.605,268.605,268.605,242.184,243.164,242.674,65.01195,67.69057,66.33487,9.416411,9.420449,9.418458,78.60633,78.610275,78.6083,82.03425717,31.09,1.13759569,0.26297385,0.2246969,0.05196173,1.05715025,0.20879697
C4379553,177,50,1981-08-19T15:22:52,177.0,177.98,177.49,151.788,152.768,152.278,268.605,268.605,268.605,243.184,244.164,243.674,62.49149,64.95883,63.706802,9.420527,9.424248,9.422414,78.60229,78.60625,78.60427,82.03425717,31.09,1.16107131,0.28666693,0.2294066,0.05662946,1.26373294,0.24965192
C4379553,178,50,1981-08-19T15:22:52,178.0,178.98,178.49,152.788,153.768,153.278,268.605,268.605,268.605,244.184,245.164,244.674,60.215694,62.44343,61.30818,9.42432,9.427718,9.426046,78.598236,78.60221,78.60021,82.03425717,31.09,0.94219527,0.23249163,0.18622643,0.0459459,0.97179836,0.1920863
C4379553,179,50,1981-08-19T15:22:52,179.0,179.98,179.49,153.788,154.768,154.278,268.605,268.605,268.605,245.184,246.164,245.674,58.21277,60.171974,59.169716,9.427786,9.4308605,9.42935,78.59418,78.59815,78.59616,82.03425717,31.09,1.07116777,0.31741446,0.21179544,0.06276168,1.17129188,0.23160971
C4379553,180,50,1981-08-19T15:22:52,180.0,180.98,180.49,154.788,155.768,155.278,268.605,268.605,268.605,246.184,247.164,246.674,56.51615,58.175274,57.320946,9.4309225,9.433674,9.432326,78.59011,78.594086,78.59211,82.03425717,31.09,1.03875262,0.25491628,0.20545832,0.05042382,1.03549706,0.20480188
C4379553,181,42,1981-08-19T15:22:52,181.0,181.82,181.41,155.788,156.608,156.198,268.605,268.605,268.605,247.184,248.004,247.594,55.347885,56.485428,55.89785,9.433729,9.435774,9.434774,78.58669,78.59004,78.58836,82.03425717,31.09,0.68664891,0.22335834,0.13585585,0.04418638,0.68562153,0.13565089
C4379553,184,44,1981-08-19T15:22:52,184.12,184.98,184.55,158.908,159.768,159.338,268.605,268.605,268.605,250.304,251.164,250.734,53.296932,53.471466,53.360245,9.440369,9.441617,9.4410095,78.57379,78.5773,78.57555,82.03425717,31.09,0.84513107,0.1983598,0.16740179,0.03929765,0.78541519,0.15557988
C4379553,185,50,1981-08-19T15:22:52,185.0,185.98,185.49,159.788,160.768,160.278,268.605,268.605,268.605,251.184,252.164,251.674,53.295673,53.463108,53.3488,9.441648,9.442775,9.442236,78.56969,78.5737,78.57169,82.03425717,31.09,0.63677882,0.24304718,0.12617107,0.04815558,0.60266429,0.11940552
C4379553,188,34,1981-08-19T15:22:52,188.32,188.98,188.65,163.108,163.768,163.438,268.605,268.605,268.605,254.504,255.164,254.834,55.3583,56.249794,55.791412,9.444151,9.444234,9.444213,78.55741,78.560104,78.55877,82.03425717,31.09,0.65676313,0.4063572,0.13027809,0.08060555,0.79628082,0.15795961
C4379553,189,50,1981-08-19T15:22:52,189.0,189.98,189.49,163.788,164.768,164.278,268.605,268.605,268.605,255.184,256.164,255.674,56.278313,57.871857,57.05037,9.44405,9.444234,9.444168,78.55333,78.557335,78.55534,82.03425717,31.09,0.50294366,0.63046707,0.09978798,0.12509126,0.62959454,0.1249412
C4379553,190,50,1981-08-19T15:22:52,190.0,190.98,190.49,164.788,165.768,165.278,268.605,268.605,268.605,256.184,257.164,256.674,57.90766,59.793903,58.828365,9.443531,9.444043,9.443813,78.54924,78.553246,78.55123,82.03425717,31.09,0.47523103,0.20318913,0.09432822,0.0403279,0.4645667,0.09221023
C4379553,191,50,1981-08-19T15:22:52,191.0,191.98,191.49,165.788,166.768,166.278,268.605,268.605,268.605,257.184,258.164,257.674,59.834778,61.98418,60.890804,9.442678,9.443516,9.443126,78.54517,78.54916,78.547165,82.03425717,31.09,1.12997194,0.2410079,0.22436679,0.04784508,1.10629693,0.21967463
C4379553,192,50,1981-08-19T15:22:52,192.0,192.98,192.49,166.788,167.768,167.278,268.605,268.605,268.605,258.184,259.164,258.674,62.031128,64.416504,63.205917,9.44149,9.4426565,9.442102,78.541084,78.54509,78.5431,82.03425717,31.09,1.08335225,0.41997287,0.21518598,0.08341956,1.18488957,0.23533775
C4379553,193,50,1981-08-19T15:22:52,193.0,193.98,193.49,167.788,168.768,168.278,268.605,268.605,268.605,259.184,260.164,259.674,64.46681,67.05293,65.74387,9.439969,9.441464,9.440744,78.537025,78.541,78.53902,82.03425717,31.09,0.85061787,0.40837414,0.1690134,0.08113797,0.85107275,0.16910093
C4379553,194,50,1981-08-19T15:22:52,194.0,194.98,194.49,168.788,169.768,169.278,268.605,268.605,268.605,260.184,261.164,260.674,67.10791,69.87136,68.47594,9.438115,9.439939,9.439052,78.53296,78.53696,78.53496,82.03425717,31.09,0.65665704,0.56309775,0.13052532,0.11192851,0.5281154,0.10496919
C4379553,195,50,1981-08-19T15:22:52,195.0,195.98,195.49,169.788,170.768,170.278,268.605,268.605,268.605,261.184,262.164,261.674,69.93047,72.84604,71.37582,9.435926,9.438074,9.437026,78.52893,78.53289,78.53091,82.03425717,31.09,0.5612016,0.34294779,0.11159343,0.06820075,0.48093112,0.09563007
C4379553,196,50,1981-08-19T15:22:52,196.0,196.98,196.49,170.788,171.768,171.278,268.605,268.605,268.605,262.184,263.164,262.674,72.90496,75.9532,74.41939,9.433403,9.435878,9.434666,78.524895,78.528854,78.52687,82.03425717,31.09,0.87609023,0.5833388,0.17425575,0.11601908,0.76754236,0.15266447
C4379553,197,50,1981-08-19T15:22:52,197.0,197.98,197.49,171.788,172.768,172.278,268.605,268.605,268.605,263.184,264.164,263.674,76.01609,79.17493,77.58622,9.430546,9.43335,9.431974,78.52085,78.52481,78.52283,82.03425717,31.09,0.80284118,0.3207385,0.15974768,0.06382095,0.79651335,0.15848487
C4379553,198,50,1981-08-19T15:22:52,198.0,198.98,198.49,172.788,173.768,173.278,268.605,268.605,268.605,264.184,265.164,264.674,79.237854,82.490486,80.85675,9.427361,9.430487,9.42895,78.51685,78.52078,78.51882,82.03425717,31.09,0.7803109,0.39755877,0.15531897,0.07913741,0.57806233,0.11506061
C4379553,199,50,1981-08-19T15:22:52,199.0,199.98,199.49,173.788,174.768,174.278,268.605,268.605,268.605,265.184,266.164,265.674,82.554924,85.884544,84.214386,9.423843,9.427296,9.425594,78.51286,78.51678,78.51482,82.03425717,31.09,0.94819141,0.63088151,0.18880594,0.12563218,0.83303373,0.16586164
C4379553,200,50,1981-08-19T15:22:52,200.0,200.98,200.49,174.788,175.768,175.278,268.605,268.605,268.605,266.184,267.164,266.674,85.95393,89.34703,87.645256,9.419995,9.423769,9.421909,78.50889,78.51279,78.51083,82.03425717,31.09,0.67474357,0.53908794,0.13439049,0.10737244,0.61423034,0.12234296
C4379553,201,50,1981-08-19T15:22:52,201.0,201.98,201.49,175.788,176.768,176.278,268.605,268.605,268.605,267.184,268.164,267.674,89.41558,92.86265,91.13582,9.415821,9.419916,9.417893,78.50494,78.50882,78.506874,82.03425717,31.09,0.78646707,0.3756511,0.15670344,0.07485285,0.71074739,0.14160319
C4379553,202,50,1981-08-19T15:22:52,202.0,202.98,202.49,176.788,177.768,177.278,268.605,268.605,268.605,268.184,269.164,268.674,92.934586,96.42321,94.67529,9.411319,9.415733,9.41355,78.500984,78.50486,78.50292,82.03425717,31.09,1.14799942,0.49189459,0.22882011,0.09805767,1.09468484,0.21817698
C4379553,203,50,1981-08-19T15:22:52,203.0,203.98,203.49,177.788,178.768,178.278,268.605,268.605,268.605,269.184,270.164,269.674,96.49515,100.01595,98.25368,9.406487,9.411222,9.408881,78.49708,78.500916,78.49899,82.03425717,31.09,0.90242498,0.21177867,0.17992923,0.04222083,0.88743563,0.17693249
C4379553,259,42,1981-08-19T11:34:36,259.16,259.98,259.57,141.737,142.557,142.147,268.176,268.176,268.176,233.562,234.382,233.972,98.359795,101.50467,99.92949,9.281888,9.287232,9.284432,78.67173,78.674835,78.67327,82.03425717,31.09,1.49989202,0.27847838,0.29458313,0.05468906,1.48004396,0.29068695
C4379553,260,50,1981-08-19T11:34:36,260.0,260.98,260.49,142.577,143.557,143.067,268.176,268.176,268.176,234.402,235.382,234.892,94.56631,98.28226,96.42094,9.287367,9.293865,9.290639,78.66794,78.67165,78.66981,82.03425717,31.09,1.20942362,0.40656881,0.237604,0.07986569,1.26192893,0.24792643
C4379553,261,50,1981-08-19T11:34:36,261.0,261.98,261.49,143.577,144.557,144.067,268.176,268.176,268.176,235.402,236.382,235.892,90.83451,94.4918,92.65873,9.293992,9.300194,9.297115,78.66415,78.66787,78.666,82.03425717,31.09,1.9926761,0.39938195,0.39162066,0.07851118,2.09317145,0.41136762
C4379553,262,50,1981-08-19T11:34:36,262.0,262.98,262.49,144.577,145.557,145.067,268.176,268.176,268.176,236.402,237.382,236.892,87.17184,90.76146,88.96153,9.300313,9.306215,9.303288,78.660324,78.66406,78.6622,82.03425717,31.09,2.28038696,0.3440399,0.44830452,0.06761107,2.27193402,0.44660211
C4379553,263,50,1981-08-19T11:34:36,263.0,263.98,263.49,145.577,146.557,146.067,268.176,268.176,268.176,237.402,238.382,237.892,83.59928,87.10254,85.34183,9.30633,9.311927,9.309154,78.65648,78.66025,78.65836,82.03425717,31.09,2.73463194,0.25669644,0.53778968,0.05048741,2.66819988,0.52471565
C4379553,264,50,1981-08-19T11:34:36,264.0,264.98,264.49,146.577,147.557,147.067,268.176,268.176,268.176,238.402,239.382,238.892,80.120384,83.526085,81.81418,9.31204,9.317334,9.31471,78.65262,78.6564,78.65452,82.03425717,31.09,2.34307579,0.27970941,0.46093668,0.05499195,2.24331155,0.44137255
C4379553,265,50,1981-08-19T11:34:36,265.0,265.98,265.49,147.577,148.557,148.067,268.176,268.176,268.176,239.402,240.382,239.892,76.75831,80.05162,78.39445,9.317439,9.322426,9.319958,78.648735,78.652534,78.65064,82.03425717,31.09,1.72330446,0.42443836,0.33912555,0.08349861,1.63947606,0.32263157
C4379553,266,50,1981-08-19T11:34:36,266.0,266.98,266.49,148.577,149.557,149.067,268.176,268.176,268.176,240.402,241.382,240.892,73.53288,76.692184,75.100685,9.322526,9.3272085,9.324891,78.644844,78.64867,78.64675,82.03425717,31.09,1.28434751,0.39180641,0.2528283,0.07711151,1.25389553,0.24684514
C4379553,267,50,1981-08-19T11:34:36,267.0,267.98,267.49,149.577,150.557,150.067,268.176,268.176,268.176,241.402,242.382,241.892,70.46388,73.471695,71.95396,9.327297,9.331675,9.329511,78.64094,78.644775,78.642845,82.03425717,31.09,1.41442375,0.26082771,0.278535,0.05137073,1.40421495,0.27653315
C4379553,268,50,1981-08-19T11:34:36,268.0,268.98,268.49,150.577,151.557,151.067,268.176,268.176,268.176,242.402,243.382,242.892,67.57903,70.40531,68.97772,9.33176,9.335825,9.333816,78.63702,78.640854,78.63893,82.03425717,31.09,1.13542761,0.46142338,0.22366172,0.09087575,1.09342922,0.21539422
C4379553,269,50,1981-08-19T11:34:36,269.0,269.98,269.49,151.577,152.557,152.067,268.176,268.176,268.176,243.402,244.382,243.892,64.90464,67.52446,66.19665,9.335901,9.339651,9.337802,78.63308,78.63693,78.63501,82.03425717,31.09,1.29262283,0.20083649,0.25472061,0.03956718,1.28647618,0.25352971
C4379553,270,50,1981-08-19T11:34:36,270.0,270.98,270.49,152.577,153.557,153.067,268.176,268.176,268.176,244.402,245.382,244.892,62.467037,64.852715,63.640156,9.339727,9.343165,9.341471,78.629135,78.632996,78.631065,82.03425717,31.09,1.97198666,0.4020792,0.38873233,0.0792722,2.08049082,0.41012531
C4379553,271,50,1981-08-19T11:34:36,271.0,271.98,271.49,153.577,154.557,154.067,268.176,268.176,268.176,245.402,246.382,245.892,60.299816,62.42078,61.337856,9.343235,9.346359,9.344821,78.625175,78.62906,78.62713,82.03425717,31.09,1.67629185,0.44601472,0.33055277,0.08794759,1.70441001,0.33610844
C4379553,272,50,1981-08-19T11:34:36,272.0,272.98,272.49,154.577,155.557,155.067,268.176,268.176,268.176,246.402,247.382,246.892,58.43287,60.25945,59.321243,9.346418,9.349231,9.347848,78.62121,78.62511,78.62316,82.03425717,31.09,1.28752659,0.59489478,0.25397765,0.11733795,1.27442452,0.25141423
C4379553,273,50,1981-08-19T11:34:36,273.0,273.98,273.49,155.577,156.557,156.067,268.176,268.176,268.176,247.402,248.382,247.892,56.898674,58.399426,57.621693,9.349283,9.351774,9.350554,78.61724,78.62114,78.6192,82.03425717,31.09,1.45211649,0.55244135,0.28654604,0.10901035,1.45200741,0.28655952
