Observation,Slice#,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_234RF_FMOVIE001_PRIME,0,2016-04-01T01:26:20,0.0,359.98,6.11,7.045,6.578,35.326,39.73,37.528,68.896,69.681,69.289,63.964,43,1.65053,0.47372,0.58397,0.16923
ISS_234RI_EGAPMOVMP001_PRIME,0,2016-04-07T23:05:00,0.0,359.98,13.082,17.853,15.467,106.889,110.064,108.476,74.098,75.677,74.888,63.94,88,3.42336,1.0639,0.89458,0.27907
ISS_235RF_FMOVIE001_PRIME,0,2016-05-01T13:42:20,0.0,359.98,8.45,9.797,9.124,20.862,26.416,23.639,64.972,66.837,65.904,63.866,88,1.50114,0.62314,0.61248,0.25038
ISS_235RF_FMOVIE002_PRIME_1,0,2016-05-09T19:29:32,0.0,359.98,12.678,14.452,13.565,104.741,106.921,105.831,69.0,70.37,69.685,63.841,51,2.73523,1.37626,0.94808,0.46455
ISS_235RF_FMOVIE002_PRIME_2,0,2016-05-10T02:30:52,0.0,359.98,15.404,20.542,17.973,97.389,99.059,98.224,68.625,69.497,69.061,63.844,47,2.28658,1.3584,0.81565,0.47542
ISS_236RF_FMOVIE002_PRIME,0,2016-06-10T12:09:00,0.0,359.98,11.548,12.254,11.901,94.945,99.659,97.302,62.948,65.853,64.401,63.753,100,1.90371,0.91735,0.81956,0.38529
ISS_239RF_FMOVIE001_PRIME,0,2016-08-02T13:36:28,0.0,359.98,9.808,10.195,10.002,47.273,53.584,50.428,40.945,41.466,41.206,63.617,96,0.77371,0.25744,0.5832,0.19413
ISS_239RF_FMOVIE002_PRIME_1,0,2016-08-12T12:44:44,0.0,359.98,9.052,9.45,9.251,112.996,116.595,114.795,64.208,67.166,65.687,63.591,51,2.29432,0.36499,0.94396,0.14343
ISS_239RF_FMOVIE002_PRIME_2,0,2016-08-12T20:09:32,0.0,359.98,9.882,11.197,10.539,103.621,105.956,104.788,63.087,64.833,63.96,63.594,35,1.70504,0.28321,0.74911,0.12781
ISS_239RI_HIRESAFRG001_PRIME_1,0,2016-08-07T15:05:00,92.44,195.38,3.302,3.475,3.388,74.974,90.301,82.638,123.764,134.981,129.372,63.606,28,1.13961,0.22815,0.72548,0.16607
ISS_240RF_FMOVIE002_PRIME,0,2016-08-23T01:03:56,0.0,359.98,8.047,14.65,11.348,130.02,134.649,132.334,77.31,81.141,79.225,63.568,56,7.69125,1.46295,1.41221,0.17028
ISS_241RF_FMOVIE001_PRIME,0,2016-08-29T18:07:56,0.0,359.98,5.168,5.626,5.397,10.818,33.586,22.202,36.836,53.29,45.063,63.555,63,0.84709,0.37553,0.6131,0.24111
ISS_242RF_FMOVIE001_PRIME,0,2016-09-17T00:59:40,0.0,359.98,10.381,11.723,11.052,107.609,114.325,110.967,65.442,70.583,68.013,63.517,100,2.44974,0.72118,0.9125,0.24564
ISS_243RF_FMOVIE001_PRIME_1,0,2016-09-22T09:59:56,106.3,267.72,6.094,6.312,6.203,32.433,39.947,36.19,36.97,40.068,38.519,63.508,44,0.79021,0.28645,0.61859,0.22331
ISS_243RF_FMOVIE001_PRIME_2,0,2016-09-22T17:06:36,106.72,267.84,5.053,5.578,5.316,40.18,48.064,44.122,36.844,38.81,37.827,63.504,42,0.74773,0.26306,0.59146,0.20741
ISS_246RF_FMOVIE002_PRIME,0,2016-10-27T16:29:48,0.0,359.98,9.805,13.079,11.442,109.384,116.716,113.05,63.726,69.794,66.76,63.444,100,2.43928,0.78645,0.956,0.29698
ISS_253RF_FMOVIE001_PRIME_2,0,2016-12-17T00:10:04,0.0,359.98,5.336,6.93,6.133,110.225,120.74,115.482,53.719,64.036,58.877,63.368,100,2.1285,0.52218,1.0754,0.24239
ISS_256RF_FMOVIE001_PRIME_1,0,2017-01-07T17:49:47,0.0,359.98,5.535,6.338,5.937,112.466,118.047,115.257,55.42,60.88,58.15,63.343,52,2.09641,0.55574,1.09768,0.27714
ISS_256RF_FMOVIE001_PRIME_2,0,2017-01-08T01:40:11,0.0,359.98,6.013,6.958,6.486,97.674,105.12,101.397,53.835,58.786,56.31,63.344,52,1.51816,0.43175,0.83839,0.23094
ISS_260RF_FMOVIE001_PRIME,0,2017-02-05T04:25:31,0.0,359.98,5.254,6.464,5.859,112.162,122.016,117.089,54.493,64.089,59.291,63.314,100,2.12729,0.63014,1.0623,0.28646
ISS_265RF_FMOVIE001_PRIME,0,2017-03-12T00:02:03,20.1,346.3,7.939,9.976,8.957,131.809,134.446,133.127,72.478,74.887,73.683,63.29,29,5.59466,0.94733,1.5711,0.25836
ISS_272RF_FMOVIE001_PRIME,0,2017-05-01T01:44:27,0.0,359.98,5.922,7.393,6.657,133.536,136.659,135.097,72.452,75.533,73.992,63.27,54,6.3993,1.00244,1.76356,0.29473
ISS_274RF_FMOVIE001_PRIME,0,2017-05-13T13:46:35,0.0,359.98,6.742,8.874,7.808,138.359,140.083,139.221,76.472,78.155,77.313,63.268,35,9.36882,1.30142,2.05955,0.28928
ISS_274RF_FMOVIE002_PRIME,0,2017-05-14T00:07:23,50.36,330.84,5.836,9.265,7.551,124.301,130.237,127.269,69.671,74.293,71.982,63.27,77,4.09843,1.17798,1.23861,0.30641
ISS_276RI_HIRESAFRG001_PRIME,0,2017-05-28T01:29:31,0.0,359.98,3.07,4.376,3.723,106.069,120.462,113.266,55.717,59.727,57.722,63.269,19,1.9506,0.6974,1.04163,0.38616
ISS_289RF_FMOVIE001_PRIME,0,2017-08-18T21:23:07,0.0,359.98,5.322,7.139,6.23,131.324,136.96,134.142,68.289,74.131,71.21,63.298,100,5.32318,1.84562,1.66627,0.48152
ISS_292RF_FMOVIE001_PRIME,0,2017-09-06T11:47:07,0.0,359.98,7.204,9.071,8.138,138.143,142.227,140.185,75.016,78.932,76.974,63.312,100,9.24134,2.20119,2.05293,0.44465
