Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_055RI_LPMRDFMOV001_PRIME,0,18000,2008-01-07T08:03:11,0.0,359.98,179.99,119.946,124.643,122.32,10.089,11.751,10.914,109.325,114.466,111.405,9.401457,10.054076,9.742366,18.989372,22.644426,20.826452,99.52403,102.566925,101.06622,81.06294606,100.0,2.95586646,0.4542217,0.5661663,0.09311473
ISS_057RF_FMOVIE001_VIMS,0,16116,2008-01-23T14:10:23,0.0,359.98,163.31,139.412,147.568,143.46,53.982,55.451,54.71,85.34,93.586,88.749,9.781918,10.452367,10.032434,42.45036,46.12287,44.237473,117.089966,119.41508,118.22951,81.3075041,89.53,1.21552352,0.27786212,0.57449997,0.12918063
ISS_059RF_FMOVIE001_VIMS,0,16611,2008-02-17T12:25:03,0.0,359.98,193.34,311.29,318.88,315.313,121.291,122.82,122.055,189.829,196.44,193.258,8.523694,9.348299,8.9345665,42.970676,47.116062,44.977005,121.28038,124.36487,122.77997,81.68679303,92.28,1.09139912,0.31669833,0.59059931,0.16994309
ISS_059RF_FMOVIE002_VIMS,0,18000,2008-02-24T12:27:11,0.0,359.98,179.99,283.399,295.957,291.839,140.196,141.862,141.019,142.847,154.523,150.82,9.266293,10.3862705,9.468281,23.615261,26.835382,25.220308,104.35153,108.31919,106.37789,81.79431965,100.0,2.06494407,0.41035323,0.58151851,0.12131387
ISS_061RI_LPMRDFMOV001_PRIME,0,10860,2008-03-15T10:14:07,139.1,356.28,247.69,104.009,126.669,115.843,193.952,194.855,194.406,269.154,292.717,281.438,7.8410463,22.224758,8.61652,12.60477,15.142368,13.874949,94.195465,97.1202,95.686905,82.0925254,60.33,5.26860093,1.07270365,0.50730484,0.05741173
ISS_068RF_FMOVIE001_VIMS,0,8272,2008-05-15T23:55:27,0.0,359.98,174.2,128.699,142.656,135.105,0.207,1.856,0.971,128.492,140.8,134.133,5.377281,6.5681157,6.042347,44.146023,56.18496,49.295284,126.22192,136.3541,130.64412,83.03749433,45.96,0.79665456,0.12815554,0.51824786,0.08931883
ISS_072RI_SPKHRLPDF001_PRIME,0,16910,2008-06-14T05:16:15,0.0,359.98,188.12,58.649,91.606,86.813,79.116,80.532,79.878,0.016,359.996,30.246,80.703964,109.911514,91.78303,32.11883,39.133717,35.65424,115.549675,122.53823,119.11723,83.48521951,93.94,1.09532156,0.21807714,0.52998877,0.09908371
ISS_075RB_BMOVIE4001_VIMS,0,7582,2008-07-08T03:57:51,0.0,359.98,127.57,57.048,78.888,73.165,143.775,144.467,144.179,272.581,294.421,288.986,53.67158,104.32915,69.73584,22.49069,28.297026,24.807388,59.407215,67.69553,64.039635,83.8491575,42.12,1.18318957,0.23365917,0.51478167,0.0937481
ISS_075RF_FMOVIE002_VIMS,0,17932,2008-07-05T01:45:03,0.0,359.98,179.88,117.724,127.033,122.303,135.425,137.115,136.278,342.299,349.918,346.024,6.012622,6.8809867,6.475146,28.855572,37.32032,32.86981,112.40743,121.12215,116.596436,83.80674788,99.62,1.14893338,0.16744231,0.51233501,0.0783418
ISS_079RF_FRINGMRLF002_PRIME,0,11291,2008-08-06T01:42:23,79.6,305.4,192.5,149.487,151.755,150.294,221.828,222.865,222.345,286.622,289.927,287.949,8.63476,13.674567,10.894845,21.175026,28.065271,24.347656,63.58742,72.509636,68.24377,84.29531436,62.73,1.63982795,0.44302051,0.6050245,0.17207592
ISS_079RI_FMONITOR002_PRIME,0,7166,2008-08-02T01:25:19,45.74,283.92,163.33,77.348,327.195,200.591,210.995,211.05,211.022,46.765,300.253,175.246,66.17813,131.53764,84.74927,29.444393,37.21118,33.297276,113.138664,116.745,114.87424,84.22805389,39.81,1.31229945,0.36177076,0.55355973,0.16358711
ISS_080RF_FMOVIE005_PRIME,0,5210,2008-08-14T06:50:39,66.76,170.94,118.85,96.85,117.576,108.608,244.009,244.395,244.208,212.455,233.567,224.4,6.60491,14.890286,7.1447577,14.242755,15.012456,14.545098,81.26417,83.72377,82.53999,84.41857917,28.94,3.53447339,0.54770364,0.45541847,0.06297635
ISS_081RI_FMONITOR001_PRIME,0,9568,2008-08-16T10:45:19,0.0,359.98,186.34,61.009,332.531,196.379,249.849,249.902,249.875,0.009,359.989,151.374,69.18817,201.17052,110.12053,25.276434,33.380432,29.32272,107.97158,111.80082,109.75097,84.44970804,53.16,1.43161041,0.26579216,0.48327798,0.09284164
ISS_081RI_FMOVIE106_VIMS,0,15879,2008-08-20T00:36:15,0.0,359.98,189.94,104.685,108.736,106.753,259.507,260.991,260.257,203.744,207.757,206.496,3.4660778,4.925783,4.228467,29.14762,47.49322,37.11698,39.292896,60.600754,51.214737,84.51332547,88.22,0.88384497,0.23390655,0.53924398,0.11690612
ISS_082RI_FMONITOR003_PRIME,0,6126,2008-08-28T08:54:23,0.0,359.98,191.4,63.917,317.129,193.678,282.043,282.199,282.126,0.009,359.989,168.888,60.136883,160.93765,93.88371,21.77274,35.91287,29.072577,68.48664,73.07978,70.9962,84.6340453,34.03,1.73286705,0.54950473,0.56485907,0.18073625
ISS_083RI_FMOVIE109_VIMS,0,15993,2008-08-30T16:19:11,31.78,351.62,191.7,112.171,119.486,115.994,288.279,289.728,289.004,182.442,191.207,186.99,6.9560084,7.69213,7.1152186,20.889902,26.530937,23.598942,103.16276,110.25313,106.660965,84.67734012,88.85,1.83219487,0.51827722,0.5132569,0.11782819
ISS_084RI_FMONITOR002_PRIME,0,5779,2008-09-08T03:54:07,63.14,280.32,171.37,87.563,316.185,201.476,311.183,311.237,311.21,0.008,359.988,234.817,63.178257,97.78648,72.31815,32.250797,40.305798,36.37011,116.70901,120.47749,118.512924,84.79998806,32.11,1.06313992,0.21888444,0.50908108,0.11481837
ISS_085RF_FMOVIE003_PRIME_1,0,9054,2008-09-15T23:01:19,65.92,248.78,156.6,126.607,130.621,129.499,332.237,333.068,332.659,153.965,158.364,156.84,5.248175,5.788656,5.5186667,41.459164,48.00539,44.65019,126.37478,132.6413,129.46571,84.92485239,50.3,0.81208546,0.2038007,0.51253311,0.11496075
ISS_085RF_FMOVIE003_PRIME_2,0,6244,2008-09-16T06:34:07,120.48,245.34,182.91,307.047,310.118,308.215,333.086,333.654,333.366,333.85,337.032,334.848,5.2879205,6.0729833,5.6412244,48.221302,52.997692,50.58111,130.32596,135.6531,132.94894,84.92827364,34.69,0.77325559,0.17978397,0.52420554,0.11175682
ISS_087RF_FMOVIE003_PRIME,0,13961,2008-09-30T16:28:15,0.0,359.98,187.28,282.659,287.057,284.571,12.003,13.289,12.641,270.611,274.776,271.93,4.905153,5.854948,5.3884196,44.65068,54.23677,49.154385,125.56203,136.73578,130.8895,85.15466252,77.56,0.8354805,0.170976,0.54870215,0.1284281
ISS_089RF_FMOVIE003_PRIME,0,14611,2008-10-14T22:37:51,0.0,359.98,191.31,280.392,286.359,282.454,50.5,51.844,51.162,229.847,235.492,231.292,5.6597567,6.456966,6.052099,38.920864,46.086903,42.327118,117.971115,127.250626,122.476555,85.37515929,81.17,1.04092572,0.20369912,0.55925687,0.11812655
ISS_091RF_FMOVIE003_PRIME,0,15376,2008-10-29T20:23:27,27.78,335.28,181.53,197.822,199.877,198.926,90.751,92.17,91.461,105.651,109.097,107.465,5.749195,8.673289,7.142637,43.518864,55.777946,49.203922,127.86671,141.25955,134.1796,85.60563025,85.42,1.06189635,0.32122174,0.72858404,0.19396772
ISS_091RI_APOMOSL109_VIMS,0,9894,2008-11-02T00:33:03,71.8,332.2,207.45,69.428,303.865,186.834,99.321,99.863,99.637,0.013,359.993,148.616,48.94726,96.01577,60.236935,29.338015,47.669815,38.295547,55.104347,66.36654,61.860977,85.65069122,54.97,1.17821913,0.30121098,0.55221382,0.14020683
ISS_092RF_FMOVIE003_PRIME,0,3514,2008-11-07T03:06:39,230.4,300.66,265.53,300.287,303.751,300.695,113.109,113.421,113.258,186.97,190.641,187.437,5.8261986,6.1691623,5.957436,48.893974,51.154705,50.10686,132.83926,135.37384,134.17943,85.7276404,19.52,0.79811438,0.11555223,0.55632466,0.08189062
ISS_093RF_FMOVIE003_PRIME,0,11328,2008-11-14T15:06:39,0.0,359.98,199.07,126.592,133.699,130.411,133.361,134.418,133.895,353.175,359.285,356.516,6.051661,6.6153154,6.343206,40.236088,46.930294,43.47202,126.077156,132.4935,129.2194,85.84781998,62.93,0.8085162,0.10946798,0.5116273,0.07613071
ISS_094RF_FMOVIE001_PRIME_1,0,8629,2008-11-21T21:26:55,0.0,359.98,88.82,120.822,125.456,123.252,152.976,153.756,153.366,327.066,332.464,329.886,6.229938,6.567346,6.407704,36.09095,41.00778,38.491337,121.86459,126.96473,124.379585,85.95858064,47.94,0.80041038,0.10229214,0.45170279,0.05918267
ISS_094RF_FMOVIE001_PRIME_2,0,4601,2008-11-22T04:36:47,81.96,175.64,129.21,300.551,304.603,302.562,153.782,154.199,153.988,146.408,150.811,148.574,6.362343,6.924091,6.6258626,43.731785,46.362743,45.016148,125.85874,129.08087,127.43508,85.96106824,25.56,0.72174407,0.11015531,0.43856351,0.06702884
ISS_096RF_FMOVIE004_PRIME,0,15282,2008-12-10T18:01:03,0.0,359.98,205.37,134.432,136.505,135.293,203.895,205.307,204.601,289.168,292.513,290.692,3.796547,5.276271,4.5070405,52.912807,74.09261,62.569542,17.417028,40.62698,29.94411,86.25303359,84.9,0.60452926,0.08801125,0.52175825,0.09136765
ISS_098RI_TMAPN30LP001_CIRS,0,12136,2008-12-22T23:58:55,0.0,359.98,186.87,92.976,309.632,201.95,236.969,237.634,237.259,0.001,359.981,159.316,62.69122,100.47357,75.066216,32.953026,38.760593,36.19167,115.27156,122.28926,119.532845,86.43899447,67.42,1.11634765,0.16805666,0.54962202,0.08823632
ISS_100RF_FMOVIE003_PRIME,0,13337,2009-01-11T10:41:34,6.44,273.16,139.8,126.547,135.881,130.866,289.479,290.738,290.112,197.068,205.154,200.754,5.8498487,6.2906446,6.0779023,36.249763,47.223305,41.527287,122.90184,133.62552,128.18173,86.74292879,74.09,0.73104628,0.11076989,0.44960193,0.06397111
ISS_100RI_SUBMS20LP001_CIRS,0,11439,2009-01-17T22:23:26,54.42,288.4,172.38,213.541,318.438,258.085,306.997,307.596,307.255,0.001,359.981,292.797,66.78783,157.08685,91.69772,41.58434,47.14277,45.08421,64.5279,69.23359,67.117455,86.83919963,63.55,1.3510107,0.26903707,0.52360083,0.09942999
ISS_102RI_SPKFMLFLP001_PRIME,0,11062,2009-02-05T16:39:26,82.06,303.28,192.67,64.373,97.253,81.84,357.656,358.556,358.124,65.818,98.698,83.716,66.14688,118.23701,79.51089,35.163345,40.788216,37.78263,59.077774,66.899155,63.075447,87.13156869,61.46,1.13261391,0.22064565,0.51120543,0.10037428
ISS_103RF_FMOVIE003_PRIME,0,11471,2009-02-10T14:28:46,0.0,359.98,220.27,168.079,194.376,180.528,10.912,12.081,11.497,157.162,182.295,169.031,6.2054257,6.4454904,6.3273883,69.84946,82.182365,75.98194,150.1931,155.5453,153.1277,87.20852526,63.73,0.73441751,0.17639479,0.6544656,0.1556139
ISS_104RF_FMOVIE003_PRIME,0,3182,2009-02-25T00:06:54,0.0,359.98,71.58,277.226,283.36,281.233,49.8,50.082,49.946,227.426,233.305,231.287,5.0108404,5.1101084,5.0387363,142.83205,146.62186,144.78195,112.18417,116.39837,114.28764,87.42623123,17.68,6.06170523,1.09590829,2.4743253,0.34724838
ISS_105RF_FMOVIE002_PRIME,0,14097,2009-03-11T11:51:58,0.0,359.98,183.23,146.405,192.847,168.923,88.926,90.435,89.676,57.479,102.413,79.247,5.323018,5.6580243,5.4875007,98.88073,112.06572,105.575424,23.152744,25.636396,23.899862,87.65713263,78.32,0.89082254,0.22129953,0.81460882,0.20342381
ISS_105RF_FMOVIE003_PRIME,0,5472,2009-03-04T08:46:54,0.0,359.98,81.04,282.507,288.281,284.639,69.677,70.162,69.914,212.757,218.604,214.725,7.078299,7.232705,7.092982,33.542137,35.0133,34.267967,110.73173,114.441284,112.58943,87.54120359,30.4,1.28388462,0.17531824,0.49473574,0.08237878
ISS_105RI_TDIFS20HP001_CIRS,0,8638,2009-03-10T02:14:54,0.0,359.98,226.53,258.312,327.147,297.942,85.143,85.637,85.408,172.686,242.004,212.533,47.923496,102.51674,58.243835,150.10298,157.51123,154.16743,62.73118,71.557,67.41064,87.62980368,47.99,11.0759037,3.31418274,4.12484328,0.90296221
ISS_105RI_TMAPN45LP001_CIRS,0,5828,2009-03-05T08:45:18,18.84,147.84,83.11,109.523,316.577,212.37,72.374,73.087,72.734,36.967,243.66,139.635,67.57909,80.85952,69.873474,41.563354,50.072285,45.592247,128.98898,137.20895,132.53995,87.55808853,32.38,0.68961248,0.11473198,0.46590812,0.08015408
ISS_106RF_FMOVIE002_PRIME,0,13552,2009-03-23T11:07:10,0.0,359.98,223.33,145.543,190.656,167.254,121.245,122.695,121.963,24.298,67.961,45.291,5.312372,5.6380115,5.472377,99.88332,112.45572,106.23771,23.128952,25.735811,23.850983,87.84176869,75.29,0.89371803,0.30363765,0.81681016,0.27532023
ISS_107RF_FMOVIE002_PRIME,0,7462,2009-03-29T16:51:42,188.5,337.72,263.11,151.967,161.761,156.727,138.092,138.808,138.455,13.875,22.953,18.272,7.082908,7.1307006,7.0963144,54.925053,61.22007,58.10898,139.90654,144.15727,142.10019,87.93404367,41.46,0.73667069,0.28219895,0.57892001,0.21293387
ISS_108RF_FMOVIE001_PRIME,0,11667,2009-04-16T10:34:06,0.0,359.98,144.61,237.173,249.931,244.627,185.989,187.099,186.551,51.131,62.843,58.076,7.8144507,7.85867,7.825223,100.746994,107.745514,104.25434,142.25545,147.30371,144.94572,88.2102077,64.82,1.14110267,0.75194207,0.9281702,0.59659645
ISS_108RI_SPKMVLFLP001_PRIME,0,10880,2009-04-10T09:49:18,0.0,359.98,250.39,66.264,149.373,106.938,169.703,170.328,170.011,255.936,339.669,296.927,70.840485,161.53357,93.47252,33.55067,41.621437,36.29112,66.48016,74.85807,70.82269,88.11452449,60.44,1.47722318,0.27866316,0.48660681,0.12476446
ISS_109RI_TDIFS20HP001_CIRS,0,12827,2009-04-21T12:42:06,0.0,359.98,155.53,244.293,328.59,295.993,199.73,200.529,200.174,43.764,128.86,95.819,66.32926,125.6247,79.47207,143.66544,148.0075,145.47466,55.42003,59.832817,57.22118,88.2870336,71.26,5.18730533,2.16391992,2.81367987,1.20348156
ISS_110RF_FMOVIE002_PRIME,0,12616,2009-05-10T09:03:58,49.94,302.24,176.09,249.526,261.987,256.13,250.625,251.84,251.234,0.001,359.996,18.763,5.531809,5.761377,5.6389914,52.805702,66.2597,59.307636,56.305046,70.077415,63.25404,88.58032899,70.09,1.23833962,0.30193312,0.54843724,0.12043604
ISS_111RF_FMOVIE002_PRIME,0,9615,2009-05-26T09:08:14,0.0,359.98,243.29,273.659,285.544,277.409,293.838,294.69,294.246,339.813,351.706,343.163,5.235607,21.119284,5.815591,34.34401,38.285255,36.10141,92.94914,103.17809,97.95869,88.82511891,53.42,4.81671126,2.58589952,0.53555004,0.09109645
ISS_112RF_FMOVIE002_PRIME_1,0,9102,2009-06-10T11:51:26,0.0,359.98,205.66,115.15,122.15,119.543,334.647,335.459,335.058,139.691,147.502,144.485,4.214558,5.5319166,4.6161757,17.098747,21.66051,18.801378,97.7894,109.73838,104.14287,89.05793106,50.57,2.10932525,0.54194708,0.48479117,0.07122062
ISS_112RF_FMOVIE002_PRIME_2,0,6533,2009-06-10T19:18:22,0.0,359.98,187.52,294.479,299.046,295.509,335.485,336.071,335.772,318.676,323.56,319.737,5.1981945,5.9433274,5.297365,33.752274,34.878727,34.217014,109.64929,117.23621,113.52538,89.06137421,36.29,1.33945886,0.12221398,0.53525161,0.07660794
ISS_114RF_FMOVIEEQX001_PRIME,0,15013,2009-07-13T20:02:06,0.0,359.98,168.96,220.483,226.543,224.816,64.675,66.043,65.366,154.44,161.399,159.449,8.778051,9.724829,9.203712,88.16686,92.176735,90.24917,130.7217,132.91011,131.88232,89.57431509,83.41,1.08029432,0.22611809,0.7202342,0.14659511
ISS_115RF_FMOVIEEQX001_PRIME,0,15720,2009-07-30T01:05:34,0.0,359.98,181.57,231.507,240.887,236.823,108.448,109.864,109.159,121.643,132.439,127.664,9.999373,11.023145,10.384387,98.87824,101.838196,100.41331,117.34717,119.10134,118.220146,89.82384793,87.33,1.56071559,0.28648364,0.73771139,0.1341008
ISS_132RI_FMOVIE001_VIMS,0,15225,2010-05-31T23:02:54,32.6,347.02,194.39,262.026,277.616,267.793,214.495,215.919,215.179,47.066,61.696,52.614,7.372074,10.828643,8.097435,119.85024,125.546646,122.4768,79.423874,80.13897,79.854004,85.53846367,84.58,5.86788594,0.70614977,1.03342451,0.12405075
ISS_134RI_SPKMVDFHP001_PRIME,0,18000,2010-07-02T21:24:14,0.0,359.98,179.99,255.246,291.396,273.329,300.717,302.517,301.682,314.528,348.879,331.646,68.92824,107.16242,82.88335,123.15765,131.44096,127.269844,105.57593,107.69819,106.59308,85.06217696,100.0,4.27890961,1.13869474,1.22360558,0.33701456
ISS_166RI_FNTLPMOV001_PRIME,0,11935,2012-05-23T12:10:06,45.86,287.94,166.62,187.954,230.058,205.095,5.552,6.479,5.999,181.474,224.506,199.096,13.426476,69.47682,29.337059,45.53184,47.598915,46.64607,92.97794,93.59436,93.26659,75.57645192,66.31,8.09440372,1.55673166,0.46232716,0.09826425
ISS_168RF_FMOVIE001_PRIME,0,10739,2012-06-25T03:03:58,0.0,359.98,191.11,275.099,288.168,277.701,93.635,94.635,94.12,180.762,194.533,183.581,10.752375,14.074018,11.406589,108.71253,111.519875,110.10237,110.622635,111.00453,110.77292,75.17375467,59.66,2.75175832,0.84786621,0.97579617,0.30031504
ISS_168RI_SPOKEMOV001_PRIME,0,17977,2012-06-24T11:10:54,0.0,359.98,179.83,42.45,112.483,84.166,91.849,93.5,92.681,2.766,324.237,108.194,139.9789,217.64413,167.50711,97.227455,100.984695,98.93549,109.5648,111.241264,110.188515,75.18117857,99.87,2.27493473,0.71864474,0.78415115,0.24485291
ISS_172RF_FMOVIE001_PRIME,0,15384,2012-09-20T17:37:33,0.0,359.98,170.74,273.016,282.873,278.398,330.195,331.608,330.91,302.497,311.278,307.488,10.02026,10.9173,10.46127,110.86728,115.31748,113.05646,121.61432,122.18835,121.90318,74.11723353,85.47,1.91454991,0.54520205,1.01196019,0.28880225
ISS_172RI_EGAPMOVMP002_PRIME,0,18000,2012-10-01T13:11:25,0.0,359.98,179.99,226.247,236.735,231.73,0.005,359.986,134.032,226.811,237.221,231.518,14.31293,14.867898,14.572016,71.71768,74.50857,73.10989,114.71967,116.27462,115.507,73.98809547,100.0,1.6067658,0.47264476,0.69159625,0.20179874
ISS_172RI_SPOKEMOV001_PRIME,0,17975,2012-09-18T19:10:21,0.0,359.98,180.01,10.127,113.507,61.017,324.97,326.159,325.56,43.967,148.537,95.457,137.0731,215.97952,152.7103,92.01531,96.55973,93.304054,118.42712,121.81139,120.20675,74.14366588,99.86,1.46396536,0.42408415,0.73588215,0.21197226
