Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_211RF_HIRESFRNG001_PRIME,0,3936,2015-01-10T03:44:29,163.78,243.24,203.62,29.374,45.163,37.251,82.245,82.677,82.46,307.128,322.486,314.791,4.560072,5.770445,5.1163225,113.77623,124.84391,119.536545,120.33895,125.13004,122.81569,66.2128038,21.87,2.05042517,0.45478159,1.10736036,0.23787638
ISS_211RI_EGAPMOVMP001_PRIME,0,18000,2015-01-02T23:46:37,0.0,359.98,179.99,270.407,286.39,279.144,62.896,64.643,63.743,207.511,221.747,215.4,14.504074,15.63655,15.03931,83.09536,85.64402,84.4151,61.174038,61.641888,61.416264,66.25433559,100.0,1.53875855,0.38893385,0.73623322,0.18624936
ISS_212RF_FMOVIE001_PRIME_1,0,8085,2015-02-07T00:23:57,168.82,330.5,249.66,117.69,131.555,119.791,157.474,158.161,157.795,319.766,334.081,321.996,10.734475,15.12916,11.462125,75.76962,77.89236,76.867195,70.60591,71.121765,70.97708,66.02997653,44.92,1.90236258,0.43072549,0.62010819,0.14045429
ISS_212RF_FMOVIE001_PRIME_2,0,8051,2015-02-07T06:36:45,173.8,334.8,254.3,273.644,286.593,284.035,158.173,158.86,158.536,114.783,128.419,125.499,10.054861,11.871061,10.374814,82.14864,84.19564,83.23394,71.03849,71.37874,71.267746,66.02406033,44.73,2.12731556,0.50239017,0.68321881,0.16156938
ISS_213RF_FMOVIE001_PRIME,0,18000,2015-03-09T16:04:13,0.0,359.98,179.99,266.555,275.734,271.187,240.246,242.428,241.583,25.173,33.769,29.604,12.138697,14.255444,12.771304,99.512375,103.11554,100.98716,81.44681,81.5324,81.49107,65.82725132,100.0,4.99090017,0.86690117,0.73847203,0.12830753
ISS_213RF_FMOVIE002_PRIME,0,16867,2015-03-10T22:27:09,0.0,359.98,172.9,261.259,290.838,277.236,243.664,245.092,244.383,16.166,47.173,32.852,10.249393,23.49357,11.360293,93.58024,97.14499,95.534195,81.3288,81.65801,81.51417,65.82102701,93.71,4.73372292,0.85587067,0.69847221,0.12589941
ISS_231RI_EGAPMOVMP001_PRIME,0,17050,2016-02-06T01:18:20,0.0,359.98,177.26,81.969,116.378,95.417,60.468,62.068,61.217,20.486,54.587,34.199,13.746413,29.524843,17.187834,101.202,103.59234,102.46431,80.50317,81.32534,80.97698,64.16139157,94.72,4.84777637,1.19971329,0.75871487,0.18035829
ISS_232RF_FMOVIE001_PRIME,0,17143,2016-02-10T00:41:00,13.1,355.94,184.52,104.593,126.711,117.507,71.199,72.687,71.952,31.905,55.511,45.554,11.481407,16.93175,11.909365,83.92955,86.85336,85.40056,76.54814,77.19771,76.88451,64.14686066,95.24,2.97427939,0.79961288,0.67533193,0.184851
ISS_232RI_EGAPMOVMP001_PRIME_1,0,17075,2016-02-21T02:05:16,0.0,359.98,178.33,260.91,287.954,267.513,101.059,102.519,101.758,158.391,186.895,165.755,14.209195,24.827389,16.374704,106.38403,108.92212,107.70666,77.85095,78.94524,78.33247,64.10185962,94.86,4.43247593,1.50549759,0.89524187,0.30109359
ISS_232RI_EGAPMOVMP001_PRIME_2,0,7626,2016-02-21T15:15:08,0.0,359.98,202.04,87.989,115.963,101.922,102.541,103.162,102.867,0.001,359.997,219.039,14.515591,22.718449,15.795279,99.917725,100.87405,100.358315,77.64943,78.07555,77.82802,64.105313,42.37,3.68105522,1.24079381,0.77612678,0.26116834
ISS_233RF_FMOVIE001_PRIME_1,0,9489,2016-03-06T01:38:04,0.0,359.98,237.8,321.289,333.343,325.476,138.813,139.638,139.216,181.65,194.529,186.259,10.518352,11.897789,10.808328,56.568653,58.669434,57.67007,67.89309,68.37892,68.090225,64.05271963,52.72,1.55409113,0.5291678,0.57968655,0.1955596
ISS_234RF_FMOVIE001_PRIME,0,7895,2016-04-01T01:26:20,0.0,359.98,225.8,344.469,352.372,348.824,208.997,209.695,209.347,135.198,143.374,139.476,6.1100545,7.043911,6.4627714,35.326946,39.73028,37.627266,68.87797,69.68037,69.271835,63.96443256,43.86,1.628871,0.43950937,0.57663707,0.15691935
ISS_234RI_EGAPMOVMP001_PRIME,0,15917,2016-04-07T23:05:00,0.0,359.98,165.11,263.616,283.366,270.319,227.633,229.04,228.332,34.575,54.845,41.987,13.082034,17.765932,13.646184,106.893166,110.06378,108.48809,74.10006,75.67508,74.83821,63.94114334,88.43,3.50597873,1.06855241,0.91661736,0.28060736
ISS_235RF_FMOVIE001_PRIME,0,16000,2016-05-01T13:42:20,0.0,359.98,162.3,0.007,359.997,6.056,291.384,292.829,292.112,65.604,75.707,71.761,8.450355,9.797398,9.021474,20.862438,26.41641,23.761145,64.953384,66.837,65.869354,63.86632767,88.89,1.4997855,0.62260066,0.61218796,0.25014013
ISS_235RF_FMOVIE002_PRIME_1,0,9191,2016-05-09T19:29:32,0.0,359.98,172.83,265.03,280.971,270.804,313.638,314.416,314.017,310.613,327.333,316.787,12.677799,14.446415,12.927545,104.742325,106.92084,105.85608,69.001465,70.36927,69.64661,63.84103711,51.06,2.74295497,1.3754356,0.95135226,0.46429431
ISS_235RF_FMOVIE002_PRIME_2,0,8546,2016-05-10T02:30:52,0.0,359.98,169.06,75.929,87.247,85.123,314.428,315.168,314.814,120.761,132.71,130.308,15.410838,20.532999,16.48582,97.38935,99.060394,98.19661,68.625145,69.498184,69.05006,63.84406509,47.48,2.2863361,1.35827167,0.81553891,0.47534749
ISS_236RF_FMOVIE002_PRIME,0,18000,2016-06-10T12:09:00,0.0,359.98,179.99,96.525,106.415,100.307,39.22,40.874,40.026,57.291,67.195,60.28,11.547909,12.236389,11.893888,94.95597,99.67166,97.32922,62.971207,65.874016,64.42025,63.75267241,100.0,1.90232831,0.91881572,0.81767144,0.38555308
ISS_237RI_EGAPMOVMP001_PRIME,0,4970,2016-07-01T23:54:04,0.0,359.98,161.82,229.025,263.65,252.472,97.246,98.598,97.643,131.663,165.786,154.828,8.182882,23.933767,13.18368,127.52505,135.42613,132.9978,78.658295,83.992,82.29151,63.69176183,27.61,-4.34027179,13.22354783,-0.57600627,1.61500477
ISS_239RF_FMOVIE001_PRIME,0,17383,2016-08-02T13:36:28,0.0,359.98,174.58,146.658,152.368,150.644,182.497,184.085,183.297,322.572,329.818,327.347,9.80834,10.195449,9.986515,47.273117,53.583763,50.453606,40.94633,41.46487,41.084656,63.61705125,96.57,0.77394796,0.25729767,0.58337374,0.19401955
ISS_239RF_FMOVIE002_PRIME_1,0,9230,2016-08-12T12:44:44,0.0,359.98,231.68,253.618,262.282,256.256,209.402,210.219,209.802,43.399,52.879,46.453,9.052434,9.449622,9.117744,112.996994,116.5951,114.79808,64.209656,67.16621,65.65117,63.59093806,51.28,2.3037255,0.36472042,0.94827296,0.14358924
ISS_239RF_FMOVIE002_PRIME_2,0,6413,2016-08-12T20:09:32,0.0,359.98,231.18,72.968,80.246,78.514,210.236,210.811,210.526,222.169,229.923,227.987,9.884166,11.197221,10.207408,103.621315,105.95612,104.7819,63.087536,64.83276,63.953632,63.59363188,35.63,1.70534119,0.28314507,0.74923351,0.12778055
ISS_239RI_HIRESAFRG001_PRIME_1,0,5147,2016-08-07T15:05:00,92.46,195.38,143.92,85.038,86.798,85.974,196.164,196.636,196.399,248.685,250.524,249.575,3.3018415,3.474798,3.352392,74.974144,90.29974,82.518456,123.76395,134.97678,129.39525,63.6059267,28.59,1.14162594,0.22805452,0.72674058,0.16608932
ISS_240RF_FMOVIE002_PRIME,0,10123,2016-08-23T01:03:56,0.0,359.98,231.74,238.526,257.664,245.69,237.789,238.641,238.205,0.004,359.984,7.699,8.04703,14.6343,8.419161,130.0208,134.64882,132.41916,77.31096,81.14055,79.23729,63.56779688,56.24,7.71055214,1.46469365,1.41569799,0.17022321
ISS_241RF_FMOVIE001_PRIME,0,11232,2016-08-29T18:07:56,0.0,359.98,191.31,190.388,191.965,191.185,255.913,257.796,256.694,292.792,296.029,294.491,5.167997,5.626203,5.3311453,10.818474,33.586044,24.166441,36.83636,53.29031,42.343647,63.55476414,62.4,0.8518574,0.36534034,0.61754152,0.23318745
ISS_242RF_FMOVIE001_PRIME,0,18000,2016-09-17T00:59:40,0.0,359.98,179.99,69.302,73.19,71.178,305.29,306.954,306.116,122.47,127.846,125.062,10.377032,11.727102,11.102288,107.60535,114.32128,110.961426,65.44092,70.582344,67.990616,63.51643725,100.0,2.45129948,0.72361852,0.91266821,0.24591423
ISS_243RF_FMOVIE001_PRIME_1,0,8072,2016-09-22T09:59:56,106.3,267.72,187.01,163.018,166.401,164.74,319.802,320.538,320.171,202.584,206.516,204.568,6.0937634,6.311735,6.198698,32.428215,39.947304,36.26938,36.96676,40.065815,38.401318,63.50922781,44.84,0.78586273,0.26293907,0.61519243,0.2044698
ISS_243RF_FMOVIE001_PRIME_2,0,7661,2016-09-22T17:06:36,106.72,267.82,188.86,335.763,338.961,337.349,320.603,321.339,320.963,14.662,18.303,16.386,5.0531354,5.5781736,5.31269,40.17928,48.0632,44.3316,36.845634,38.811867,37.677372,63.50314247,42.56,0.7445408,0.26293864,0.58892777,0.20730611
ISS_246RF_FMOVIE002_PRIME,0,18000,2016-10-27T16:29:48,0.0,359.98,179.99,105.75,110.567,108.168,55.043,56.704,55.878,49.448,55.312,52.289,9.804983,13.083691,11.218302,109.38069,116.7132,113.035416,63.738018,69.79213,66.745224,63.44396357,100.0,2.43588215,0.78548764,0.95462082,0.29662949
ISS_253RF_FMOVIE001_PRIME_2,0,18000,2016-12-17T00:10:04,0.0,359.98,179.99,232.865,236.851,234.966,190.918,192.661,191.766,40.267,45.856,43.199,5.335937,6.9301267,6.1798143,110.22982,120.766426,116.05275,53.722088,64.058235,59.462284,63.36915224,100.0,2.13888814,0.53806387,1.07693438,0.24511355
ISS_256RF_FMOVIE001_PRIME_1,0,9478,2017-01-07T17:49:47,0.0,359.98,123.2,233.087,236.749,235.455,249.61,250.476,250.046,342.61,347.08,345.409,5.5352883,6.3384356,5.940137,112.469666,118.05002,115.41462,55.420883,60.881496,58.303356,63.3439571,52.66,2.09562305,0.55593681,1.09722504,0.27720343
ISS_256RF_FMOVIE001_PRIME_2,0,9438,2017-01-08T01:40:11,0.0,359.98,122.67,63.299,66.328,65.076,250.492,251.354,250.926,171.945,175.684,174.149,6.013364,6.9578905,6.489343,97.66925,105.114975,101.576,53.83233,58.78372,56.37978,63.34256752,52.43,1.51726239,0.43160846,0.83793396,0.23087964
ISS_260RF_FMOVIE001_PRIME,0,18000,2017-02-05T04:25:31,0.0,359.98,179.99,237.849,242.335,240.826,326.411,328.062,327.241,269.787,275.916,273.584,5.253585,6.4639473,5.8988414,112.16535,122.0187,117.47524,54.494164,64.089775,59.689114,63.31564197,100.0,2.12469632,0.62957548,1.06101111,0.28634787
ISS_265RF_FMOVIE001_PRIME,0,5378,2017-03-12T00:02:03,20.12,346.28,208.89,225.172,234.12,231.559,60.424,61.043,60.76,164.597,173.68,170.798,7.941577,9.971021,8.363915,131.81166,134.44745,133.11726,72.479385,74.887436,73.6626,63.29112939,29.88,5.59580919,0.94745509,1.57139175,0.2583591
ISS_272RF_FMOVIE001_PRIME,0,9740,2017-05-01T01:44:27,0.0,359.98,183.9,234.766,245.002,238.256,195.629,196.491,196.05,38.867,49.373,42.206,5.9218273,7.388808,6.266039,133.5411,136.66013,135.12804,72.45559,75.532684,74.00778,63.27121472,54.11,6.39736684,1.0020598,1.76305595,0.2947294
ISS_274RF_FMOVIE001_PRIME,0,6315,2017-05-13T13:46:35,0.0,359.98,267.16,233.098,243.667,234.761,229.386,229.923,229.638,3.174,14.28,5.123,6.742183,8.852525,6.9256954,138.36314,140.08406,139.20816,76.47431,78.154076,77.28317,63.2696397,35.08,9.36967997,1.30443948,2.06148534,0.29023184
ISS_274RF_FMOVIE002_PRIME,0,14025,2017-05-14T00:07:23,50.36,330.84,190.6,83.7,89.38,85.097,230.551,231.827,231.181,212.137,218.829,213.915,5.835616,9.26524,7.0522337,124.29854,130.2341,127.488785,69.67076,74.29074,72.14959,63.26926629,77.92,4.09429576,1.17654262,1.2374879,0.30615391
ISS_276RI_HIRESAFRG001_PRIME,0,3557,2017-05-28T01:29:31,0.0,359.98,250.42,60.491,235.303,154.257,268.508,268.838,268.671,151.652,326.794,245.585,3.0698972,4.376263,3.6898506,106.06402,120.46378,113.80115,55.721294,59.725403,57.89206,63.2676509,19.76,1.95089404,0.69631563,1.04172388,0.38552296
ISS_283RA_COMPLITA2001_CIRS,0,6167,2017-07-12T01:23:07,51.2,174.52,112.86,50.769,99.56,77.572,30.006,30.352,30.191,20.416,69.553,47.38,38.69239,54.339844,42.846634,116.737564,121.113976,119.10166,60.315117,63.838013,62.258884,63.27845796,34.26,1.88941851,0.43948757,0.87832905,0.20258706
ISS_289RF_FMOVIE001_PRIME,0,18000,2017-08-18T21:23:07,0.0,359.98,179.99,222.095,228.903,224.578,132.167,133.825,132.992,89.784,95.931,91.585,5.322594,7.1421647,6.075558,131.32793,136.96347,134.34467,68.29186,74.13256,71.40446,63.29941341,100.0,5.33184441,1.84957695,1.66885495,0.48213074
ISS_292RF_FMOVIE001_PRIME,0,18000,2017-09-06T11:47:07,0.0,359.98,179.99,39.016,48.148,44.438,182.39,184.02,183.21,214.995,225.668,221.228,7.207598,9.082822,7.8918123,138.14133,142.22586,140.25134,75.01581,78.931404,77.02246,63.31048407,100.0,9.24268783,2.20198231,2.05321358,0.44470286
