Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean,Normal EW140135 Mean,Normal EW140140 Mean,Normal EW140145 Mean,Normal EW140150 Mean,Normal EW140155 Mean,Normal EW140160 Mean,Normal EW140165 Mean,Normal EW140170 Mean,Normal EW140175 Mean,Normal EW140180 Mean,Normal EW140185 Mean,Normal EW140190 Mean,Normal EW140195 Mean,Normal EW140200 Mean,Normal EW140205 Mean,Normal EW140210 Mean,Normal EW140215 Mean,Normal EW140220 Mean,Normal EW140225 Mean,Normal EW140230 Mean,Normal EW140235 Mean,Normal EW140240 Mean,Normal EW140245 Mean,Normal EW140250 Mean,Normal EW140255 Mean,Normal EW140260 Mean,Normal EW140265 Mean,Normal EW140270 Mean,Normal EW140275 Mean,Normal EW140280 Mean,Normal EW140285 Mean,Normal EW140290 Mean,Normal EW140295 Mean,Normal EW140300 Mean,Normal EW140305 Mean,Normal EW140310 Mean,Normal EW140315 Mean,Normal EW140320 Mean,Normal EW140325 Mean,Normal EW140330 Mean,Normal EW140335 Mean,Normal EW140340 Mean,Normal EW140345 Mean,Normal EW140350 Mean,Normal EW140355 Mean,Normal EW140360 Mean,Normal EW140365 Mean,Normal EW140370 Mean,Normal EW140375 Mean,Normal EW140380 Mean,Normal EW140385 Mean,Normal EW140390 Mean,Normal EW140395 Mean,Normal EW140400 Mean,Normal EW140405 Mean,Normal EW140410 Mean,Normal EW140415 Mean,Normal EW140420 Mean,Normal EW140425 Mean,Normal EW140430 Mean,Normal EW140435 Mean,Normal EW140440 Mean,Normal EW140445 Mean,Normal EW140450 Mean,Normal EW140455 Mean,Normal EW140460 Mean,Normal EW140465 Mean,Normal EW140470 Mean,Normal EW140475 Mean,Normal EW140480 Mean,Normal EW140485 Mean,Normal EW140490 Mean,Normal EW140495 Mean,Normal EW140500 Mean,Normal EW140505 Mean,Normal EW140510 Mean,Normal EW140515 Mean,Normal EW140520 Mean,Normal EW140525 Mean,Normal EW140530 Mean,Normal EW140535 Mean,Normal EW140540 Mean,Normal EW140545 Mean,Normal EW140550 Mean,Normal EW140555 Mean,Normal EW140560 Mean,Normal EW140565 Mean,Normal EW140570 Mean,Normal EW140575 Mean,Normal EW140580 Mean,Normal EW140585 Mean,Normal EW140590 Mean,Normal EW140595 Mean,Normal EW140600 Mean
ISS_093RF_FMOVIE003_PRIME,16281,1,2008-11-14T19:55:43,325.62,325.62,6.3459516,0.0,43.440964,129.21077,85.84781998,0.59629849,0.0,0.00043655,0.00050753,0.00049125,0.00047296,0.00049532,0.00049769,0.00049786,0.00047524,0.00026674,0.00027058,0.00026557,0.00026002,0.00026116,0.00026617,0.00043071,0.00038355,0.00031407,0.00050655,0.00049779,0.00049822,0.00056861,0.00069628,0.00090326,0.00091554,0.00104984,0.00107011,0.00091319,0.00113863,0.00113918,0.00114119,0.00114141,0.00113485,0.00114156,0.00114475,0.0012176,0.00136569,0.0015293,0.00152768,0.00169591,0.0018732,0.00204847,0.00226053,0.00227007,0.0022569,0.00224593,0.00225681,0.00224771,0.00224574,0.0024011,0.00255901,0.00256563,0.00324905,0.00435498,0.00533559,0.00631145,0.00781531,0.00847467,0.00877452,0.00849778,0.00764197,0.00613142,0.00527861,0.00465995,0.0041834,0.00389899,0.00394483,0.00501503,0.00695434,0.01068329,0.01671535,0.01883933,0.01406487,0.00904862,0.00493126,0.00307004,0.00270418,0.00283877,0.00378946,0.00548039,0.01482722,0.02643986,0.03752995,0.04289311,0.03989254,0.02441811,0.0166756,0.0119592,0.0084661,0.00585172,0.00409718,0.00301822,0.0024247,0.00203581,0.00158071,0.00158027,0.0014598,0.00133842,0.00133431,0.00134735,0.00132663,0.00141682,0.00156835,0.00158016,0.00156375,0.00157746,0.00165138,0.00177921,0.00159495,0.00158648,0.00169275,0.00180274,0.00180661,0.00182214,0.00199089,0.00194718,0.0018334,0.00184213,0.00182821,0.00182888,0.00173337,0.00161098,0.00181185,0.00178991,0.00180355,0.00181549,0.00181355,0.00181793,0.00163764,0.00158824,0.00157852,0.00155693,0.00134298,0.00134678,0.00135265,0.00132193,0.00117372,0.00117886,0.00117818,0.0010891,0.00095787,0.00096747,0.00114228,0.0010706,0.0009563,0.00095894,0.00093819,0.00094604,0.00094756,0.00090277,0.00073077,0.00071124,0.00071574,0.00071972,0.00072269,0.00073452,0.00056175,0.00064778,0.00066951,0.00055654,0.00053987,0.00055198
ISS_093RF_FMOVIE003_PRIME,16282,1,2008-11-14T19:55:43,325.64,325.64,6.3457675,0.0,43.442627,129.21245,85.84781998,0.57659033,0.0,0.00046337,0.00041655,0.00023704,0.00043403,0.00046371,0.0004701,0.00045072,0.00023528,0.00045354,0.00033244,0.00030791,0.00047681,0.00045997,0.00028856,0.00024883,0.00029201,0.00047195,0.00046861,0.00047741,0.00055182,0.00070179,0.00087805,0.00088655,0.00088295,0.00088998,0.0009028,0.00088127,0.0008697,0.00099826,0.00112657,0.00111942,0.00112313,0.00124182,0.00129588,0.00129548,0.00128075,0.00151823,0.00169934,0.00176398,0.0017838,0.00198476,0.00222149,0.00242563,0.00245231,0.00223793,0.0024948,0.00229685,0.00238441,0.00252983,0.00256332,0.00273876,0.00337411,0.0042233,0.00543926,0.00684189,0.00816944,0.00834299,0.00846364,0.00851501,0.00758182,0.00642201,0.00546344,0.00460171,0.0041513,0.00414078,0.00459643,0.00562113,0.00738787,0.01113679,0.01275378,0.01123359,0.00862215,0.00554373,0.00325758,0.00235993,0.0022461,0.0025439,0.0032607,0.00689344,0.01529718,0.02535445,0.03557193,0.04461654,0.03669967,0.02664971,0.01868636,0.01213787,0.00788142,0.00566732,0.00436701,0.0032414,0.00252575,0.00179063,0.00160206,0.00144404,0.00150756,0.00133524,0.0013147,0.0014794,0.00135923,0.00120562,0.00135388,0.00135188,0.00150548,0.00155802,0.00156138,0.00177245,0.00159599,0.00169956,0.00179838,0.00183381,0.00180215,0.00179432,0.00179792,0.00180622,0.00181715,0.00203121,0.00185087,0.00179532,0.00182481,0.0018125,0.00178363,0.00180036,0.00181421,0.00181403,0.00180363,0.00162992,0.00172337,0.00180961,0.00179783,0.00160866,0.00141301,0.00134867,0.00133053,0.00117956,0.00118491,0.00116776,0.00116403,0.0011704,0.00117558,0.00097052,0.00108633,0.00110645,0.00093756,0.00093552,0.00093869,0.00093402,0.00086657,0.00072212,0.00070812,0.00087863,0.00085362,0.00070875,0.00071803,0.00071172,0.00061378,0.00054417,0.00053839,0.0005497,0.00052473,0.00053255
ISS_093RF_FMOVIE003_PRIME,16283,1,2008-11-14T19:55:43,325.66,325.66,6.345585,0.0,43.444286,129.21411,85.84781998,0.55903571,0.0,0.0004418,0.00026882,0.00048916,0.00031495,0.00025084,0.0002664,0.00026565,0.00026122,0.00026328,0.00019583,0.00010949,0.00026428,0.00026313,0.00026581,0.0002687,0.00027069,0.00050063,0.00050153,0.00050415,0.00054232,0.00068552,0.00086765,0.00090308,0.0009042,0.0008987,0.00098827,0.00093482,0.00103567,0.00112832,0.00115141,0.00114865,0.00114109,0.00113987,0.0011743,0.00130932,0.00133828,0.00151318,0.00157062,0.00159448,0.00179536,0.00200653,0.00217702,0.00228347,0.00229295,0.00226267,0.00227062,0.0022787,0.00228277,0.00228268,0.00256375,0.00270236,0.00319903,0.00393762,0.00514242,0.00702558,0.00799903,0.00857047,0.00887983,0.0083714,0.00743022,0.00646566,0.00558034,0.00481059,0.00443495,0.00454548,0.00520082,0.00618939,0.00763284,0.00800359,0.00798308,0.00737963,0.00586182,0.00335882,0.00267873,0.00228905,0.00216761,0.00243211,0.00362313,0.00685009,0.01450646,0.02404699,0.03565316,0.04570966,0.03595692,0.0268595,0.01856852,0.0120415,0.00806785,0.00572387,0.0043904,0.00348364,0.00231781,0.00210801,0.00192931,0.0017598,0.0015841,0.00138767,0.0013842,0.00137941,0.00132526,0.00120833,0.00136784,0.00155804,0.00163124,0.00161162,0.00161188,0.00163195,0.00163033,0.00171071,0.00181408,0.00163519,0.00181484,0.00184101,0.00182937,0.00183122,0.00163131,0.001815,0.00186883,0.00182411,0.00161358,0.00182226,0.00186053,0.00175983,0.00162093,0.0018177,0.00163861,0.00177382,0.00179998,0.00162243,0.00164706,0.00161885,0.0014996,0.00138855,0.00139153,0.00123161,0.00122458,0.00122798,0.00118557,0.0009898,0.0010223,0.00100759,0.00099328,0.00099019,0.000989,0.00098702,0.00085759,0.0008419,0.00100575,0.00075749,0.0007595,0.00077167,0.00078189,0.00077613,0.00060456,0.0006037,0.0006034,0.00060271,0.00059535,0.00060359,0.00059721,0.0005284
ISS_093RF_FMOVIE003_PRIME,16284,1,2008-11-14T19:55:43,325.68,325.68,6.3454027,0.0,43.44595,129.21579,85.84781998,0.56025687,0.0,0.00038034,0.00038307,0.00037864,0.00048116,0.00058962,0.00060542,0.00040368,0.00037709,0.00037797,0.00038067,0.00036902,0.00037508,0.00037574,0.00037821,0.00038343,0.00037883,0.00038668,0.00050002,0.00064693,0.00078905,0.00051434,0.00086682,0.00102458,0.00103171,0.00102021,0.00123681,0.00110961,0.00100465,0.00100248,0.00103731,0.00120653,0.00124714,0.00129916,0.00142307,0.00126935,0.00154847,0.00168457,0.00169908,0.00191266,0.00192482,0.00207753,0.00222918,0.002359,0.00235607,0.0021501,0.00226615,0.00236181,0.0023966,0.00264646,0.0026702,0.00279612,0.00323385,0.00397545,0.00563101,0.00679141,0.00774381,0.00850509,0.00881994,0.00834199,0.00776695,0.0068092,0.00579756,0.00492378,0.00495108,0.00531283,0.00567335,0.0059624,0.00564772,0.00536984,0.00545579,0.00535457,0.00432795,0.00285863,0.00229247,0.00212459,0.00215262,0.00234034,0.00392183,0.00687891,0.0125366,0.02290073,0.03630586,0.04216832,0.0372209,0.02692041,0.01784986,0.01085402,0.00836927,0.00622339,0.00432561,0.00322066,0.00245953,0.00197021,0.00170052,0.00165973,0.00128952,0.00129152,0.00128488,0.00128363,0.00129174,0.00166778,0.00170486,0.00232082,0.00288604,0.00272012,0.00171868,0.00170079,0.0016865,0.00167884,0.0016992,0.00190057,0.0019218,0.00185709,0.00172747,0.00190397,0.00194968,0.00194386,0.00187193,0.00171031,0.00173142,0.00185747,0.00192297,0.00193464,0.00193499,0.00172252,0.0017051,0.00170079,0.00169175,0.00172303,0.00171317,0.00158424,0.00150031,0.00150112,0.00148841,0.00133899,0.00118963,0.00107817,0.00108041,0.00106587,0.00125055,0.00123767,0.00109227,0.00106304,0.00086651,0.00097594,0.00106807,0.00105473,0.00083793,0.001027,0.00096263,0.00085117,0.00085174,0.00067837,0.00067724,0.00067052,0.0006656,0.00067052,0.00068609,0.00068624,0.00058659,0.0004635
ISS_093RF_FMOVIE003_PRIME,16285,1,2008-11-14T19:55:43,325.7,325.7,6.345222,0.0,43.4476,129.21745,85.84781998,0.54854999,0.0,0.00039374,0.00039625,0.00039651,0.00039221,0.00037648,0.00039286,0.00039729,0.00039554,0.00035706,0.00022527,0.00022124,0.00021974,0.00022166,0.00026725,0.00064094,0.0004526,0.00040332,0.00040197,0.00040215,0.00063293,0.0007487,0.00080747,0.00081569,0.00081161,0.00101956,0.00088552,0.00090868,0.00104484,0.00104865,0.00105091,0.00117898,0.0012679,0.00127431,0.0012545,0.00126352,0.00127324,0.00132413,0.00142562,0.0017022,0.00185854,0.00201141,0.00219662,0.00242244,0.00243432,0.00242103,0.00241409,0.00241712,0.00240257,0.00238058,0.00257906,0.00286653,0.00322968,0.00429056,0.00566735,0.00684781,0.00790518,0.00878967,0.00915075,0.00874067,0.00806573,0.00723787,0.00629426,0.00598831,0.00601094,0.00592278,0.00550809,0.00442015,0.00418332,0.00421028,0.0043239,0.00438815,0.00324612,0.00250075,0.00200093,0.00182607,0.00220911,0.00263119,0.00389638,0.00680512,0.0113569,0.02401829,0.03532303,0.0409394,0.03853849,0.02859601,0.01654358,0.0111312,0.00802478,0.0059494,0.0046612,0.00293291,0.00256671,0.00219671,0.00183999,0.0015057,0.00146535,0.00137724,0.00131646,0.00132319,0.00148979,0.00148711,0.00149189,0.00155801,0.00169972,0.00150535,0.00166968,0.00183017,0.00192595,0.00194847,0.00173957,0.00184843,0.00185588,0.00175637,0.00194765,0.0017787,0.00185728,0.0018816,0.00175033,0.00174621,0.00191838,0.00197665,0.00194004,0.00173266,0.00177752,0.00174786,0.00179272,0.00173921,0.0017468,0.00175544,0.00160068,0.0014904,0.00145975,0.00131989,0.00133273,0.00133516,0.00133202,0.00132673,0.00108409,0.00108693,0.00109423,0.00109608,0.00107886,0.00107439,0.00092697,0.00096191,0.00110604,0.00108164,0.00088572,0.00086961,0.00086974,0.00086128,0.00071369,0.00070817,0.00071089,0.00071169,0.00069851,0.00070025,0.00070043,0.00060978,0.00047097,0.00046031
ISS_093RF_FMOVIE003_PRIME,16286,1,2008-11-14T19:55:43,325.72,325.72,6.3450418,0.0,43.44927,129.21912,85.84781998,0.54432459,0.0,0.00039511,0.00039342,0.00039076,0.00038644,0.00037042,0.000383,0.00039274,0.00036277,0.00022507,0.00037301,0.00026514,0.00028423,0.00039315,0.00039664,0.00039534,0.00039252,0.00039182,0.00041803,0.00063161,0.00077283,0.00079731,0.00083928,0.00105042,0.00081037,0.00096196,0.00102679,0.0010295,0.00104129,0.00104408,0.00105231,0.00105973,0.00106196,0.00105186,0.00122329,0.00127234,0.00133739,0.00147948,0.00166927,0.00166841,0.00177353,0.00193449,0.00215606,0.00237128,0.00239135,0.00239758,0.00240721,0.00238775,0.00239641,0.00242104,0.00251155,0.00273961,0.00322311,0.00415329,0.00533711,0.00684558,0.00814593,0.00887141,0.00911291,0.00906833,0.00862757,0.00775313,0.007296,0.00710873,0.00643494,0.00543779,0.00433002,0.0036178,0.00345133,0.00353973,0.00372789,0.00348255,0.00264696,0.00216423,0.00189813,0.00192906,0.00213429,0.00270283,0.00364359,0.00540638,0.01172879,0.0247672,0.03493981,0.04093619,0.03981823,0.02596745,0.01696694,0.01196618,0.00835536,0.00634847,0.00409369,0.0031222,0.00246827,0.00213317,0.00174275,0.00150172,0.00146553,0.00139485,0.00130057,0.00132051,0.0013294,0.00143196,0.00144735,0.0013271,0.00149759,0.00167508,0.00171174,0.0016604,0.00148587,0.00171847,0.00172306,0.00172397,0.00174499,0.00194836,0.00173759,0.00186971,0.00189639,0.00171641,0.00171415,0.00171479,0.00172898,0.00180216,0.0019404,0.00198418,0.00197035,0.00196006,0.00191118,0.00173277,0.00170171,0.00171949,0.00162772,0.00147792,0.00149162,0.00136368,0.00143954,0.00145795,0.00133347,0.00134517,0.00114159,0.00108575,0.0010857,0.00110526,0.00109554,0.00109485,0.00099868,0.00090139,0.00108777,0.00110135,0.00095835,0.00079392,0.00069164,0.0006892,0.00069288,0.00069333,0.00069234,0.00069135,0.00069142,0.00069629,0.00069751,0.00069769,0.00070154,0.0004842
ISS_093RF_FMOVIE003_PRIME,16287,1,2008-11-14T19:55:43,325.74,325.74,6.344863,0.0,43.450928,129.2208,85.84781998,0.54777279,0.0,0.00037061,0.0003686,0.00037247,0.00036873,0.00035372,0.00036175,0.00037364,0.00037407,0.0001885,0.00019313,0.00026523,0.00037169,0.00037694,0.00037535,0.0003757,0.00046797,0.00060585,0.00060519,0.00059932,0.00068859,0.00077761,0.00077372,0.00099158,0.00100962,0.00089481,0.00082233,0.00102238,0.00100325,0.00101331,0.00101623,0.00103612,0.00124616,0.00125234,0.00124525,0.00124241,0.00124792,0.00143081,0.00160057,0.00176133,0.00192949,0.00212888,0.0023462,0.00233904,0.00233959,0.00234633,0.00235173,0.00215811,0.00226489,0.00247099,0.00267516,0.00288432,0.00330412,0.0042637,0.00537185,0.00662807,0.00842253,0.008958,0.00958963,0.00987464,0.0094059,0.00944523,0.00871725,0.00794277,0.00701515,0.00488491,0.00359627,0.00315408,0.00294212,0.00299443,0.00373066,0.0032711,0.00274345,0.00223979,0.00187618,0.00187947,0.00204193,0.00253045,0.00370388,0.00588432,0.01264467,0.02288293,0.03489553,0.04302636,0.03941713,0.02616176,0.01688082,0.0115157,0.0082792,0.00553327,0.00405856,0.00319102,0.00252815,0.00187212,0.00168617,0.00151841,0.00137326,0.00125327,0.0012819,0.00125505,0.00135922,0.00142792,0.00142456,0.00145201,0.00141703,0.00154746,0.00167992,0.00166437,0.00164688,0.00167002,0.00179247,0.00190752,0.00191741,0.00171611,0.00184077,0.00185142,0.0017188,0.00170409,0.00186211,0.0019012,0.00190234,0.00190557,0.00167446,0.00185763,0.00180001,0.00174119,0.00191955,0.00167759,0.00182934,0.00180407,0.00162578,0.00145454,0.00144576,0.00134103,0.00127291,0.00127715,0.00129326,0.00127833,0.00127186,0.00126943,0.00127025,0.00106471,0.00103867,0.00103334,0.00103754,0.00082137,0.00101156,0.00086777,0.00090168,0.00103607,0.00081857,0.00081865,0.00070375,0.00063238,0.00064455,0.00064202,0.00063505,0.00064203,0.00064947,0.0006443,0.00063831,0.00062526
ISS_093RF_FMOVIE003_PRIME,16288,1,2008-11-14T19:55:43,325.76,325.76,6.344684,0.0,43.452595,129.22246,85.84781998,0.55864821,0.0,0.00033927,0.00033982,0.00033879,0.00034443,0.00033047,0.00032412,0.0003409,0.00033644,0.00033989,0.00034451,0.00039249,0.00057186,0.00036866,0.00034222,0.00034228,0.00036849,0.00056874,0.00071475,0.0007421,0.00080484,0.00096546,0.00096012,0.00097815,0.00098257,0.00098202,0.00098021,0.00097847,0.00113596,0.00121242,0.00121808,0.00118702,0.00119041,0.00121374,0.0012715,0.00137127,0.00137754,0.00139696,0.00151697,0.00169342,0.00183645,0.00211603,0.00210047,0.00210126,0.00215784,0.00235429,0.00232125,0.00236511,0.00238059,0.00237155,0.0023562,0.00279701,0.00332987,0.00421752,0.00553601,0.00728437,0.00884924,0.00966858,0.0102989,0.01110768,0.01271071,0.01208331,0.01057991,0.00817192,0.00594703,0.00420103,0.00318491,0.00264162,0.00266863,0.00284701,0.00353446,0.00353123,0.00298212,0.00210945,0.00184571,0.00184298,0.00210106,0.00257045,0.00341096,0.00601702,0.01331222,0.02231434,0.03305725,0.04531875,0.037836,0.02732945,0.01825094,0.01166809,0.00761945,0.0059425,0.00460343,0.00346709,0.00260105,0.00185046,0.00169896,0.00153765,0.0013914,0.00138469,0.00139321,0.00139194,0.00132526,0.0012415,0.00136781,0.00158696,0.00163867,0.00164099,0.00165119,0.00183459,0.00166939,0.00162083,0.0016629,0.00186025,0.00187657,0.00187653,0.00187161,0.00186659,0.00187718,0.00186216,0.00186433,0.0018611,0.00185041,0.00187585,0.00186606,0.00187951,0.00181991,0.00164374,0.00184081,0.00187253,0.00175792,0.00163012,0.00163168,0.00163219,0.00150894,0.00141381,0.00137484,0.00119837,0.00120451,0.00119585,0.0011318,0.00099822,0.001206,0.00103899,0.00099501,0.00098831,0.00097044,0.00098576,0.00099163,0.00098882,0.00093381,0.00074576,0.00075672,0.00076265,0.00077252,0.00076679,0.0005828,0.00058818,0.0005861,0.00058421,0.00058723,0.00059587,0.00058805,0.00058049
ISS_093RF_FMOVIE003_PRIME,16289,1,2008-11-14T19:55:43,325.78,325.78,6.344505,0.0,43.454258,129.22412,85.84781998,0.55925981,0.0,0.00051744,0.00051823,0.00032999,0.00028567,0.00027779,0.00025509,0.00028129,0.00028791,0.00028945,0.00028722,0.00027872,0.00028331,0.00028428,0.00037823,0.00051942,0.00051029,0.00053015,0.00062347,0.00068524,0.00068912,0.00070031,0.0008883,0.00093117,0.00092507,0.0009206,0.00093292,0.00094151,0.00103922,0.00117821,0.00117014,0.00116118,0.00114985,0.00115397,0.00117112,0.00117595,0.00131676,0.00149793,0.00166582,0.00183045,0.00204365,0.00223298,0.00217299,0.0021117,0.00229583,0.00226315,0.00245117,0.00242743,0.00227249,0.00228629,0.00251371,0.00287942,0.00347115,0.00447492,0.00584908,0.00754492,0.00881034,0.01046761,0.0123713,0.01434668,0.0145572,0.01311403,0.01063455,0.00684995,0.00444841,0.00336118,0.00260228,0.00228562,0.00229635,0.00267927,0.00311226,0.00317255,0.00278856,0.0020448,0.00187212,0.0019374,0.00209553,0.00229426,0.00369157,0.00624256,0.01149719,0.02119214,0.03500396,0.04519335,0.03879824,0.02914742,0.01761703,0.01112956,0.00799046,0.00604636,0.00437089,0.00312684,0.00229887,0.00195507,0.00170269,0.00155529,0.00138562,0.00136775,0.00135961,0.00134759,0.00133701,0.00136864,0.00136634,0.00150434,0.00152118,0.00134542,0.00159343,0.00176414,0.00169091,0.00157794,0.00158966,0.00182444,0.00183007,0.0018211,0.0018085,0.00182648,0.00185376,0.00186889,0.00185497,0.00179987,0.00159983,0.0017874,0.0016765,0.00164938,0.00183152,0.00186445,0.0018298,0.00169461,0.00161558,0.00178062,0.00162607,0.00142647,0.00144533,0.00156846,0.00136658,0.00137436,0.00126864,0.00119246,0.00115816,0.00095723,0.00115865,0.00120168,0.00112414,0.00096041,0.00096875,0.00096908,0.00096674,0.00096569,0.00097655,0.00075849,0.00086741,0.00086965,0.00073951,0.00073546,0.00060428,0.00066637,0.00068131,0.00056851,0.00057531,0.00056906,0.00045457,0.00038516
ISS_093RF_FMOVIE003_PRIME,16290,1,2008-11-14T19:55:43,325.8,325.8,6.3443274,0.0,43.455925,129.22581,85.84781998,0.56518479,0.0,0.00029365,0.00029019,0.00029422,0.00029758,0.00029775,0.00027425,0.00028604,0.00029129,0.00029397,0.00029548,0.00028884,0.00045005,0.00042699,0.00028875,0.00028886,0.00048585,0.00062132,0.00069693,0.00072237,0.00095176,0.0009446,0.00094133,0.00094374,0.000953,0.00093064,0.00093758,0.00093518,0.00093476,0.00095146,0.00096688,0.00110421,0.00116005,0.00115924,0.00118288,0.00133447,0.00133888,0.00148132,0.00183305,0.00180158,0.00199006,0.00215897,0.00228635,0.00230872,0.00234076,0.00248637,0.00245644,0.00237798,0.00261835,0.00255222,0.00272563,0.00306351,0.00350825,0.00457536,0.00619725,0.00812951,0.01013126,0.01242695,0.01545618,0.01668522,0.01583047,0.01321938,0.00830062,0.00543732,0.00371886,0.00280318,0.00230049,0.00203625,0.00205988,0.00237202,0.00283275,0.00334507,0.00261416,0.0021787,0.00194821,0.00197096,0.00230801,0.00259374,0.00373964,0.00604049,0.01107017,0.02033057,0.0360568,0.04241532,0.0394284,0.02895052,0.01647222,0.01162976,0.00826593,0.00623302,0.00483894,0.00282635,0.00240873,0.00206521,0.00173199,0.00135561,0.00138851,0.00126895,0.00127734,0.00134359,0.00137411,0.0013689,0.00136676,0.00137669,0.00139636,0.00134306,0.00155143,0.00159606,0.00159384,0.00160626,0.00186292,0.00170191,0.00173143,0.00183877,0.00187368,0.00184874,0.00185719,0.00184884,0.00183207,0.00185892,0.00185482,0.00183986,0.00183621,0.00184932,0.00163246,0.00180132,0.0018471,0.00185492,0.00187195,0.00186376,0.00171875,0.00155164,0.00138905,0.00136868,0.00121866,0.00130601,0.00137719,0.0013395,0.00097436,0.00116896,0.00121769,0.00114864,0.00098751,0.0010144,0.00099757,0.0009907,0.0009896,0.00098353,0.00098081,0.00083198,0.00076016,0.00074772,0.00074598,0.00059886,0.00068425,0.00070048,0.00057967,0.0005763,0.0005817,0.00058478,0.00058567,0.00058226
ISS_093RF_FMOVIE003_PRIME,16291,1,2008-11-14T19:55:43,325.82,325.82,6.3441515,0.0,43.457592,129.22748,85.84781998,0.57125945,0.0,0.00035583,0.00035332,0.00035071,0.00034981,0.00036009,0.00033617,0.00034492,0.00030641,0.0001823,0.00035572,0.0003596,0.00035977,0.00035773,0.00035869,0.00036928,0.00050034,0.00066194,0.00077373,0.00076633,0.00076509,0.00090835,0.00093483,0.00077324,0.00099903,0.00100168,0.0009937,0.00099226,0.00102113,0.00121197,0.00124335,0.00115376,0.00103426,0.00122722,0.00122163,0.00133239,0.00147958,0.00162177,0.00140926,0.00178536,0.00187157,0.001945,0.00213472,0.00232264,0.00233411,0.00235725,0.0023758,0.00237695,0.00236688,0.00253198,0.0028414,0.0031667,0.00341241,0.00482475,0.00668532,0.00863768,0.01084818,0.01454703,0.01649675,0.01663779,0.01507009,0.01018489,0.00549882,0.00405772,0.0030101,0.00227069,0.0018932,0.00167879,0.00192876,0.00235501,0.00297612,0.00344813,0.00262882,0.00239043,0.00235745,0.00235895,0.00262905,0.00280771,0.00376429,0.00573777,0.01011144,0.02266326,0.03636276,0.0428901,0.0429721,0.02678356,0.01643957,0.01208735,0.00893842,0.00657317,0.00430235,0.00317988,0.00263491,0.00223051,0.00167031,0.00166772,0.00150035,0.00136944,0.00127198,0.00123742,0.00141752,0.00133325,0.00142348,0.00164105,0.00144165,0.0016219,0.00166918,0.00166396,0.00165467,0.00168159,0.0018244,0.00190315,0.00191805,0.00190725,0.0016899,0.00184265,0.00191214,0.00190112,0.00188741,0.00188437,0.00173946,0.00170731,0.00186112,0.00189654,0.00190231,0.00190255,0.00182395,0.00164351,0.00170041,0.00168631,0.00168028,0.0016349,0.00145346,0.0016496,0.00143629,0.00127666,0.00127314,0.00127963,0.00125271,0.00112221,0.00110725,0.00126481,0.00103665,0.00104378,0.0010381,0.00098403,0.00079761,0.00103559,0.00103274,0.0009524,0.0008287,0.00080884,0.00066184,0.00064136,0.00063806,0.00063555,0.00062452,0.00063241,0.00063392,0.00056699,0.00041202,0.0006403
