Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Distance,Pandora Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Distance,Prometheus Long
IOSIC_276RB_COMPLITB4001_SI,0,16414,2017-05-26T20:28:43,0.0,359.98,188.09,25.84,112.95,72.22,265.244,266.369,265.821,119.471,207.706,166.398,56.750652,154.73346,79.608536,126.58747,132.21358,129.6028,70.416336,75.182396,72.9297,63.26915439,91.19,4.28062564,4.42503561,1.11281657,1.23414216,1.29005335,0.30281856,806.457,254.077,1300.782,255.02,714.221,347.058,NaN,NaN
ISS_000RI_SATSRCHAP001_PRIME,0,17958,2004-06-20T19:15:28,0.0,359.98,180.06,171.938,180.67,177.369,111.827,113.477,112.667,58.46,68.734,64.702,38.195957,40.904255,39.345722,67.25348,67.353516,67.30996,73.856476,73.90929,73.88395,65.44991752,99.77,2.06054526,2.26526362,0.71346826,0.57208373,0.62880766,0.19806073,1161.142,27.927,1175.353,27.76,496.119,53.22,990.889,54.46
ISS_006RI_LPHRLFMOV001_PRIME,0,17316,2005-04-13T02:37:52,0.0,359.98,184.05,43.245,56.746,48.179,191.93,193.477,192.695,209.9,224.816,215.485,5.9229774,16.404602,6.922879,31.158085,39.418076,35.58776,83.16902,83.7301,83.4709,67.9820476,96.2,3.91246751,4.02639803,0.76553152,0.44279273,0.45765511,0.08712145,1226.655,190.778,1715.882,187.18,417.661,192.864,1002.47,192.26
ISS_007RI_AZSCNLOPH001_PRIME,0,17509,2005-05-02T05:53:52,0.0,359.98,179.66,84.414,255.238,164.977,243.603,244.48,244.014,0.013,359.995,260.998,28.667898,65.901085,47.227493,5.7398376,26.251131,14.953823,62.386364,70.87746,65.76463,68.1692899,97.27,1.47919258,1.50304095,0.43859067,0.60477439,0.61356439,0.17954981,1225.297,11.056,1652.139,12.8,409.224,294.459,NaN,NaN
ISS_007RI_HPMRDFMOV001_PRIME,0,9522,2005-05-04T01:32:48,0.0,359.98,99.77,133.994,148.324,139.874,248.514,249.433,248.995,245.459,259.001,250.878,4.7771826,10.15863,5.551519,117.138885,127.0272,121.494415,93.81844,96.84514,95.1656,68.18652858,52.9,8.75687228,9.01062005,1.13455902,0.76707105,0.80687724,0.15513342,1224.905,353.665,NaN,NaN,408.259,304.289,NaN,NaN
ISS_00ARI_SPKMOVPER001_PRIME,0,17197,2004-11-15T08:52:32,13.54,358.08,185.89,148.29,181.299,165.521,150.295,151.938,151.083,0.0,359.997,18.332,27.02021,45.349976,28.431366,84.21324,84.90501,84.58008,77.207726,77.4394,77.30106,66.60331307,95.54,2.61224837,2.68902976,0.59731218,0.57403043,0.59109998,0.13115194,1215.106,113.025,1236.547,113.18,456.931,119.748,577.116,120.12
ISS_029RF_FMOVIE001_VIMS,0,16847,2006-09-28T20:32:15,0.94,338.08,169.49,263.496,273.78,268.98,193.178,194.725,193.958,69.964,79.139,75.022,9.414875,10.43138,9.882035,158.30063,161.91473,160.13878,120.74043,122.6673,121.73365,74.3351139,93.59,10.47918708,10.84713787,2.34291604,5.51736134,5.69638983,1.1932775,979.298,330.618,1987.145,334.4,308.64,150.559,977.42,151.48
ISS_029RF_FMOVIE002_VIMS,0,10666,2006-09-30T00:32:15,0.0,359.98,117.93,78.651,88.056,83.235,196.328,197.285,196.802,242.323,251.642,246.433,11.066244,11.544299,11.276519,158.80467,161.00053,159.92007,118.505295,119.567535,119.00646,74.3486806,59.26,11.51489016,11.57596722,2.16413749,5.57994965,5.6064975,1.01353983,978.33,319.024,NaN,NaN,308.2,157.113,781.969,156.68
ISS_030RF_FMOVIE001_VIMS,0,9610,2006-10-16T01:34:07,0.0,359.98,227.44,262.636,271.344,266.965,239.648,240.521,240.087,22.988,30.823,26.878,10.425333,10.865238,10.629146,150.44765,152.59543,151.52309,130.1524,131.51881,130.8503,74.56557364,53.39,5.58309677,5.69451287,1.03567355,3.66346958,3.72464383,0.6772897,972.017,174.077,NaN,NaN,302.336,242.309,NaN,NaN
ISS_031RF_FMOVIE001_VIMS,0,16695,2006-10-31T18:37:35,0.0,359.98,186.09,91.562,101.052,95.501,282.071,283.615,282.837,169.491,177.714,172.664,9.339399,9.820332,9.591308,156.15068,160.30232,158.29521,124.81006,128.27803,126.52449,74.78418078,92.75,8.54947588,8.7033432,1.27092904,5.08662354,5.17804656,0.75854927,968.011,29.129,1507.061,30.48,297.342,327.509,1388.919,326.14
ISS_032RF_FMOVIE001_VIMS,0,16725,2006-11-12T17:53:35,0.0,359.98,168.26,91.248,100.95,95.288,314.392,315.936,315.158,136.855,145.265,140.13,9.30752,9.793083,9.562086,155.70526,159.96182,157.90623,124.91946,128.40477,126.63702,74.94861145,92.92,8.17132661,8.49313844,1.69872506,4.90743156,5.05429392,0.94460773,964.722,278.955,1792.333,281.04,295.806,29.772,1386.673,31.58
ISS_033RF_FMOVIE001_VIMS,0,17142,2006-11-25T16:52:47,0.0,359.98,179.49,291.973,301.277,296.566,349.381,350.949,350.171,301.628,310.33,306.395,10.039805,10.407507,10.172998,159.64995,160.813,160.27496,119.08481,122.61162,120.8756,75.12775345,95.23,10.7722273,10.86290356,1.54099399,5.50972035,5.5665519,0.75775058,960.406,157.179,1116.6,162.6,294.426,98.597,335.799,98.48
ISS_036RF_FMOVIE001_VIMS,0,18000,2006-12-23T09:43:43,0.0,359.98,179.99,285.166,294.059,289.755,64.183,65.842,65.025,220.05,228.398,224.73,11.6990595,11.849619,11.772853,158.60165,160.99257,159.77655,122.643234,125.75914,124.279175,75.51264835,100.0,10.26351466,11.37300636,4.47034981,5.74690031,6.41851429,2.61947946,945.387,267.891,1036.582,262.44,294.898,246.048,NaN,NaN
ISS_036RF_FMOVIE002_VIMS,0,16033,2007-01-05T14:31:59,0.0,359.98,188.17,247.911,260.815,255.457,99.828,101.331,100.585,148.049,159.485,154.872,10.175464,10.55741,10.361977,131.06834,135.70941,133.36728,143.63052,145.69357,144.77669,75.69550963,89.07,1.88312455,2.69159652,2.3347074,1.53986944,2.19510114,1.89655571,934.151,146.173,1926.217,142.84,295.085,318.132,1281.121,316.26
ISS_039RF_FMOVIE001_VIMS,0,17934,2007-02-27T07:18:39,0.0,359.98,179.87,194.776,210.736,203.666,242.127,243.89,243.033,312.548,326.846,320.633,10.153094,10.244501,10.194295,101.40309,108.09622,104.84538,143.66588,146.75105,145.3222,76.43975463,99.63,1.20008086,1.48377259,0.79804551,0.98721448,1.21640482,0.64514787,892.895,19.495,1275.235,18.92,280.838,236.631,303.075,236.54
ISS_039RF_FMOVIE002_VIMS,0,16514,2007-02-10T11:47:11,0.0,359.98,187.52,241.769,256.006,248.985,196.727,198.292,197.515,45.042,57.714,51.47,10.221834,10.286767,10.254736,125.325714,131.16293,128.2105,146.7758,148.76643,147.93845,76.20085429,91.74,1.8857933,2.31893839,1.38705671,1.59397884,1.96352726,1.17259949,903.124,175.885,1861.37,174.54,287.356,148.176,514.355,148.54
ISS_039RF_FMOVIE003_VIMS,0,3525,2007-02-11T15:43:11,74.0,144.66,109.35,263.066,268.266,265.965,199.87,200.183,200.032,62.884,68.084,65.933,10.106428,10.164152,10.132053,136.47511,137.8783,137.12758,143.36708,144.37376,143.94104,76.21102864,19.58,2.30103515,2.28724637,0.31610409,1.86026455,1.84891696,0.25474064,902.118,164.299,NaN,NaN,287.309,154.728,NaN,NaN
ISS_041RF_FMOVIE001_VIMS,0,15342,2007-03-31T09:35:11,44.0,352.16,198.07,172.646,182.947,179.774,328.792,330.203,329.508,203.778,212.744,210.265,11.851454,11.957434,11.862889,82.17428,85.65319,83.93737,128.18346,130.51265,129.40294,76.89618428,85.23,1.42632103,1.74050793,0.74045907,0.90528727,1.10170025,0.46060739,882.367,84.157,1425.011,85.32,274.077,46.976,1394.301,49.02
ISS_041RF_FMOVIE002_VIMS,0,17978,2007-03-17T03:49:19,0.0,359.98,179.91,205.12,218.118,211.899,290.34,292.039,291.199,274.51,286.08,280.7,10.416571,10.754052,10.593021,106.2098,111.87248,109.03471,143.60162,145.44048,144.57378,76.69391689,99.88,1.33574999,1.63495067,0.84599644,1.08880775,1.33130839,0.68608734,886.379,217.339,960.325,217.1,276.576,331.631,533.015,331.34
ISS_043RF_FMOVIE001_VIMS,0,17799,2007-04-18T03:26:39,0.0,359.98,178.65,177.706,188.016,183.674,16.706,18.375,17.556,160.345,169.753,166.119,12.0191,12.3239565,12.171758,83.66193,87.2821,85.48906,125.60197,127.63681,126.62627,77.15251569,98.88,1.46100701,1.76090244,0.76132041,0.87400426,1.05078627,0.45473152,876.12,282.024,1427.162,283.18,273.744,141.984,1397.8,144.02
ISS_044RF_FMOVIE001_VIMS,0,17961,2007-05-05T04:51:11,0.0,359.98,179.96,177.169,186.549,182.428,62.769,64.419,63.608,112.75,122.247,118.82,11.896049,12.359062,12.134924,80.24793,83.49156,81.87492,118.622215,120.1378,119.3852,77.39863725,99.78,1.81151217,2.0290407,0.70160103,0.8847174,0.99777776,0.35433673,868.724,125.71,1889.403,127.88,274.948,233.71,1298.456,231.8
ISS_051RI_LPMRDFMOV001_PRIME,0,15744,2007-10-18T21:11:11,0.0,359.98,186.83,144.603,191.617,168.075,152.848,154.102,153.475,0.002,359.982,25.415,17.603495,82.2806,24.309118,54.90006,57.00236,56.052143,93.992226,94.12555,94.05356,79.85007578,87.47,7.47323493,7.84162447,1.32733749,0.53005344,0.55398694,0.09172175,778.937,37.863,1984.478,42.16,255.265,38.148,334.552,38.3
ISS_055RF_FMOVIE001_VIMS,0,16403,2007-12-31T15:47:27,24.94,353.68,189.28,166.893,175.341,170.961,352.059,353.576,352.819,174.295,181.881,178.142,9.031588,10.012331,9.510062,62.869984,67.78988,65.25061,122.048775,123.75632,122.88803,80.96044549,91.13,1.10094588,1.14571297,0.25261316,0.59712153,0.62239908,0.13894661,743.875,80.36,1317.553,81.32,240.621,71.274,1440.805,72.98
ISS_055RI_LPMRDFMOV001_PRIME,0,17958,2008-01-07T08:03:11,0.0,359.98,179.93,119.963,124.66,122.332,10.09,11.753,10.915,109.334,114.476,111.417,9.401457,10.054076,9.742484,18.989372,22.644426,20.827414,99.52403,102.566925,101.06703,81.06294606,99.77,2.91479497,2.95554471,0.45405548,0.54931173,0.566146,0.09309826,741.819,22.439,NaN,NaN,240.807,107.309,1236.435,108.46
ISS_057RF_FMOVIE001_VIMS,0,16095,2008-01-23T14:10:23,0.0,359.98,163.3,139.427,147.574,143.473,53.982,55.452,54.711,85.355,93.592,88.761,9.781918,10.452367,10.032417,42.45036,46.12287,44.23763,117.089966,119.41508,118.2296,81.3075041,89.42,1.16916436,1.21551466,0.27785404,0.55246546,0.57449827,0.1291802,735.142,231.823,2087.873,234.18,242.545,195.769,1024.3,193.34
ISS_059RF_FMOVIE001_VIMS,0,16575,2008-02-17T12:25:03,0.0,359.98,193.38,311.302,318.907,315.326,121.292,122.82,122.056,189.841,196.466,193.27,8.523694,9.348299,8.934227,42.970676,47.116062,44.97866,121.28038,124.36487,122.7812,81.68679303,92.08,1.02000411,1.09172743,0.3167573,0.55268726,0.59079078,0.16995948,725.228,5.848,837.434,6.14,241.759,326.835,1444.684,325.36
ISS_059RF_FMOVIE002_VIMS,0,17990,2008-02-24T12:27:11,0.0,359.98,179.96,283.411,295.975,291.853,140.197,141.863,141.02,142.858,154.55,150.833,9.266293,10.3862705,9.468263,23.615261,26.835382,25.220116,104.35153,108.31919,106.37763,81.79431965,99.94,2.00555831,2.06488548,0.41026264,0.55717599,0.58149113,0.12127504,721.503,302.097,1280.941,297.2,241.624,2.875,1433.437,4.52
ISS_061RI_LPMRDFMOV001_PRIME,0,10828,2008-03-15T10:14:07,139.1,356.28,247.64,104.022,126.671,115.859,193.952,194.855,194.406,269.167,292.718,281.453,7.8410463,22.224758,8.617162,12.60477,15.142368,13.875648,94.195465,97.1202,95.68773,82.0925254,60.16,5.28734105,5.26790401,1.07251258,0.49953808,0.50732417,0.05743093,713.382,116.633,NaN,NaN,236.854,110.998,NaN,NaN
ISS_068RF_FMOVIE001_VIMS,0,8060,2008-05-15T23:55:27,0.0,359.98,173.61,128.725,142.664,135.071,0.208,1.855,0.966,128.517,140.808,134.106,5.377399,6.5681157,6.0467625,44.146023,56.183697,49.250698,126.22192,136.35187,130.60635,83.03749433,44.78,0.78345848,0.79541124,0.12682969,0.50346141,0.51697979,0.0879674,692.242,268.447,NaN,NaN,227.522,78.671,637.631,75.84
ISS_072RI_SPKHRLPDF001_PRIME,0,16847,2008-06-14T05:16:15,0.0,359.98,188.14,58.658,91.619,86.825,79.116,80.533,79.878,0.004,359.984,30.324,80.703964,109.911514,91.79361,32.11883,39.133717,35.65126,115.549675,122.53823,119.11424,83.48521951,93.59,1.08324149,1.09531007,0.21806108,0.51921254,0.52993112,0.09907906,679.767,1.762,2214.437,5.62,230.413,232.672,230.559,232.66
ISS_075RB_BMOVIE4001_VIMS,0,7564,2008-07-08T03:57:51,0.0,359.98,127.83,57.054,78.894,73.172,143.775,144.467,144.179,272.587,294.427,288.993,53.67158,104.32915,69.73773,22.49069,28.297026,24.809885,59.407215,67.69553,64.037155,83.8491575,42.02,1.15272425,1.18227197,0.23234899,0.50769778,0.51445019,0.09332995,667.974,141.478,NaN,NaN,229.598,0.472,477.109,0.2
ISS_075RF_FMOVIE002_VIMS,0,17911,2008-07-05T01:45:03,0.0,359.98,179.81,117.734,127.046,122.321,135.426,137.116,136.279,342.308,349.93,346.042,6.012622,6.8809867,6.475173,28.855572,37.32032,32.869507,112.40743,121.12215,116.596115,83.80674788,99.51,1.13887473,1.1489784,0.16745606,0.50413229,0.51234952,0.07835537,670.055,170.464,NaN,NaN,230.11,344.088,231.021,344.06
ISS_079RF_FRINGMRLF002_PRIME,0,11284,2008-08-06T01:42:23,79.6,305.4,192.52,149.506,151.775,150.313,221.829,222.866,222.346,286.64,289.946,287.968,8.63476,13.674567,10.894353,21.175026,28.065271,24.348375,63.58742,72.509636,68.242805,84.29531436,62.69,1.54886899,1.63974299,0.44314026,0.57147312,0.60501907,0.17212789,656.729,234.864,NaN,NaN,223.413,154.487,1315.566,153.48
ISS_079RI_FMONITOR002_PRIME,0,7016,2008-08-02T01:25:19,45.74,283.92,162.3,77.365,327.201,199.456,210.996,211.05,211.022,46.771,300.269,177.619,66.17813,131.53764,84.86619,29.444393,37.21118,33.22186,113.138664,116.745,114.84035,84.22805389,38.98,1.27630349,1.29737275,0.34322413,0.53436455,0.54622585,0.15397431,658.115,275.431,NaN,NaN,224.087,131.548,NaN,NaN
ISS_080RF_FMOVIE005_PRIME,0,5160,2008-08-14T06:50:39,66.76,170.94,118.52,96.854,117.596,108.605,244.009,244.396,244.21,212.458,233.587,224.395,6.60491,14.890286,7.145697,14.242755,15.012456,14.542466,81.26417,83.72377,82.54831,84.41857917,28.67,3.49702363,3.53537617,0.5497415,0.44841148,0.4550229,0.06303662,654.381,159.527,NaN,NaN,220.991,197.084,NaN,NaN
ISS_081RI_FMONITOR001_PRIME,0,9501,2008-08-16T10:45:19,0.0,359.98,186.57,61.038,332.555,195.863,249.849,249.902,249.875,0.013,359.993,151.924,69.18817,201.17052,110.24482,25.276434,33.380432,29.304436,107.97158,111.80082,109.75188,84.44970804,52.78,1.41643184,1.43196453,0.26481523,0.47430885,0.48340629,0.09241338,654.258,142.145,2308.163,145.64,220.749,210.191,NaN,NaN
ISS_081RI_FMOVIE106_VIMS,0,15865,2008-08-20T00:36:15,0.0,359.98,189.99,104.709,108.752,106.772,259.509,260.991,260.257,203.761,207.773,206.515,3.4660778,4.925783,4.228001,29.14762,47.49322,37.122505,39.292896,60.600754,51.208267,84.51332547,88.14,0.87304339,0.8834911,0.23361653,0.52357768,0.53913617,0.11687718,652.822,107.374,898.435,107.8,219.37,229.851,1467.165,228.32
ISS_082RI_FMONITOR003_PRIME,0,6083,2008-08-28T08:54:23,0.0,359.98,190.89,63.948,317.134,194.068,282.045,282.199,282.127,0.015,359.995,168.552,60.136883,160.93765,93.81243,21.77274,35.91287,29.084272,68.48664,73.07978,70.99595,84.6340453,33.79,1.57717747,1.72328755,0.5274487,0.52619985,0.56187121,0.17450485,651.511,32.044,2269.151,35.74,218.599,272.448,NaN,NaN
ISS_083RI_FMOVIE109_VIMS,0,15988,2008-08-30T16:19:11,31.78,351.62,191.7,112.186,119.495,116.013,288.278,289.73,289.005,182.457,191.217,187.008,6.9560084,7.69213,7.1152177,20.889902,26.530937,23.598976,103.16276,110.25313,106.66101,84.67734012,88.82,1.76729922,1.83226961,0.51831601,0.48747663,0.5132779,0.11783823,651.82,14.652,NaN,NaN,217.676,285.557,1454.768,283.86
ISS_084RI_FMONITOR002_PRIME,0,5768,2008-09-08T03:54:07,63.14,280.32,171.26,87.577,316.195,201.372,311.184,311.237,311.21,0.018,359.998,234.683,63.178257,97.78648,72.330574,32.250797,40.305798,36.364334,116.70901,120.47749,118.510994,84.79998806,32.04,1.02609413,1.06259974,0.21853738,0.48883066,0.50878765,0.11464326,649.75,293.543,NaN,NaN,217.351,331.431,NaN,NaN
ISS_085RF_FMOVIE003_PRIME_1,0,9047,2008-09-15T23:01:19,65.92,248.78,156.6,126.63,130.625,129.519,332.237,333.069,332.66,154.007,158.386,156.859,5.248175,5.788656,5.51866,41.459164,48.00539,44.650288,126.37478,132.6413,129.46577,84.92485239,50.26,0.759787,0.8121302,0.20383644,0.48541019,0.51256169,0.11498164,649.048,224.016,NaN,NaN,216.674,10.757,NaN,NaN
ISS_085RF_FMOVIE003_PRIME_2,0,6238,2008-09-16T06:34:07,120.48,245.34,182.92,307.079,310.153,308.236,333.086,333.654,333.367,333.856,337.067,334.869,5.2879205,6.0729833,5.6412563,48.221302,52.997692,50.580883,130.32596,135.6531,132.94868,84.92827364,34.66,0.74240902,0.77324278,0.179853,0.50686375,0.52419281,0.11180115,648.932,218.22,NaN,NaN,216.628,14.034,NaN,NaN
ISS_087RF_FMOVIE003_PRIME,0,13935,2008-09-30T16:28:15,0.0,359.98,187.43,282.666,287.096,284.592,12.004,13.29,12.641,270.656,274.782,271.95,4.905153,5.854948,5.3882046,44.65068,54.23677,49.15658,125.56203,136.73578,130.89207,85.15466252,77.42,0.83436369,0.83564081,0.17096868,0.54210951,0.54882691,0.12839505,646.275,84.975,1076.537,90.26,217.852,89.411,711.687,88.98
ISS_089RF_FMOVIE003_PRIME,0,14577,2008-10-14T22:37:51,0.0,359.98,191.14,280.42,286.385,282.477,50.5,51.845,51.162,229.875,235.513,231.315,5.6597567,6.456966,6.052115,38.920864,46.086903,42.326984,117.971115,127.250626,122.476326,85.37515929,80.98,1.01811783,1.04071759,0.20375403,0.54998219,0.55914005,0.11815272,642.291,317.55,NaN,NaN,219.325,164.778,1464.557,166.44
ISS_091RF_FMOVIE003_PRIME,0,15371,2008-10-29T20:23:27,27.78,335.28,181.52,197.842,199.891,198.948,90.752,92.17,91.462,105.673,109.11,107.486,5.749195,8.673289,7.142544,43.518864,55.777946,49.204243,127.86671,141.25955,134.17996,85.60563025,85.39,1.06784224,1.06188809,0.32125283,0.71824145,0.72858354,0.19399253,636.238,178.566,2036.782,180.5,220.936,246.7,855.567,244.04
ISS_091RI_APOMOSL109_VIMS,0,9864,2008-11-02T00:33:03,71.8,332.2,207.39,69.456,303.895,186.786,99.321,99.863,99.637,0.01,359.99,148.645,48.94726,96.01577,60.241776,29.338015,47.669815,38.289726,55.104347,66.36654,61.859253,85.65069122,54.8,1.15269945,1.17737956,0.29981953,0.54623431,0.55185958,0.13963872,634.331,149.611,2292.061,153.24,221.38,263.085,NaN,NaN
ISS_092RF_FMOVIE003_PRIME,0,3502,2008-11-07T03:06:39,230.4,300.66,265.51,300.302,303.754,300.716,113.109,113.421,113.259,186.998,190.644,187.457,5.8261986,6.1691623,5.9573817,48.893974,51.154705,50.107346,132.83926,135.37384,134.18001,85.7276404,19.46,0.80005777,0.79817889,0.1154732,0.55613417,0.55637295,0.08182235,632.967,103.289,NaN,NaN,221.622,289.3,NaN,NaN
ISS_093RF_FMOVIE003_PRIME,0,11284,2008-11-14T15:06:39,0.0,359.98,199.03,126.619,133.734,130.434,133.361,134.419,133.896,353.204,359.32,356.538,6.051661,6.6153154,6.3432364,40.236088,46.930294,43.471645,126.077156,132.4935,129.21906,85.84781998,62.69,0.81051037,0.80838277,0.10943198,0.51314621,0.51153728,0.07609675,628.625,33.809,2211.69,37.72,221.495,328.623,NaN,NaN
ISS_094RF_FMOVIE001_PRIME_1,0,8595,2008-11-21T21:26:55,0.0,359.98,88.92,120.848,125.476,123.273,152.977,153.756,153.366,327.092,332.493,329.907,6.229938,6.567346,6.407874,36.09095,41.00778,38.48894,121.86459,126.96473,124.37712,85.95858064,47.75,0.7973577,0.80037803,0.10229386,0.44722779,0.45165201,0.05914297,625.317,330.122,NaN,NaN,220.384,7.947,260.536,7.84
ISS_094RF_FMOVIE001_PRIME_2,0,4531,2008-11-22T04:36:47,82.0,175.64,129.34,300.601,304.609,302.6,153.783,154.2,153.988,146.469,150.826,148.612,6.364574,6.924091,6.6271667,43.731785,46.361,45.01189,125.85874,129.07668,127.43013,85.96106824,25.17,0.69889057,0.72159002,0.11012218,0.42532488,0.43841778,0.06698011,625.053,324.334,NaN,NaN,220.384,7.949,NaN,NaN
ISS_096RF_FMOVIE004_PRIME,0,15256,2008-12-10T18:01:03,0.0,359.98,205.4,134.441,136.551,135.316,203.896,205.308,204.602,289.18,292.539,290.714,3.796547,5.276271,4.506827,52.912807,74.09261,62.57246,17.417028,40.62698,29.940887,86.25303359,84.76,0.59519025,0.60448101,0.08797876,0.51182119,0.52173907,0.09137652,616.692,156.437,736.801,156.2,217.145,109.542,1106.572,108.78
ISS_098RI_TMAPN30LP001_CIRS,0,12111,2008-12-22T23:58:55,0.0,359.98,186.91,93.006,309.642,201.856,236.97,237.634,237.259,0.012,359.992,159.563,62.69122,100.47357,75.069176,32.953026,38.760593,36.18808,115.27156,122.28926,119.5343,86.43899447,67.28,1.10254107,1.11585752,0.1676584,0.53163768,0.54940792,0.08808732,611.928,40.663,1457.448,45.62,213.634,175.082,1358.666,173.06
ISS_100RF_FMOVIE003_PRIME,0,13301,2009-01-11T10:41:34,6.44,273.16,139.76,126.585,135.894,130.892,289.48,290.738,290.113,197.106,205.166,200.779,5.8498487,6.2906446,6.0778337,36.249763,47.223305,41.528996,122.90184,133.62552,128.1834,86.74292879,73.89,0.7240682,0.7310279,0.11078185,0.44316661,0.44960803,0.06398111,608.066,227.012,627.309,227.1,210.02,276.663,NaN,NaN
ISS_100RI_SUBMS20LP001_CIRS,0,11395,2009-01-17T22:23:26,54.42,288.4,172.43,213.576,318.463,258.143,306.997,307.596,307.255,0.005,359.985,292.753,66.78783,157.08685,91.724525,41.58434,47.14277,45.08341,64.5279,69.23359,67.11827,86.83919963,63.31,1.32982419,1.35114741,0.26905775,0.5164986,0.52363512,0.09942923,608.36,163.341,919.768,168.72,209.472,312.709,NaN,NaN
ISS_102RI_SPKFMLFLP001_PRIME,0,11031,2009-02-05T16:39:26,82.06,303.28,192.7,64.404,97.284,81.855,357.656,358.557,358.124,65.847,98.727,83.731,66.14688,118.23701,79.521904,35.163345,40.788216,37.783855,59.077774,66.899155,63.074375,87.13156869,61.28,1.10108373,1.13189817,0.2195267,0.49260271,0.51092094,0.10000646,608.756,355.48,NaN,NaN,210.112,51.015,NaN,NaN
ISS_103RF_FMOVIE003_PRIME,0,11447,2009-02-10T14:28:46,0.0,359.98,220.23,168.086,194.405,180.552,10.913,12.081,11.497,157.168,182.324,169.055,6.2054257,6.4454904,6.3274,69.84946,82.182365,75.981346,150.1931,155.5453,153.12743,87.20852526,63.59,0.70120242,0.73424923,0.17604826,0.62521367,0.65431453,0.15530422,608.734,309.169,NaN,NaN,210.055,77.231,NaN,NaN
ISS_104RF_FMOVIE003_PRIME,0,3126,2009-02-25T00:06:54,0.0,359.98,69.97,277.54,283.358,281.291,49.8,50.082,49.947,227.74,233.302,231.344,5.0108404,5.102901,5.0379763,142.84433,146.61613,144.7864,112.21038,116.3881,114.284134,87.42623123,17.37,5.85675662,6.0605585,1.09227591,2.42119476,2.47385325,0.34723245,608.714,176.029,NaN,NaN,212.292,152.606,NaN,NaN
ISS_105RF_FMOVIE002_PRIME,0,14090,2009-03-11T11:51:58,0.0,359.98,183.26,146.438,192.848,168.952,88.926,90.435,89.677,57.512,102.413,79.275,5.323018,5.6580243,5.48752,98.88073,112.06572,105.5747,23.152744,25.636396,23.899626,87.65713263,78.28,0.84117249,0.89085825,0.22132842,0.76934438,0.81464303,0.20345068,606.792,42.899,2069.602,44.8,214.269,231.253,234.118,231.32
ISS_105RF_FMOVIE003_PRIME,0,5445,2009-03-04T08:46:54,0.0,359.98,81.02,282.544,288.295,284.665,69.677,70.162,69.914,212.793,218.618,214.751,7.078299,7.232705,7.0929894,33.542137,35.0133,34.26808,110.73173,114.441284,112.58979,87.54120359,30.25,1.25728878,1.28397674,0.17544122,0.4792842,0.49478144,0.08243567,607.565,106.57,NaN,NaN,212.742,191.93,NaN,NaN
ISS_105RI_TDIFS20HP001_CIRS,0,8638,2009-03-10T02:14:54,0.0,359.98,226.53,258.336,327.17,297.971,85.144,85.638,85.409,172.71,242.026,212.562,47.923496,102.51674,58.243835,150.10298,157.51123,154.16743,62.73118,71.557,67.41064,87.62980368,47.99,11.70803097,11.0759037,3.31418274,4.33312755,4.12484328,0.90296221,606.715,54.474,NaN,NaN,214.116,224.7,NaN,NaN
ISS_105RI_TMAPN45LP001_CIRS,0,5777,2009-03-05T08:45:18,18.84,147.84,82.93,109.559,316.59,211.772,72.374,73.087,72.733,37.003,243.672,139.039,67.57909,80.85952,69.88592,41.563354,50.072285,45.570297,128.98898,137.20895,132.52097,87.55808853,32.09,0.6861131,0.69000779,0.11273772,0.45679659,0.46601095,0.07874039,607.725,100.781,609.811,100.8,213.147,198.483,NaN,NaN
ISS_106RF_FMOVIE002_PRIME,0,13540,2009-03-23T11:07:10,0.0,359.98,223.37,145.606,190.698,167.276,121.245,122.695,121.964,24.361,68.002,45.312,5.312372,5.6380115,5.4723487,99.88759,112.45398,106.23867,23.128952,25.733028,23.850767,87.84176869,75.22,0.82126564,0.89378687,0.30371443,0.75222938,0.8168742,0.2753895,602.481,292.918,NaN,NaN,214.619,293.514,NaN,NaN
ISS_107RF_FMOVIE002_PRIME,0,7397,2009-03-29T16:51:42,188.5,337.72,263.02,151.966,161.791,156.758,138.093,138.808,138.456,13.873,22.984,18.302,7.082908,7.1307006,7.0963187,54.925053,61.22007,58.11304,139.90654,144.15727,142.10304,87.93404367,41.09,0.64409208,0.73291089,0.27536677,0.51148,0.57604129,0.20773632,600.834,235.033,NaN,NaN,214.468,329.561,NaN,NaN
ISS_108RF_FMOVIE001_PRIME,0,11645,2009-04-16T10:34:06,0.0,359.98,144.68,237.225,249.981,244.653,185.989,187.1,186.552,51.183,62.892,58.101,7.8144507,7.85867,7.825223,100.746994,107.745514,104.25324,142.25545,147.30371,144.94643,88.2102077,64.69,0.85636839,1.14083684,0.75146179,0.70415229,0.92796445,0.59621681,592.396,72.952,2185.496,75.04,212.679,61.318,563.74,61.68
