Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,Normal EW3Z,Normal EW3Z Std,Normal EW3ZPN,Normal EW3ZPN Std,Core Offset Median,Core Offset Mean,Core Offset Std
ISS_196RF_FMOVIE004_PRIME,0,18000,2013-08-24T10:02:37,0.0,359.98,179.99,277.35,280.579,278.987,162.027,163.697,162.858,113.845,118.253,116.128,10.875193,11.366853,11.093821,108.600685,115.05658,111.84929,143.20006,143.5141,143.38177,70.4259437,100.0,1.38398274,0.57556429,1.11080073,0.46200234,0.42692297,0.10223923,0.34266495,0.08208603,0.71356466,0.35073444,0.57270943,0.28151635,0.24349511,0.35611306,0.19542636,0.2858648,1.16387389,0.48313506,0.66657388,0.28225203,-20.0,-16.567,18.256
ISS_196RF_FMOVIE005_PRIME,0,18000,2013-08-26T09:47:41,0.0,359.98,179.99,282.36,288.203,286.555,167.4,169.066,168.23,113.929,120.657,118.324,12.433504,13.418368,12.902474,128.11368,133.58585,130.85535,138.3719,140.73,139.57922,70.40573878,100.0,2.35233896,1.05080233,1.78673264,0.78363657,0.78036437,0.18621705,0.59351149,0.1394635,1.15135249,0.60491797,0.8743455,0.45364564,0.42062209,0.53684003,0.31887566,0.40143371,1.86913946,0.82190071,0.65111278,0.26084021,-20.0,-16.935,16.79
ISS_196RF_FMOVIE006_PRIME,0,17649,2013-08-28T09:38:05,0.0,359.98,181.21,295.975,303.146,301.0,172.782,174.387,173.591,121.588,130.364,127.409,13.972664,16.007294,14.733818,145.29495,150.18709,147.76222,129.41626,132.7882,131.1471,70.38671285,98.05,5.71705218,1.98561842,3.75173674,1.27047636,2.18832101,0.47133814,1.4381422,0.30550436,2.55603045,1.16017855,1.6776367,0.7497282,0.97270072,0.80042754,0.63595784,0.51364865,3.91782392,1.34026503,0.69437527,0.21915634,-20.0,-20.175,16.034
ISS_197RF_FMOVIE002_PRIME,0,10731,2013-09-15T08:06:53,27.42,290.28,180.75,267.331,272.685,268.933,221.215,222.824,222.284,44.544,51.207,46.648,9.627328,9.953047,9.819763,90.37616,99.11553,96.26988,136.70831,139.7821,138.86014,70.20886194,59.62,1.20625123,0.58737908,0.90841453,0.44391764,0.29147497,0.02272882,0.21945218,0.0166725,0.64756754,0.39156784,0.48748502,0.29541553,0.26720871,0.28563525,0.20147732,0.21604377,0.95417574,0.4690267,0.69346216,0.33902132,-10.0,-5.339,15.851
ISS_197RF_FMOVIE007_PRIME,0,13804,2013-09-07T08:26:05,0.0,359.98,209.99,252.817,257.644,254.487,199.649,200.915,200.276,52.115,57.994,54.21,9.182024,11.62271,10.219135,104.985054,113.717384,109.47536,48.23442,54.427452,51.34126,70.28901195,76.69,1.92987515,0.77966491,1.20189664,0.49344472,0.50704386,0.07962337,0.31504801,0.03991805,1.0636186,0.49114227,0.66045966,0.30306815,0.35921269,0.48696488,0.22638896,0.31601992,1.26738672,0.51715044,0.75799084,0.31833706,-10.0,-8.929,17.234
ISS_198RF_FMOVIE001_PRIME_1,0,9827,2013-10-18T16:59:09,0.0,359.98,166.79,274.608,280.928,279.256,311.322,312.206,311.772,322.402,329.327,327.484,11.254852,12.276953,11.650455,118.365654,122.02915,120.25047,138.03008,139.08107,138.65045,69.88620465,54.59,1.5491504,0.3639341,1.16248268,0.27141414,0.41575591,0.028335,0.31205954,0.02064996,0.82754902,0.30392364,0.62102597,0.22766031,0.30584546,0.10248896,0.22939716,0.07622517,1.22019855,0.29172824,0.58086038,0.13327865,15.0,15.498,11.704
ISS_198RF_FMOVIE001_PRIME_2,0,9852,2013-10-19T00:57:01,0.0,359.98,167.29,106.695,113.329,108.431,312.217,313.102,312.652,153.644,161.112,155.779,11.434966,11.804015,11.620665,113.75621,117.452065,115.589645,138.56026,139.09903,138.84645,69.88663199,54.73,1.32290611,0.34449993,0.99592863,0.25889517,0.5362886,0.13911964,0.40380259,0.10481069,0.67812054,0.2751271,0.5104298,0.20676657,0.10849698,0.01851718,0.08169623,0.01395652,1.04331919,0.27663129,0.55322508,0.14311516,-25.0,-24.375,11.708
ISS_199RI_EGAPMOVMP001_PRIME,0,8293,2013-11-25T04:05:17,0.72,359.08,206.25,66.946,72.181,69.507,52.479,53.529,52.985,13.73,19.591,16.522,13.229556,13.683999,13.456509,76.389366,80.0772,78.313,41.97471,42.691113,42.323208,69.53212596,46.07,0.95174943,0.30438426,0.70371755,0.22537101,0.31045739,0.04410016,0.22950599,0.03236142,0.53031511,0.26077108,0.39213235,0.19303843,0.11097693,0.04271059,0.08207921,0.03173401,0.73942566,0.24267573,0.63023233,0.20777735,-10.0,-11.364,8.894
ISS_201RF_FMOVIE001_PRIME_1,0,9240,2014-01-29T23:03:57,174.82,359.6,267.21,129.136,135.924,133.981,230.131,230.959,230.552,258.177,265.76,263.428,11.124465,11.47174,11.271496,39.99604,43.43519,41.698032,45.704216,47.83496,46.695675,68.92659006,51.33,0.89729151,0.28164063,0.61471338,0.19041791,0.22591206,0.03285667,0.15478986,0.02148386,0.53056741,0.24447206,0.36336105,0.16592289,0.14081204,0.05629879,0.09656248,0.03857196,0.64803742,0.20532193,0.62979227,0.19996972,15.0,15.844,12.494
ISS_201RF_FMOVIE001_PRIME_2,0,9255,2014-01-30T06:30:53,174.54,359.62,267.08,309.584,316.398,312.38,230.969,231.797,231.381,77.787,85.429,80.998,10.563151,10.983803,10.731593,45.185356,48.57982,46.912754,47.01115,48.951088,47.91729,68.92073696,51.42,0.95089013,0.29432084,0.63662729,0.1946217,0.27766972,0.04021138,0.18607872,0.02702252,0.5711407,0.25728845,0.382258,0.17069229,0.1020797,0.03633276,0.06829057,0.0238256,0.67196691,0.21027934,0.6467984,0.20288706,-20.0,-19.543,11.72
ISS_201RF_FMOVIE001_VIMS,0,16332,2014-02-05T17:27:57,0.0,359.98,177.04,304.348,328.75,317.518,248.404,250.003,249.213,55.944,78.747,68.304,6.189224,6.79337,6.4630427,125.84784,142.90323,134.7105,130.811,137.75243,134.65692,68.86049525,90.73,2.60265232,0.78668724,1.81306019,0.4936228,0.97367034,0.26939335,0.67797617,0.16560763,1.20399342,0.55203489,0.83660006,0.36152918,0.42498856,0.12788984,0.29848395,0.09194621,1.89031136,0.52643406,0.56522002,0.1060144,-20.0,-20.081,13.419
ISS_202RF_FMOVIE001_PRIME_1,0,8082,2014-03-01T22:16:29,192.14,353.76,272.95,144.334,151.683,146.315,313.75,314.466,314.101,189.915,197.933,192.214,12.655456,13.21258,12.853534,43.325962,45.634533,44.46453,46.396755,47.752113,47.13,68.65079656,44.9,0.83582077,0.20965489,0.56845918,0.14216256,0.24512107,0.02908583,0.16668715,0.01918804,0.4914189,0.17872401,0.33425506,0.12163282,0.0992808,0.03074634,0.06751697,0.02078721,0.59893355,0.1530392,0.57919139,0.14807392,0.0,-0.103,9.222
ISS_202RF_FMOVIE001_PRIME_2,0,7983,2014-03-02T04:46:53,192.62,352.26,272.44,299.85,307.957,305.975,314.482,315.186,314.844,344.664,353.448,351.13,12.3813505,12.657511,12.5243025,48.633053,50.684826,49.653294,47.752037,48.76604,48.257748,68.64551374,44.35,0.9159917,0.21052639,0.60971646,0.13973489,0.24069698,0.01783449,0.16021694,0.01146384,0.52943809,0.18930778,0.35240488,0.12593578,0.14585663,0.02839637,0.09709464,0.01884272,0.64209261,0.15120079,0.61433275,0.14475871,10.0,7.594,9.24
ISS_203RF_FMOVIE001_PRIME_1,0,10424,2014-04-13T09:58:53,0.0,359.98,134.51,193.547,211.096,203.957,68.478,69.364,68.929,124.183,142.618,135.027,10.140897,12.409559,10.510097,136.29301,140.02844,138.18332,71.941956,74.65508,73.30835,68.28010087,57.91,7.01512053,1.62746052,2.00475165,0.42510139,2.84363499,0.57079788,0.81202748,0.1444075,2.80172721,0.95874323,0.80254417,0.26869249,1.36975833,0.49081889,0.39017999,0.13138107,2.11365174,0.45802509,0.56986374,0.1162656,-20.0,-17.473,18.009
ISS_203RF_FMOVIE001_PRIME_2,0,10373,2014-04-13T17:56:45,0.0,359.98,134.29,26.777,43.194,37.097,69.375,70.26,69.827,316.516,333.819,327.27,10.689373,12.747102,11.027451,128.85553,131.97098,130.36307,70.15382,72.20232,71.14459,68.27874041,57.63,4.65890413,1.07844359,1.5005369,0.32648968,1.70626381,0.31179275,0.548886,0.08641279,2.07828592,0.88784039,0.66960385,0.27988997,0.8743544,0.19511839,0.28204705,0.06175226,1.58549145,0.36100964,0.56623231,0.12333079,0.0,3.869,15.63
ISS_205RF_FMOVIE001_PRIME,0,16327,2014-06-22T08:27:09,0.0,359.98,195.54,68.155,76.205,69.807,257.323,258.802,258.051,169.419,178.882,171.755,13.224895,14.066854,13.403013,105.36155,109.4298,107.3948,52.82772,55.04937,53.92165,67.69999621,90.71,1.53831387,0.47821224,0.90488028,0.27863474,0.53115377,0.14476585,0.31252537,0.08405878,0.83604239,0.38693947,0.49164937,0.22640953,0.17111772,0.06120138,0.10070554,0.03633358,0.95100415,0.29902425,0.59020895,0.1838357,-15.0,-13.276,14.553
ISS_207RF_FMOVIE001_PRIME,0,15526,2014-08-16T11:01:17,0.0,359.98,181.89,232.831,238.198,234.483,46.126,47.543,46.829,185.635,192.071,187.654,7.9818163,12.83727,9.711176,46.62599,57.759743,51.973534,109.50784,117.21138,113.27248,67.26247485,86.26,1.6895513,0.57949825,0.66475846,0.22776492,0.44730898,0.0970481,0.17609578,0.0391268,0.9020476,0.48739013,0.35487749,0.19234275,0.34019471,0.11387985,0.13378519,0.04522223,0.70512001,0.24877054,0.67028665,0.23565252,0.0,-1.453,12.418
ISS_208RF_FMOVIE001_PRIME_1,0,6323,2014-09-20T13:16:13,0.0,359.98,196.44,50.729,52.529,51.615,140.889,141.467,141.177,269.312,271.64,270.437,6.550363,7.6519656,7.0667653,131.76593,142.56453,137.26675,126.57318,132.69139,129.70973,67.00169381,35.13,3.08802727,0.84439407,1.95586454,0.47777115,0.97987566,0.22732141,0.62042092,0.12024008,1.32464969,0.48732544,0.83880491,0.29058157,0.78350192,0.31446797,0.4966387,0.19018405,2.03196547,0.5020008,0.55878531,0.0999685,25.0,24.492,11.875
ISS_208RF_FMOVIE001_PRIME_2,0,3234,2014-09-20T18:29:17,0.0,359.98,66.85,178.88,181.782,179.782,141.475,141.763,141.616,37.124,40.308,38.166,8.572218,8.899646,8.687018,134.2565,137.96172,136.09709,116.47978,118.70909,117.62137,66.99994209,17.97,3.80740141,0.72071241,1.76092671,0.31205321,1.25641272,0.11388248,0.58141529,0.04133218,1.65080736,0.60112057,0.76247709,0.27077444,0.90018133,0.2131599,0.41703433,0.09800597,1.84044267,0.33916621,0.53723116,0.08979736,-5.0,-3.234,18.294
ISS_208RF_FMOVIE002_PRIME_1,0,9237,2014-09-26T08:25:33,98.6,283.32,190.96,42.453,55.845,50.33,156.544,157.34,156.948,245.113,259.3,253.382,13.796762,14.637764,13.991072,117.24265,118.89792,118.05575,61.89118,62.862507,62.368824,66.95789355,51.32,2.76657523,0.99669131,1.28216696,0.4580632,0.88377427,0.21265011,0.40975237,0.098168,1.49508434,0.80470973,0.69275177,0.37068235,0.38771662,0.10340199,0.17966281,0.04731893,1.35299219,0.49546187,0.6801935,0.24664536,5.0,3.404,15.565
ISS_208RF_FMOVIE002_PRIME_2,0,8856,2014-09-26T15:33:49,106.12,283.22,194.67,214.586,228.751,222.609,157.348,158.104,157.73,56.482,71.403,64.879,14.142856,14.913948,14.322642,119.607,121.42643,120.54219,60.91628,62.14941,61.550213,66.95348321,49.2,3.00366064,1.05148197,1.4300282,0.4970079,0.90788476,0.22492742,0.43191945,0.10393812,1.54143134,0.79664357,0.73384442,0.37769067,0.55434455,0.32939161,0.26426433,0.15687086,1.5040997,0.53307344,0.71246591,0.25034922,-10.0,-7.891,17.696
ISS_209RF_FMOVIE001_PRIME_1,0,8221,2014-10-27T01:33:17,51.92,216.32,134.12,203.967,223.292,214.557,239.48,240.154,239.821,323.813,343.522,334.736,13.132011,15.310912,13.454341,132.5919,134.34566,133.49872,70.938774,72.118324,71.54152,66.7316334,45.67,6.22431131,1.27669214,1.96970225,0.40046831,1.76771175,0.10189091,0.55952127,0.03036066,2.98478315,0.95175732,0.94471909,0.3009274,1.47181642,0.48318765,0.46546189,0.15169515,2.08709681,0.43557923,0.67166474,0.13993457,15.0,16.267,9.711
ISS_209RF_FMOVIE001_PRIME_2,0,7788,2014-10-27T07:45:01,96.58,252.32,174.45,29.181,49.403,43.85,240.176,240.821,240.512,148.376,169.226,163.337,13.562066,17.380875,13.91851,127.7362,129.04642,128.3721,70.39419,71.13607,70.76113,66.73153926,43.27,4.91477158,1.23712456,1.61920272,0.40783354,1.75422964,0.31440717,0.57772553,0.10215984,2.56048526,0.98248245,0.84372846,0.32462147,0.60005668,0.12914829,0.19774873,0.04271152,1.72166401,0.44650179,0.65638027,0.17066677,-20.0,-18.245,12.157
ISS_211RF_FMOVIE001_PRIME,0,18000,2015-01-03T18:11:09,0.0,359.98,179.99,273.898,285.882,282.104,64.968,66.61,65.813,207.288,220.333,216.291,13.462647,14.351199,13.896386,79.82034,82.62118,81.28635,61.425266,61.790176,61.60991,66.24943726,100.0,1.52869601,0.38393867,0.72688198,0.18279901,0.42640795,0.03390619,0.2027408,0.0160818,0.75950322,0.34027728,0.36116557,0.16200435,0.34278483,0.07137798,0.1629756,0.03390991,0.76277878,0.1985903,0.63697121,0.16521473,10.0,9.338,11.001
ISS_211RF_HIRESFRNG001_PRIME,0,3936,2015-01-10T03:44:29,163.78,243.24,203.62,29.374,45.163,37.25,82.245,82.677,82.46,307.128,322.486,314.79,4.560072,5.770445,5.11631,113.77623,124.84391,119.536674,120.33895,125.13004,122.81574,66.21280382,21.87,2.05041488,0.45477595,1.10735638,0.23787399,0.61766371,0.06349625,0.33337981,0.02194873,1.01573197,0.42438189,0.5503143,0.2331176,0.41701919,0.11709491,0.22366227,0.05556401,1.15966104,0.25910569,0.56098724,0.12633276,15.0,14.451,7.103
ISS_211RI_EGAPMOVMP001_PRIME,0,17996,2015-01-02T23:46:37,0.0,359.98,180.01,270.387,286.41,279.617,62.896,64.643,63.75,207.491,221.767,215.866,14.504535,15.63655,15.037339,83.03119,85.64326,84.40959,61.1735,61.642395,61.429134,66.25433549,99.98,1.53856851,0.38914051,0.73584965,0.186329,0.42767628,0.03442843,0.20454044,0.01656943,0.76150812,0.34553242,0.36421718,0.1653783,0.3493841,0.07377654,0.16709202,0.03530742,0.7719551,0.20242787,0.62981018,0.16522388,10.0,9.216,11.202
ISS_212RF_FMOVIE001_PRIME_1,0,8084,2015-02-07T00:23:57,168.82,330.48,249.65,117.67,131.535,119.777,157.474,158.161,157.795,319.766,334.061,321.981,10.734681,15.122784,11.4597,75.76963,77.89259,76.867355,70.606476,71.1218,70.977486,66.02997641,44.91,1.90589032,0.44775496,0.62124183,0.14594422,0.59525277,0.04459606,0.19405697,0.01508833,0.94700264,0.39488801,0.30861617,0.12843273,0.36363491,0.09054452,0.11856869,0.02968402,0.65846773,0.16097819,0.56621284,0.13837885,10.0,11.94,8.931
ISS_212RF_FMOVIE001_PRIME_2,0,8053,2015-02-07T06:36:45,173.78,334.82,254.3,273.624,286.613,284.159,158.173,158.86,158.536,114.763,128.439,125.622,10.054861,11.875848,10.375656,82.149124,84.1958,83.23369,71.03785,71.37874,71.271034,66.02406038,44.74,2.1273507,0.50230562,0.68310048,0.16144411,0.70513262,0.22718009,0.22645052,0.07307629,1.02499284,0.36873975,0.32910802,0.11838804,0.39722524,0.08445747,0.12754194,0.02709275,0.72313583,0.17411927,0.59538688,0.14356857,-15.0,-17.065,11.201
ISS_213RF_FMOVIE001_PRIME,0,18000,2015-03-09T20:46:21,0.0,359.98,179.99,266.446,280.699,272.966,240.775,242.428,241.621,24.018,38.721,31.344,12.138697,17.849806,13.063784,99.48684,102.31291,100.92902,81.420616,81.57258,81.507256,65.8272525,100.0,4.97487541,0.86863066,0.73470335,0.12830896,1.49189782,0.14999071,0.22033223,0.02218968,2.35428657,0.68333847,0.3476902,0.10096517,1.12869102,0.18909384,0.16668091,0.02787692,0.80630179,0.14837748,0.55257019,0.10197607,0.0,2.12,11.683
ISS_213RF_FMOVIE002_PRIME,0,16870,2015-03-10T22:27:09,0.0,359.98,172.92,261.239,290.878,279.153,243.664,245.092,244.392,16.146,47.213,34.76,10.249393,23.54042,11.696415,93.57958,97.14499,95.520874,81.328545,81.658424,81.53602,65.82102738,93.72,4.72679463,0.87578856,0.69569007,0.1286581,1.41539887,0.1612382,0.20834104,0.02383413,2.26091993,0.70561746,0.33275923,0.10375363,1.05047583,0.1726866,0.1545898,0.02523951,0.7643925,0.14945554,0.56097149,0.11200313,0.0,0.191,12.87
ISS_231RI_EGAPMOVMP001_PRIME,0,17043,2016-02-06T01:18:20,0.0,359.98,177.25,81.889,117.732,100.537,60.468,62.068,61.242,20.406,56.075,39.294,13.6876135,29.628317,18.122269,101.171326,103.56584,102.41288,80.48334,81.30578,80.91606,64.16139186,94.68,4.81761994,1.20305192,0.75890238,0.1814738,1.58885714,0.29054763,0.25077081,0.04546522,2.20181331,1.06259045,0.34643404,0.16312547,1.02694949,0.34912767,0.16169753,0.05379116,0.82563579,0.21205379,0.55380694,0.13990291,-10.0,-5.209,27.953
ISS_232RF_FMOVIE001_PRIME,0,17145,2016-02-10T00:41:00,13.08,355.96,184.52,104.573,126.731,118.607,71.199,72.687,71.957,31.885,55.531,46.65,11.481407,16.944506,11.951307,83.92418,86.844505,85.384,76.528366,77.17913,76.86482,64.14686062,95.25,2.97998434,0.79857938,0.67760505,0.18483993,0.89507417,0.1601835,0.20344286,0.03666338,1.4704118,0.73855276,0.33464881,0.17042673,0.61449837,0.1969896,0.13951338,0.0443457,0.72679672,0.20868331,0.5885486,0.17066818,-15.0,-7.497,23.688
ISS_232RI_EGAPMOVMP001_PRIME_1,0,17083,2016-02-21T02:05:16,0.0,359.98,178.34,260.81,287.994,267.616,101.059,102.519,101.758,158.291,186.935,165.857,14.187912,24.86119,16.323936,106.382225,108.92242,107.70691,77.84975,78.9457,78.33339,64.10186002,94.91,4.43190234,1.50502159,0.89505386,0.30097554,1.14002412,0.41097314,0.22979887,0.08027716,2.10183919,1.14755553,0.42420475,0.23027729,1.19003903,0.41281402,0.24105024,0.08481447,0.9628563,0.33597352,0.59488919,0.20664358,0.0,4.414,21.251
ISS_232RI_EGAPMOVMP001_PRIME_2,0,7632,2016-02-21T15:15:08,0.0,359.98,201.98,87.949,116.003,102.976,102.541,103.162,102.872,0.001,359.997,179.443,14.515591,22.753038,15.870975,99.91506,100.87405,100.34679,77.63042,78.07555,77.81322,64.105313,42.4,3.68027004,1.24106285,0.77680837,0.26107845,1.04003365,0.15888922,0.2195607,0.03375333,1.86962133,1.10445223,0.39444305,0.23228768,0.77061506,0.30577628,0.16280462,0.06481642,0.83789878,0.29581197,0.57872292,0.20350708,0.0,3.967,25.471
ISS_233RF_FMOVIE001_PRIME_1,0,9491,2016-03-06T01:38:04,0.0,359.98,237.77,321.269,333.363,326.039,138.813,139.638,139.219,181.63,194.549,186.82,10.518352,11.901394,10.811763,56.568314,58.669434,57.66874,67.89249,68.37946,68.10613,64.05271967,52.73,1.55761317,0.52751298,0.58061746,0.19493631,0.34575536,0.04161914,0.12892082,0.01545847,0.79564044,0.47611156,0.29648222,0.17619377,0.41621737,0.11918355,0.15521442,0.04440345,0.61263097,0.21349232,0.57368649,0.19933209,0.0,2.939,15.894
ISS_234RF_FMOVIE001_PRIME,0,7896,2016-04-01T01:26:20,0.0,359.98,225.78,344.469,352.392,349.111,208.997,209.695,209.348,135.198,143.394,139.763,6.1100545,7.045483,6.463543,35.32633,39.730316,37.623478,68.89598,69.68132,69.28596,63.96443248,43.87,1.65035018,0.47359998,0.58390492,0.16918878,0.36815238,0.08824732,0.13016955,0.03105008,0.97595757,0.39330321,0.34544398,0.14043588,0.30624024,0.12471951,0.10829139,0.04422947,0.62224896,0.18384322,0.60832057,0.17934271,-15.0,-14.942,12.874
ISS_234RI_EGAPMOVMP001_PRIME,0,15959,2016-04-07T23:05:00,0.0,359.98,165.4,263.536,283.915,270.717,227.633,229.04,228.332,34.495,55.486,42.384,13.082045,17.85263,13.668674,106.88921,110.06352,108.49071,74.09848,75.67718,74.84444,63.94033549,88.66,3.44246811,1.06448951,0.89959073,0.27927137,0.83842256,0.16537105,0.21889018,0.04197242,1.70253969,0.82640554,0.44563417,0.21813238,0.90150586,0.44270596,0.23506638,0.11512211,0.95907935,0.30550576,0.58503767,0.18746082,0.0,3.209,17.002
ISS_235RF_FMOVIE001_PRIME,0,16001,2016-05-01T13:42:20,0.0,359.98,162.31,0.013,359.993,5.948,291.384,292.829,292.113,65.584,75.707,72.035,8.450355,9.797399,9.022235,20.86192,26.41641,23.758347,64.97198,66.837,65.8811,63.86632753,88.89,1.50095574,0.62311577,0.6124024,0.25036717,0.31072032,0.11123614,0.12688674,0.0450767,0.83609986,0.47299084,0.34101076,0.19054192,0.35413556,0.33275006,0.1445049,0.1344301,0.64733594,0.26714566,0.64213967,0.26522926,-10.0,-7.129,27.61
ISS_235RF_FMOVIE002_PRIME_1,0,9195,2016-05-09T19:29:32,0.0,359.98,172.86,264.97,280.991,271.652,313.638,314.416,314.021,310.553,327.353,317.631,12.677799,14.452323,12.9389515,104.74094,106.92072,105.85711,69.0001,70.36969,69.660576,63.84103723,51.08,2.73453546,1.37627464,0.94783651,0.46456042,0.66406844,0.4403135,0.22992539,0.14802827,1.23838274,0.83392356,0.42882232,0.28326763,0.83208428,0.5076132,0.2890888,0.17351118,0.99594368,0.49419253,0.63360058,0.30905388,20.0,21.796,20.248
ISS_235RF_FMOVIE002_PRIME_2,0,8548,2016-05-10T02:30:52,0.0,359.98,169.07,75.909,87.267,85.151,314.428,315.168,314.815,120.741,132.75,130.336,15.404475,20.541777,16.476038,97.38887,99.059364,98.19561,68.62472,69.49732,69.04929,63.84406536,47.49,2.28636622,1.35828765,0.81557865,0.47538072,0.76049531,0.19503311,0.27226024,0.07099678,1.15000585,0.81216016,0.40995074,0.28574848,0.37586506,0.68577874,0.13336767,0.24050254,0.8608086,0.50386075,0.61069525,0.35383431,-30.0,-28.945,23.469
ISS_236RF_FMOVIE002_PRIME,0,18000,2016-06-10T12:09:00,0.0,359.98,179.99,97.225,104.671,101.009,39.22,40.874,40.04,57.991,64.995,60.968,11.547909,12.2537565,11.899461,94.94536,99.65948,97.28053,62.94807,65.85324,64.37701,63.75267249,100.0,1.90264874,0.91745714,0.81910183,0.38533962,0.54965071,0.19590464,0.23711061,0.0819174,0.93942838,0.61061052,0.40477481,0.25923799,0.41356966,0.42540726,0.17721641,0.17966273,0.85929919,0.40876002,0.61597809,0.28939021,-15.0,-11.354,24.071
ISS_239RF_FMOVIE001_PRIME,0,17385,2016-08-02T13:36:28,0.0,359.98,174.6,146.638,152.37,150.654,182.497,184.085,183.297,322.552,329.832,327.357,9.80834,10.195449,9.986296,47.273117,53.583763,50.453396,40.945065,41.466125,41.084026,63.61705126,96.58,0.77403766,0.25733221,0.58344715,0.19404797,0.17365381,0.0306541,0.13089809,0.02314909,0.46054384,0.23621619,0.34713803,0.17808483,0.13984,0.0460106,0.10541103,0.03470245,0.61017632,0.20743988,0.58277301,0.19884001,0.0,2.347,14.522
ISS_239RF_FMOVIE002_PRIME_1,0,9232,2016-08-12T12:44:44,0.0,359.98,231.67,253.578,262.282,256.753,209.402,210.219,209.804,43.359,52.879,46.949,9.052434,9.449634,9.119807,112.99563,116.59521,114.80249,64.20806,67.166214,65.66232,63.59093849,51.29,2.29438246,0.3646144,0.94399735,0.14331601,0.66273191,0.08393027,0.27248688,0.03145752,1.02660921,0.29486158,0.42317072,0.12188777,0.60504133,0.15609496,0.24833975,0.06007788,0.98689459,0.15435382,0.53324503,0.0825882,0.0,3.495,15.951
ISS_239RF_FMOVIE002_PRIME_2,0,6414,2016-08-12T20:09:32,0.0,359.98,231.15,72.968,80.266,78.527,210.236,210.811,210.526,222.169,229.934,228.0,9.881561,11.197159,10.205502,103.62053,105.95612,104.78174,63.08674,64.83276,63.953266,63.5936321,35.63,1.70520292,0.28310458,0.74918318,0.12776953,0.50348953,0.0408381,0.22108071,0.01862559,0.95761298,0.26736623,0.42093973,0.11926249,0.2441004,0.04976945,0.10716273,0.02184094,0.79043493,0.13913961,0.51254866,0.09197863,-5.0,-1.566,12.47
ISS_239RI_HIRESAFRG001_PRIME_1,0,5148,2016-08-07T15:05:00,92.44,195.38,143.91,85.018,86.785,85.968,196.164,196.636,196.399,248.665,250.524,249.569,3.3017817,3.474789,3.3523276,74.97432,90.30142,82.51967,123.763954,134.98059,129.39673,63.60592669,28.6,1.14168369,0.22801988,0.72679628,0.16606694,0.35915963,0.15404177,0.22868714,0.10777091,0.60979688,0.21485309,0.38884144,0.14841013,0.17272719,0.05837293,0.1092677,0.03590167,0.75924105,0.17495476,0.62467247,0.13493301,-10.0,-15.71,22.305
ISS_240RF_FMOVIE002_PRIME,0,10126,2016-08-23T01:03:56,0.0,359.98,231.72,238.486,257.684,246.791,237.789,238.641,238.21,0.004,359.984,8.865,8.04703,14.649562,8.466284,130.01996,134.64882,132.40845,77.31006,81.14084,79.237144,63.56779669,56.26,7.69049975,1.4632058,1.41206357,0.17031074,2.33502926,0.46933967,0.42784149,0.05454035,2.99041098,0.59209741,0.55367335,0.10412304,2.36505951,0.75192036,0.43054873,0.10288454,1.50575804,0.18507206,0.50203224,0.05454469,15.0,14.771,17.265
ISS_241RF_FMOVIE001_PRIME,0,11481,2016-08-29T18:07:56,0.0,359.98,190.8,190.387,191.965,191.18,255.913,257.796,256.703,292.732,296.029,294.476,5.1678343,5.6261826,5.3302183,10.818487,33.58583,24.050951,36.836346,53.29047,42.42522,63.55476431,63.78,0.84412389,0.3751944,0.61093008,0.24072991,0.17398371,0.07105096,0.12648185,0.04776732,0.4998618,0.30643537,0.35998615,0.20144322,0.17027838,0.08929086,0.12446208,0.06361739,0.63910132,0.25591957,0.63385431,0.25562294,10.0,9.335,15.982
ISS_242RF_FMOVIE001_PRIME,0,18000,2016-09-17T00:59:40,0.0,359.98,179.99,69.322,73.21,71.194,305.29,306.954,306.119,122.49,127.866,125.075,10.38053,11.722731,11.099525,107.609055,114.32468,110.95451,65.44215,70.5833,67.98372,63.51749652,100.0,2.44979106,0.72109633,0.91251545,0.24561803,0.87932194,0.21899465,0.32859432,0.0802878,1.21625573,0.60184946,0.45341263,0.21462876,0.35421339,0.16464361,0.13050849,0.05415224,0.96102723,0.2676046,0.55999122,0.15317984,-35.0,-30.91,21.428
ISS_243RF_FMOVIE001_PRIME_1,0,8072,2016-09-22T09:59:56,106.3,267.72,187.01,163.018,166.401,164.743,319.802,320.538,320.171,202.584,206.536,204.572,6.0937657,6.3117294,6.1986027,32.432648,39.947342,36.27103,36.970486,40.068054,38.40431,63.50824037,44.84,0.79079796,0.28670277,0.61904108,0.2234845,0.21176757,0.05833243,0.16577466,0.04517091,0.48111183,0.25562614,0.37665059,0.20009816,0.09791856,0.0527057,0.07661583,0.04079206,0.6475618,0.23817258,0.6343696,0.23353041,-10.0,-9.154,16.172
