Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,EW139470,EW139470 STD,Normal EW139470,Normal EW139470 STD,EW139550,EW139550 STD,Normal EW139550,Normal EW139550 STD,EW139630,EW139630 STD,Normal EW139630,Normal EW139630 STD,EW139710,EW139710 STD,Normal EW139710,Normal EW139710 STD,EW139790,EW139790 STD,Normal EW139790,Normal EW139790 STD,EW139870,EW139870 STD,Normal EW139870,Normal EW139870 STD,EW139950,EW139950 STD,Normal EW139950,Normal EW139950 STD,EW140030,EW140030 STD,Normal EW140030,Normal EW140030 STD,EW140110,EW140110 STD,Normal EW140110,Normal EW140110 STD,EW140190,EW140190 STD,Normal EW140190,Normal EW140190 STD,EW140270,EW140270 STD,Normal EW140270,Normal EW140270 STD,EW140350,EW140350 STD,Normal EW140350,Normal EW140350 STD,EW140430,EW140430 STD,Normal EW140430,Normal EW140430 STD,EW140510,EW140510 STD,Normal EW140510,Normal EW140510 STD,EW140590,EW140590 STD,Normal EW140590,Normal EW140590 STD,EW140670,EW140670 STD,Normal EW140670,Normal EW140670 STD,EW140750,EW140750 STD,Normal EW140750,Normal EW140750 STD,EW140830,EW140830 STD,Normal EW140830,Normal EW140830 STD,EW140910,EW140910 STD,Normal EW140910,Normal EW140910 STD
ISS_100RF_FMOVIE003_PRIME,0,13338,2009-01-11T10:41:34,6.44,273.18,5.85,6.291,6.078,36.25,47.223,41.527,122.902,133.626,128.182,86.743,74.1,0.73102,0.11076,0.44959,0.06397,0.25296,0.03741,0.1562,0.02575,0.37207,0.09797,0.22816,0.05608,0.106,0.01096,0.06523,0.00652,0.00242,0.00106,0.00148,0.00063,0.00493,0.00109,0.00302,0.00062,0.00825,0.00129,0.00506,0.0007,0.01317,0.00156,0.00809,0.00077,0.02088,0.0022,0.01281,0.00078,0.0398,0.00628,0.02433,0.00241,0.07082,0.01793,0.04371,0.01068,0.08822,0.03277,0.05488,0.02188,0.02998,0.01512,0.01848,0.00922,0.27077,0.08797,0.16608,0.05174,0.11444,0.022,0.07019,0.01196,0.05264,0.0045,0.03249,0.00368,0.01261,0.00162,0.00774,0.00075,0.0024,0.00122,0.00146,0.00072,0.00027,0.00109,0.00015,0.00066,-0.00013,0.00092,-9e-05,0.00055,-0.00019,0.00079,-0.00012,0.00047,-0.00016,0.00071,-0.0001,0.00042,-8e-05,0.00052,-6e-05,0.00031
ISS_103RF_FMOVIE003_PRIME,0,11471,2009-02-10T14:28:46,0.0,359.98,6.205,6.445,6.327,69.849,82.182,75.983,150.193,155.545,153.128,87.209,63.72777777777778,0.73445,0.17639,0.6545,0.15561,0.21033,0.0402,0.18745,0.03544,0.4197,0.16842,0.37392,0.14926,0.10443,0.00574,0.09312,0.0054,0.00274,0.00111,0.00245,0.00099,0.00463,0.00088,0.00413,0.00078,0.00737,0.00096,0.00657,0.00085,0.0109,0.00106,0.00972,0.00094,0.01747,0.00114,0.01558,0.00104,0.03212,0.00246,0.02865,0.00239,0.05404,0.01814,0.04817,0.0162,0.07529,0.03234,0.06709,0.02867,0.05096,0.06015,0.0452,0.05323,0.34173,0.14006,0.30455,0.12438,0.05625,0.01081,0.05024,0.01009,0.04873,0.00375,0.04347,0.00368,0.02351,0.00305,0.02094,0.00246,0.00724,0.0015,0.00644,0.00128,0.00125,0.00079,0.00111,0.0007,0.00031,0.00077,0.00028,0.00068,5e-05,0.00091,5e-05,0.00081,-6e-05,0.00077,-5e-05,0.00069,-9e-05,0.00073,-8e-05,0.00065
ISS_104RF_FMOVIE003_PRIME,0,3181,2009-02-25T00:06:54,0.0,359.98,5.011,5.11,5.039,142.832,146.622,144.782,112.185,116.398,114.288,87.426,17.672222222222224,6.06193,1.09585,2.47449,0.34727,2.01409,0.28459,0.82371,0.08713,3.13378,0.84135,1.27586,0.29589,0.91406,0.05485,0.37493,0.00921,0.02076,0.00544,0.00849,0.0021,0.03751,0.00646,0.01534,0.00221,0.06356,0.00972,0.02598,0.00301,0.09775,0.01011,0.04002,0.00266,0.15096,0.01575,0.06179,0.00387,0.26073,0.03008,0.10665,0.00753,0.45825,0.07497,0.18704,0.02202,0.77694,0.14907,0.31709,0.04849,0.78499,0.22134,0.32084,0.08496,2.05947,0.68574,0.83802,0.25294,0.76932,0.06822,0.31525,0.01676,0.46813,0.05708,0.19144,0.01493,0.08742,0.00923,0.03581,0.00259,0.01719,0.00363,0.00706,0.00147,0.00631,0.00525,0.00259,0.00218,0.00219,0.00554,0.00089,0.00228,0.00048,0.00444,0.0002,0.00182,-7e-05,0.00469,-3e-05,0.00191,4e-05,0.00343,2e-05,0.0014
ISS_105RF_FMOVIE002_PRIME,0,14099,2009-03-11T11:51:58,0.0,359.98,5.323,5.658,5.487,98.879,112.068,105.575,23.153,25.639,23.899,87.657,78.32777777777777,0.89085,0.22124,0.81463,0.20337,0.2685,0.04475,0.24542,0.04059,0.47479,0.21248,0.43433,0.19502,0.14755,0.01781,0.13488,0.01615,0.00258,0.00081,0.00236,0.00074,0.00522,0.0009,0.00477,0.00082,0.00858,0.00087,0.00784,0.00079,0.0132,0.00105,0.01206,0.00096,0.01921,0.00114,0.01756,0.00103,0.03139,0.0015,0.02869,0.00135,0.06043,0.00636,0.05523,0.0057,0.11376,0.03622,0.10398,0.033,0.09288,0.09143,0.08496,0.08348,0.37024,0.16463,0.3387,0.1511,0.04202,0.01523,0.0384,0.01393,0.0469,0.00905,0.04287,0.00822,0.03613,0.00411,0.03303,0.00376,0.02189,0.00159,0.02001,0.00147,0.01316,0.00117,0.01203,0.00106,0.00776,0.0011,0.0071,0.00101,0.00366,0.00084,0.00334,0.00077,0.00146,0.00069,0.00133,0.00063,0.0004,0.00061,0.00037,0.00056
ISS_105RF_FMOVIE003_PRIME,0,5474,2009-03-04T08:46:54,0.0,359.98,7.078,7.235,7.095,33.541,35.013,34.259,110.73,114.441,112.583,87.541,30.41111111111111,1.28013,0.17333,0.49313,0.08154,0.41897,0.0428,0.16066,0.01603,0.68094,0.18373,0.26335,0.07931,0.18023,0.01188,0.06911,0.00431,0.00374,0.00118,0.00143,0.00046,0.00673,0.00074,0.00258,0.00029,0.0111,0.00102,0.00425,0.00034,0.01796,0.00133,0.00688,0.00039,0.02959,0.00142,0.01135,0.00043,0.05504,0.00177,0.02111,0.0007,0.09921,0.01039,0.03803,0.00369,0.16921,0.03781,0.06491,0.01441,0.11246,0.04073,0.04363,0.01707,0.48742,0.17671,0.18894,0.07408,0.17825,0.03231,0.06797,0.00986,0.09152,0.00329,0.03517,0.00245,0.01718,0.00123,0.00659,0.00038,0.00263,0.00076,0.00101,0.0003,0.00014,0.00085,6e-05,0.00033,-0.00054,0.0007,-0.0002,0.00027,-0.00063,0.00061,-0.00024,0.00024,-0.00055,0.00061,-0.00021,0.00023,-0.00031,0.00048,-0.00012,0.00018
ISS_106RF_FMOVIE002_PRIME,0,13552,2009-03-23T11:07:10,0.0,359.98,5.312,5.638,5.472,99.884,112.456,106.237,23.128,25.736,23.85,87.842,75.28888888888889,0.89377,0.30363,0.81686,0.27532,0.24166,0.03851,0.22097,0.035,0.50824,0.2722,0.46439,0.24752,0.14387,0.03427,0.1315,0.03091,0.00176,0.00098,0.00161,0.00089,0.00368,0.00104,0.00337,0.00094,0.00696,0.00111,0.00636,0.001,0.01049,0.00114,0.00959,0.00101,0.01621,0.00184,0.01482,0.00165,0.02533,0.0021,0.02316,0.00188,0.04931,0.0028,0.04509,0.0025,0.10867,0.0302,0.09936,0.02759,0.10355,0.07617,0.09464,0.06959,0.38856,0.21049,0.35503,0.19151,0.05213,0.03965,0.04762,0.03604,0.04326,0.01227,0.03954,0.01109,0.03464,0.00654,0.03166,0.00585,0.02213,0.00561,0.02024,0.00509,0.01335,0.00393,0.01221,0.00356,0.00785,0.00131,0.00718,0.00118,0.00403,0.00102,0.00369,0.00093,0.00157,0.0008,0.00144,0.00073,0.00029,0.00061,0.00027,0.00056
ISS_107RF_FMOVIE002_PRIME,0,7463,2009-03-29T16:51:42,188.48,337.72,7.083,7.131,7.096,54.925,61.22,58.11,139.907,144.157,142.101,87.934,41.46111111111111,0.73649,0.2821,0.57878,0.21286,0.14922,0.02074,0.11769,0.01614,0.46941,0.25088,0.36841,0.19093,0.11786,0.0324,0.09268,0.02406,0.0007,0.00082,0.00055,0.00065,0.00139,0.00091,0.0011,0.00072,0.00293,0.00095,0.00231,0.00075,0.00532,0.00079,0.0042,0.00061,0.00947,0.00082,0.00746,0.00062,0.01549,0.00113,0.01222,0.00086,0.02979,0.00185,0.0235,0.00145,0.06847,0.01231,0.05401,0.00966,0.09561,0.04177,0.07531,0.03243,0.3521,0.19575,0.27627,0.14927,0.05272,0.05123,0.04121,0.03925,0.03571,0.01176,0.02806,0.0088,0.02777,0.00524,0.02185,0.00379,0.01771,0.00308,0.01395,0.00228,0.01045,0.00241,0.00823,0.00181,0.00599,0.00143,0.00472,0.00107,0.00309,0.00088,0.00244,0.00068,0.00139,0.00088,0.00109,0.00069,0.00038,0.00061,0.0003,0.00048
ISS_108RF_FMOVIE001_PRIME,0,11667,2009-04-16T10:34:06,0.0,359.98,7.814,7.859,7.825,100.748,107.744,104.254,142.255,147.304,144.946,88.21,64.81666666666666,1.14115,0.75191,0.92822,0.59658,0.2304,0.08543,0.18809,0.06751,0.73022,0.65832,0.59287,0.5247,0.18053,0.07975,0.14725,0.0629,0.00154,0.00128,0.00126,0.00104,0.00349,0.00182,0.00284,0.00146,0.00669,0.0021,0.00546,0.00167,0.01073,0.00296,0.00876,0.00232,0.01656,0.00455,0.01352,0.00356,0.02647,0.00793,0.02161,0.00622,0.04958,0.01714,0.04047,0.0135,0.09912,0.04724,0.08092,0.03756,0.14212,0.15935,0.11531,0.12726,0.5462,0.4713,0.44381,0.37607,0.08165,0.1251,0.06611,0.09979,0.05621,0.03204,0.04582,0.02539,0.04143,0.01251,0.03381,0.00978,0.02546,0.00539,0.02081,0.00422,0.01571,0.00328,0.01284,0.00256,0.00926,0.00215,0.00757,0.00168,0.005,0.00136,0.00409,0.00108,0.00292,0.00171,0.00239,0.0014,0.00099,0.00166,0.00081,0.00136
ISS_110RF_FMOVIE002_PRIME,0,12616,2009-05-10T09:03:58,49.94,302.24,5.532,5.761,5.639,52.806,66.26,59.308,56.303,70.077,63.253,88.58,70.08888888888889,1.23832,0.30192,0.54844,0.12044,0.25586,0.0521,0.1118,0.00825,0.78208,0.27158,0.34827,0.11781,0.20039,0.03392,0.08838,0.01036,0.00151,0.00134,0.00066,0.00056,0.00299,0.0014,0.00131,0.00055,0.00545,0.00147,0.00238,0.0005,0.00917,0.00183,0.00403,0.00058,0.01508,0.00285,0.00662,0.00059,0.02511,0.00458,0.01101,0.00079,0.0484,0.00814,0.02126,0.00127,0.12591,0.0264,0.055,0.00506,0.20547,0.07322,0.08977,0.02627,0.55273,0.23856,0.24763,0.10578,0.07021,0.0296,0.03104,0.0128,0.06219,0.01307,0.02754,0.00573,0.04936,0.00718,0.02181,0.00189,0.03099,0.00501,0.01362,0.00079,0.01718,0.00314,0.00753,0.00058,0.00949,0.00204,0.00415,0.00054,0.00463,0.00128,0.00202,0.00043,0.0019,0.00112,0.00082,0.00046,0.00054,0.00086,0.00023,0.00036
ISS_111RF_FMOVIE002_PRIME,0,9666,2009-05-26T09:08:14,0.0,359.98,5.278,21.155,5.905,34.336,38.283,36.065,92.949,103.212,98.019,88.825,53.7,4.72272,2.53212,0.53021,0.09033,0.92097,0.47133,0.10516,0.00686,2.92778,1.6319,0.32849,0.07322,0.87397,0.48768,0.09656,0.02099,0.00668,0.00499,0.00069,0.00032,0.0122,0.00744,0.00132,0.00036,0.01999,0.011,0.00223,0.00035,0.03328,0.01792,0.00375,0.00037,0.05558,0.02991,0.00626,0.00044,0.09371,0.05108,0.01052,0.00102,0.18196,0.09708,0.02062,0.0023,0.44128,0.21554,0.05105,0.00425,0.78781,0.5128,0.08772,0.02505,1.86996,1.01766,0.21241,0.05054,0.49912,0.36359,0.05365,0.03403,0.33925,0.19885,0.03696,0.01089,0.19217,0.09595,0.02196,0.00215,0.10312,0.0584,0.01153,0.0008,0.05147,0.02958,0.00573,0.00053,0.02398,0.01392,0.00267,0.00034,0.00902,0.00568,0.00099,0.00025,0.00228,0.00251,0.00021,0.00023,-0.00015,0.00115,-6e-05,0.00015
ISS_112RF_FMOVIE002_PRIME_1,0,9096,2009-06-10T11:51:26,0.0,359.98,4.215,5.529,4.618,17.108,21.661,18.808,97.808,109.738,104.166,89.058,50.53333333333333,2.09727,0.53521,0.48341,0.07197,0.73636,0.28667,0.16411,0.02659,1.03731,0.2581,0.24507,0.06792,0.32361,0.08481,0.07422,0.00828,0.01096,0.00359,0.00248,0.00036,0.01853,0.00526,0.00423,0.00037,0.02802,0.00875,0.00636,0.00043,0.04133,0.01342,0.00933,0.00058,0.0664,0.02182,0.015,0.00081,0.12921,0.05699,0.0286,0.00408,0.20478,0.10014,0.04516,0.01138,0.21573,0.11394,0.04833,0.01986,0.31635,0.22547,0.07218,0.05094,0.60674,0.17318,0.14521,0.04857,0.20947,0.06842,0.04946,0.01881,0.14224,0.03675,0.03265,0.00365,0.06773,0.01977,0.0154,0.00103,0.02991,0.00943,0.00677,0.00051,0.00939,0.00278,0.00215,0.0003,0.00148,0.001,0.00034,0.00022,-0.00011,0.00092,-2e-05,0.00026,-0.00046,0.00102,-0.00012,0.00029,-0.00044,0.00094,-0.00012,0.00026
ISS_112RF_FMOVIE002_PRIME_2,0,6533,2009-06-10T19:18:22,0.0,359.98,5.198,5.943,5.297,33.752,34.879,34.217,109.649,117.236,113.525,89.061,36.294444444444444,1.34047,0.12446,0.53568,0.07753,0.27035,0.04004,0.10661,0.00922,0.84749,0.12926,0.33972,0.06957,0.22263,0.02277,0.08934,0.01618,0.00197,0.00105,0.00077,0.00039,0.00364,0.00113,0.00143,0.00039,0.00612,0.00131,0.00241,0.0004,0.0097,0.00146,0.00384,0.00046,0.01588,0.0027,0.00627,0.00079,0.02719,0.00446,0.01071,0.00109,0.05478,0.0095,0.02156,0.00224,0.12701,0.01955,0.05014,0.00532,0.21498,0.05586,0.08502,0.02134,0.54296,0.0982,0.21745,0.04764,0.16411,0.06891,0.06733,0.03408,0.09225,0.01266,0.03705,0.00782,0.04535,0.00394,0.01798,0.00109,0.02035,0.00131,0.00808,0.00046,0.00869,0.00071,0.00346,0.00029,0.00327,0.00057,0.0013,0.00024,0.00144,0.00072,0.00058,0.0003,0.0006,0.00095,0.00024,0.00038,0.00017,0.00061,7e-05,0.00024
ISS_114RF_FMOVIEEQX001_PRIME,0,15013,2009-07-13T20:02:06,0.0,359.98,8.778,9.725,9.204,88.168,92.177,90.25,130.722,132.91,131.886,89.574,83.40555555555555,1.08007,0.22617,0.72013,0.1466,0.27865,0.04822,0.18608,0.03251,0.64346,0.22386,0.42875,0.14709,0.15797,0.02939,0.1053,0.01856,0.00352,0.00093,0.00235,0.00062,0.00603,0.00082,0.00402,0.00054,0.00957,0.00098,0.00639,0.00066,0.01478,0.00119,0.00987,0.00085,0.02227,0.00224,0.01488,0.00162,0.03998,0.00462,0.02671,0.00325,0.0705,0.01237,0.04708,0.00837,0.10137,0.03824,0.06767,0.02547,0.10884,0.07153,0.07258,0.04758,0.48013,0.1758,0.32002,0.11606,0.1012,0.06198,0.06728,0.04048,0.07201,0.01366,0.048,0.00863,0.03506,0.00214,0.0234,0.00128,0.01329,0.00138,0.00887,0.00088,0.00298,0.00101,0.00199,0.00067,-0.00013,0.00079,-9e-05,0.00053,-0.00049,0.00064,-0.00033,0.00042,-0.00051,0.00062,-0.00034,0.00041,-0.00033,0.00052,-0.00022,0.00035
ISS_115RF_FMOVIEEQX001_PRIME,0,15721,2009-07-30T01:05:34,0.0,359.98,9.999,11.025,10.386,98.879,101.838,100.416,117.346,119.101,118.237,89.824,87.33888888888889,1.55679,0.28601,0.73627,0.13392,0.42487,0.06519,0.20112,0.03171,0.874,0.28866,0.41327,0.13579,0.25793,0.04651,0.12187,0.02106,0.0056,0.00199,0.00265,0.00093,0.0098,0.00214,0.00464,0.001,0.01576,0.00285,0.00745,0.00131,0.02339,0.003,0.01106,0.00136,0.03411,0.00433,0.01612,0.00193,0.05935,0.00583,0.02808,0.00282,0.10896,0.01726,0.05159,0.00848,0.15503,0.05298,0.07343,0.02528,0.15474,0.10629,0.07327,0.05036,0.65381,0.22828,0.30916,0.10734,0.12236,0.07378,0.05774,0.03445,0.10165,0.02406,0.04801,0.01098,0.06206,0.00662,0.02934,0.00287,0.03163,0.00329,0.01497,0.00158,0.01359,0.0031,0.00642,0.00145,0.00422,0.00272,0.00199,0.00129,0.00084,0.00215,0.0004,0.00102,5e-05,0.00227,3e-05,0.00108,-0.00018,0.00155,-9e-05,0.00074
ISS_132RI_FMOVIE001_VIMS,0,15237,2010-05-31T23:02:54,32.54,347.08,7.372,10.859,8.129,119.849,125.547,122.49,79.423,80.122,79.836,85.538,84.65,5.85984,0.70678,1.03377,0.1243,1.84156,0.16289,0.32505,0.03013,3.17469,0.71165,0.55966,0.12397,0.84359,0.10016,0.14906,0.01957,0.01482,0.00237,0.00262,0.00044,0.02781,0.00289,0.00491,0.00057,0.04609,0.00392,0.00814,0.0008,0.07162,0.00529,0.01265,0.00109,0.1129,0.00619,0.01993,0.0013,0.18995,0.0137,0.03355,0.00286,0.38056,0.02525,0.0672,0.00517,0.87041,0.12945,0.15363,0.02321,0.89957,0.36092,0.15835,0.06266,2.19346,0.56719,0.38686,0.09993,0.33327,0.09949,0.05885,0.01778,0.27975,0.08604,0.04955,0.01593,0.19311,0.04121,0.034,0.00688,0.12544,0.01573,0.02214,0.00283,0.06856,0.01282,0.01212,0.00243,0.03399,0.00358,0.00599,0.00056,0.01343,0.00128,0.00237,0.00025,0.00437,0.00129,0.00077,0.00023,0.00072,0.0008,0.00013,0.00014
ISS_168RF_FMOVIE001_PRIME,0,10745,2012-06-25T03:03:58,0.0,359.98,10.752,14.08,11.405,108.712,111.52,110.102,110.622,111.005,110.772,75.174,59.69444444444445,2.75164,0.84773,0.97573,0.30026,0.68875,0.03446,0.24426,0.01202,1.84871,0.80081,0.65554,0.28387,0.21418,0.03818,0.07593,0.01335,0.00862,0.00113,0.00306,0.0004,0.0152,0.00112,0.00539,0.00039,0.02341,0.00123,0.0083,0.00043,0.03442,0.00147,0.01221,0.00051,0.05314,0.00179,0.01885,0.00065,0.09249,0.00424,0.0328,0.00155,0.16738,0.00644,0.05936,0.00233,0.25941,0.02591,0.09199,0.00911,0.48401,0.37207,0.17153,0.13186,1.22378,0.55951,0.43403,0.19847,0.26219,0.08872,0.09297,0.03135,0.10809,0.01579,0.03832,0.00551,0.02128,0.00322,0.00755,0.00113,0.00284,0.00149,0.001,0.00053,-0.00027,0.00121,-0.0001,0.00043,-0.00114,0.00103,-0.00041,0.00037,-0.00133,0.00088,-0.00047,0.00031,-0.00119,0.00074,-0.00042,0.00026,-0.00069,0.00054,-0.00024,0.00019
ISS_172RF_FMOVIE001_PRIME,0,15386,2012-09-20T17:37:33,0.0,359.98,10.02,10.918,10.462,110.869,115.317,113.062,121.627,122.193,121.919,74.117,85.47777777777777,1.91279,0.54492,1.01148,0.28874,0.27454,0.02202,0.14516,0.01178,1.43914,0.51781,0.761,0.27415,0.19911,0.04586,0.10532,0.02449,0.002,0.00168,0.00106,0.00089,0.00387,0.00186,0.00205,0.00099,0.0061,0.00176,0.00323,0.00093,0.01044,0.00177,0.00552,0.00094,0.01694,0.00177,0.00896,0.00095,0.02711,0.00264,0.01434,0.00143,0.05087,0.00318,0.0269,0.0017,0.1298,0.01281,0.06863,0.0068,0.3021,0.04954,0.15975,0.02639,1.0123,0.42064,0.53524,0.22249,0.22008,0.11288,0.11643,0.05989,0.10387,0.02198,0.05494,0.01175,0.02313,0.00485,0.01224,0.0026,0.00521,0.00197,0.00276,0.00104,0.00095,0.00143,0.0005,0.00076,-0.00019,0.00131,-0.0001,0.00069,-0.0006,0.00142,-0.00032,0.00075,-0.00072,0.00144,-0.00038,0.00076,-0.00047,0.00103,-0.00025,0.00054
ISS_172RI_EGAPMOVMP002_PRIME,0,18000,2012-10-01T13:11:25,0.0,359.98,14.313,14.93,14.578,71.728,74.516,73.129,114.739,116.295,115.532,73.988,100.0,1.60855,0.47342,0.693,0.20233,0.31194,0.01962,0.13442,0.00824,1.14642,0.44107,0.49393,0.18891,0.15019,0.04522,0.06465,0.0191,0.00207,0.00206,0.00089,0.00089,0.00454,0.00214,0.00195,0.00093,0.00778,0.00226,0.00335,0.00097,0.01296,0.00253,0.00558,0.00109,0.02072,0.00268,0.00893,0.00114,0.03602,0.00287,0.01552,0.00123,0.06989,0.00435,0.03011,0.00177,0.13609,0.00777,0.05865,0.00329,0.17904,0.03965,0.0772,0.01722,0.8073,0.36257,0.34796,0.15558,0.25678,0.1752,0.11043,0.07506,0.07162,0.0181,0.03082,0.00751,0.00824,0.00325,0.00354,0.00137,0.00114,0.00225,0.00049,0.00096,-0.00081,0.00182,-0.00035,0.00079,-0.0014,0.00173,-0.00061,0.00075,-0.00145,0.00164,-0.00063,0.00071,-0.00126,0.00154,-0.00054,0.00066,-0.00071,0.0012,-0.00031,0.00052
ISS_173RF_FMOVIE001_PRIME_1,0,11456,2012-10-15T19:43:57,3.62,232.72,7.717,9.039,8.032,137.364,142.122,139.499,123.756,124.323,124.078,73.827,63.644444444444446,3.73076,0.68721,2.09058,0.38591,1.18031,0.09496,0.66141,0.05394,2.31491,0.62858,1.29718,0.35251,0.23555,0.02775,0.132,0.01568,0.01353,0.00192,0.00758,0.00107,0.02401,0.00211,0.01345,0.00118,0.03608,0.00288,0.02021,0.00163,0.04927,0.00442,0.02761,0.0025,0.07728,0.00623,0.0433,0.00351,0.14488,0.00991,0.08118,0.00557,0.29941,0.02114,0.16776,0.01184,0.47814,0.07283,0.26796,0.0411,0.9922,0.49011,0.55592,0.27446,1.21692,0.41655,0.68197,0.23377,0.22816,0.04593,0.12787,0.02591,0.10343,0.01474,0.05796,0.00829,0.04636,0.00493,0.02598,0.00274,0.01795,0.00242,0.01006,0.00137,0.00524,0.00157,0.00293,0.00088,0.00104,0.00105,0.00058,0.00059,-0.00083,0.00094,-0.00047,0.00053,-0.00137,0.00089,-0.00077,0.0005,-0.00093,0.00068,-0.00052,0.00038
ISS_173RF_FMOVIE001_PRIME_2,0,11431,2012-10-16T03:46:37,3.46,232.06,7.214,9.851,7.873,153.296,160.866,157.206,118.24,123.414,120.861,73.821,63.50555555555556,10.17224,1.95961,5.18215,0.84419,2.53826,0.46726,1.29158,0.18685,6.53343,1.37287,3.33272,0.63584,1.10056,0.31413,0.55785,0.1362,0.02889,0.00989,0.01469,0.00464,0.04265,0.01166,0.02164,0.00516,0.0671,0.01771,0.03403,0.00764,0.10504,0.02757,0.05328,0.01187,0.16302,0.03885,0.08277,0.01644,0.25499,0.05586,0.12956,0.02305,0.52685,0.09719,0.26812,0.03887,1.14658,0.196,0.58401,0.07874,1.80352,0.25771,0.92094,0.11082,4.0724,0.97748,2.07912,0.47595,1.35307,0.59045,0.68543,0.27938,0.53745,0.16203,0.27222,0.07073,0.06485,0.00826,0.03328,0.00468,0.01181,0.00304,0.00607,0.00163,0.0014,0.00213,0.00073,0.00107,-0.00152,0.00171,-0.00077,0.00085,-0.00239,0.0017,-0.00121,0.00084,-0.00225,0.00159,-0.00114,0.00079,-0.00123,0.00106,-0.00062,0.00053
ISS_174RF_FRSTRCHAN001_PRIME_1,0,8993,2012-11-08T21:59:57,0.0,359.98,7.419,7.946,7.661,150.423,156.162,153.246,121.053,123.746,122.499,73.545,49.96111111111111,7.83764,1.46937,4.2055,0.76659,2.40408,0.26969,1.28883,0.12062,4.80089,1.37885,2.57832,0.73894,0.63267,0.18108,0.33836,0.09151,0.02723,0.00419,0.0146,0.00205,0.05091,0.00695,0.02728,0.00324,0.08034,0.0098,0.04307,0.00445,0.11938,0.01221,0.06401,0.00535,0.18538,0.02077,0.09938,0.00926,0.32569,0.03879,0.17457,0.01749,0.58151,0.08111,0.31158,0.03755,0.91247,0.0957,0.48931,0.04305,1.02312,0.30933,0.54984,0.16701,3.16334,1.08053,1.69932,0.58073,1.09649,0.26277,0.5876,0.13558,0.27702,0.11179,0.14781,0.05696,0.01916,0.00893,0.01022,0.00457,-0.00123,0.00248,-0.00066,0.00133,-0.00501,0.00212,-0.00269,0.00113,-0.00584,0.002,-0.00313,0.00106,-0.00544,0.0018,-0.00291,0.00095,-0.00442,0.0015,-0.00237,0.00079,-0.00245,0.00096,-0.00131,0.00051
ISS_174RF_FRSTRCHAN001_PRIME_2,0,8989,2012-11-09T05:18:21,0.0,359.98,6.443,7.286,6.801,143.816,149.517,146.562,119.127,121.815,120.558,73.543,49.93888888888889,5.8477,1.21235,2.96812,0.59823,1.66772,0.19616,0.84561,0.08051,3.65657,1.13088,1.85791,0.57271,0.52342,0.14359,0.2646,0.06744,0.01222,0.00493,0.00616,0.00235,0.02376,0.00485,0.01203,0.0022,0.03807,0.00655,0.01928,0.00289,0.06027,0.00883,0.03054,0.0038,0.08812,0.01087,0.04468,0.0045,0.14483,0.01856,0.07342,0.00773,0.32364,0.03347,0.16415,0.01329,0.83379,0.09402,0.42287,0.03891,1.1532,0.3186,0.58558,0.15985,2.29391,0.85294,1.16622,0.43445,0.51516,0.18267,0.26086,0.08983,0.23884,0.07346,0.12062,0.03452,0.07828,0.01852,0.0396,0.00847,0.02955,0.00289,0.01501,0.00137,0.01119,0.0025,0.00568,0.00122,0.00393,0.00206,0.00199,0.00103,0.00045,0.0018,0.00022,0.00091,-0.00078,0.00143,-0.0004,0.00073,-0.00072,0.00086,-0.00036,0.00044
ISS_176RF_FMOVIE001_PRIME,0,15929,2012-12-06T18:33:01,0.0,359.98,8.231,9.427,8.842,103.367,111.681,107.341,146.126,148.364,147.337,73.222,88.49444444444444,1.10933,0.36406,0.93416,0.30763,0.27894,0.01886,0.23488,0.01697,0.77616,0.35344,0.65363,0.29822,0.05423,0.01323,0.04565,0.01111,0.00396,0.00156,0.00333,0.00131,0.00661,0.00155,0.00557,0.00131,0.00996,0.00171,0.00839,0.00145,0.01417,0.00127,0.01193,0.0011,0.02298,0.00171,0.01934,0.00149,0.04008,0.0022,0.03375,0.00198,0.07007,0.00474,0.05901,0.0043,0.09916,0.01208,0.0835,0.01045,0.14965,0.10764,0.12609,0.09096,0.56836,0.29857,0.47859,0.25168,0.09589,0.05024,0.08073,0.04209,0.02526,0.005,0.02127,0.00425,0.00383,0.00133,0.00322,0.00111,0.00049,0.00129,0.00041,0.00109,-0.00018,0.00121,-0.00015,0.00102,-0.00035,0.00105,-0.0003,0.00089,-0.00034,0.00103,-0.00029,0.00086,-0.00021,0.00105,-0.00018,0.00088,-5e-05,0.00082,-5e-05,0.00069
