Occultation Name,Ring Event Start Time,Ring Event End Time,Ring Event Mean Time,RevNo,Observation Name,Star Name,Direction,Minimum Wavelength,Maximum Wavelength,Data Quality Score,Minimum Inertial Longitude,Maximum Inertial Longitude,Mean Inertial Longitude,Minimum Co-Rot Longitude,Maximum Co-Rot Longitude,Mean Co-Rot Longitude,Ring Elevation,Lowest Detectable Opacity,Highest Detectable Opacity,Prometheus Distance,Equivalent Tau,Core30 ED,Core50 ED,Full ED,Before ISS ObsName,Before ISS Delta,After ISS ObsName,After ISS Delta
UVIS_HSP_2017_147_EPSCMA_E,2017-05-28T00:47:00,2017-05-28T00:50:28,2017-05-28T00:48:44,276,UVIS_276ST_UREPSCMA001_PRIME,EPS CMA,BOTH,110,190,GOOD,290.81,291.1,290.953,287.472,288.59,288.03,26.0,-1.0,-1.0,714.32,0.08,7.077,8.303,13.04,ISS_274RF_FMOVIE002_PRIME,13.79,,83.16
UVIS_HSP_2017_149_GAMORI_E,2017-05-29T17:26:24,2017-05-29T17:28:03,2017-05-29T17:27:13,276,UVIS_276ST_URGAMORI001_PRIME,GAM ORI,BOTH,110,190,GOOD,168.47,168.7,168.584,259.721,260.618,260.169,-11.2,-1.0,-1.0,714.341,0.051,3.827,5.262,10.192,ISS_274RF_FMOVIE002_PRIME,15.49,,81.47
UVIS_HSP_2017_156_EPSORI_I,2017-06-05T19:41:21,2017-06-05T19:42:19,2017-06-05T19:41:50,277,UVIS_277ST_UREPSORI001_PRIME,EPS ORI,BOTH,110,190,GOOD,263.61,264.14,263.878,186.849,187.768,187.312,-3.5,0.01,8.46,715.641,0.044,3.623,4.504,8.606,ISS_276RI_HIRESAFRG001_PRIME,8.7,,74.38
UVIS_HSP_2017_156_EPSORI_E,2017-06-05T21:23:17,2017-06-05T21:24:14,2017-06-05T21:23:46,277,UVIS_277ST_UREPSORI001_PRIME,EPS ORI,BOTH,110,190,GOOD,187.64,188.16,187.9,69.687,70.594,70.139,-3.5,0.01,8.52,715.641,0.046,3.306,4.719,8.186,ISS_274RF_FMOVIE002_PRIME,22.65,,74.31
UVIS_HSP_2017_156_ZETORI_I,2017-06-05T22:25:35,2017-06-05T22:26:14,2017-06-05T22:25:55,277,UVIS_277ST_URZETORI001_PRIME,ZET ORI,BOTH,110,190,GOOD,270.15,270.58,270.367,127.139,127.838,127.49,-2.7,0.01,8.59,715.641,0.031,2.509,3.192,7.18,ISS_274RF_FMOVIE002_PRIME,22.7,,74.26
UVIS_HSP_2017_156_ZETORI_E,2017-06-05T23:55:26,2017-06-05T23:56:05,2017-06-05T23:55:45,277,UVIS_277ST_URZETORI001_PRIME,ZET ORI,BOTH,110,190,GOOD,182.02,182.44,182.234,2.698,3.386,3.045,-2.7,0.01,8.6,715.641,0.046,3.816,4.679,8.094,ISS_276RI_HIRESAFRG001_PRIME,8.87,,74.2
UVIS_HSP_2017_171_KAPORI_I,2017-06-20T01:31:46,2017-06-20T01:35:32,2017-06-20T01:33:37,279,UVIS_279ST_KAPORITKA001_PIE,KAP ORI,BOTH,110,190,GOOD,206.7,208.17,207.423,121.156,121.219,121.186,5.2,0.01,9.17,718.891,0.033,2.978,3.404,7.658,,36.83,,60.13
UVIS_HSP_2017_171_KAPORI_E,2017-06-20T02:47:21,2017-06-20T02:51:08,2017-06-20T02:49:16,279,UVIS_279ST_KAPORITKA001_PIE,KAP ORI,BOTH,110,190,FAIR,237.67,239.15,238.421,121.581,121.641,121.613,5.2,0.01,9.17,718.891,0.032,2.944,3.303,7.317,,36.88,,60.08
UVIS_HSP_2017_177_KAPORI_I,2017-06-26T11:33:48,2017-06-26T11:35:31,2017-06-26T11:34:39,280,UVIS_280ST_KAPORITKB001_PIE,KAP ORI,BOTH,110,190,FAIR,186.54,187.1,186.819,325.828,325.968,325.898,5.2,0.01,8.95,720.707,0.068,5.718,7.033,11.563,,43.24,,53.71
UVIS_HSP_2017_177_KAPORI_E,2017-06-26T14:20:39,2017-06-26T14:22:22,2017-06-26T14:21:30,280,UVIS_280ST_KAPORITKB001_PIE,KAP ORI,BOTH,110,190,FAIR,258.73,259.29,259.009,330.586,330.724,330.656,5.2,0.01,8.95,721.068,0.046,3.459,4.666,8.544,ISS_276RI_HIRESAFRG001_PRIME,29.48,,53.6
UVIS_HSP_2017_178_ALPCMA_I,2017-06-27T17:25:26,2017-06-27T17:28:14,2017-06-27T17:26:50,281,UVIS_281RI_ALPCMAOCC001_VIMS,ALP CMA,BOTH,110,190,GOOD,109.35,109.6,109.477,243.57,244.949,244.261,13.5,-1.0,-1.0,721.269,0.05,4.278,5.109,10.302,,44.49,,52.47
UVIS_HSP_2017_178_ALPCMA_E,2017-06-28T02:59:12,2017-06-28T03:02:00,2017-06-28T03:00:36,281,UVIS_281RI_ALPCMAOCC001_VIMS,ALP CMA,BOTH,110,190,GOOD,351.24,351.49,351.361,253.578,254.96,254.264,13.5,-1.0,-1.0,721.505,0.038,3.459,3.917,7.95,,44.89,,52.07
UVIS_HSP_2017_183_KAPORI_I,2017-07-02T22:12:01,2017-07-02T22:13:20,2017-07-02T22:12:40,281,UVIS_281ST_KAPORITKC001_PIE,KAP ORI,BOTH,110,190,FAIR,173.3,173.65,173.472,162.819,163.013,162.916,5.2,-1.0,-1.0,723.065,0.05,4.149,5.196,9.895,,49.69,,47.27
UVIS_HSP_2017_184_KAPORI_E,2017-07-03T01:47:22,2017-07-03T01:48:42,2017-07-03T01:48:02,281,UVIS_281ST_KAPORITKC001_PIE,KAP ORI,BOTH,110,190,FAIR,272.21,272.56,272.388,174.697,174.89,174.793,5.2,-1.0,-1.0,723.065,0.041,3.586,4.222,8.579,,49.84,,47.12
UVIS_HSP_2017_185_ALPCMA_I,2017-07-04T05:08:25,2017-07-04T05:11:36,2017-07-04T05:10:00,282,UVIS_282RI_ALPCMAOCC001_VIMS,ALP CMA,BOTH,110,190,GOOD,98.8,99.16,98.983,56.974,58.624,57.802,13.5,-1.0,-1.0,723.536,0.03,2.599,3.158,8.206,,50.98,,45.98
UVIS_HSP_2017_185_ALPCMA_E,2017-07-04T13:34:31,2017-07-04T13:37:43,2017-07-04T13:36:07,282,UVIS_282RI_ALPCMAOCC001_VIMS,ALP CMA,BOTH,110,190,GOOD,0.88,1.24,1.057,114.511,116.164,115.334,13.5,-1.0,-1.0,723.536,0.034,3.068,3.564,7.064,,51.33,,45.63
UVIS_HSP_2017_227_DELORI_I,2017-08-15T15:26:49,2017-08-15T15:27:47,2017-08-15T15:27:18,288,UVIS_288ST_DELORITKB001_PIE,DEL ORI,BOTH,110,190,GOOD,355.91,356.28,356.096,102.937,102.968,102.952,-4.5,-1.0,-1.0,744.516,0.034,2.848,3.46,7.794,,93.4,ISS_289RF_FMOVIE001_PRIME,3.55
UVIS_HSP_2017_227_DELORI_E,2017-08-15T17:55:48,2017-08-15T17:56:46,2017-08-15T17:56:17,288,UVIS_288ST_DELORITKB001_PIE,DEL ORI,BOTH,110,190,FAIR,91.86,92.23,92.046,138.678,138.707,138.693,-4.5,-1.0,-1.0,744.516,0.033,2.513,3.354,7.945,,93.51,ISS_289RF_FMOVIE001_PRIME,3.45
UVIS_HSP_2017_228_BETORI_I,2017-08-16T17:26:40,2017-08-16T17:27:24,2017-08-16T17:27:02,288,UVIS_288ST_BETORITKC001_PIE,BET ORI,BOTH,110,190,FAIR,160.84,161.13,160.987,357.481,357.499,357.49,3.1,-1.0,-1.0,744.473,0.04,3.376,4.1,7.065,,80.6,ISS_289RF_FMOVIE001_PRIME,2.47
