Observation,Slice#,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_180RF_FMOVIE001_PRIME,8,2013-01-28T05:12:29,137.94,147.92,10.693,10.731,10.712,96.165,96.541,96.353,142.585,142.733,142.659,72.636,83,1.06962,0.16919,0.85029,0.13466
ISS_180RF_FMOVIE001_PRIME,9,2013-01-28T04:47:57,147.94,157.92,10.727,10.766,10.747,95.92,96.336,96.128,142.497,142.643,142.57,72.636,83,1.19111,0.17021,0.94568,0.13492
ISS_180RF_FMOVIE001_PRIME,10,2013-01-28T04:23:25,157.94,167.92,10.761,10.799,10.78,95.708,96.134,95.921,142.407,142.553,142.48,72.636,83,1.08095,0.16023,0.85724,0.12728
ISS_180RF_FMOVIE001_PRIME,11,2013-01-28T03:59:25,167.94,177.92,10.795,10.834,10.814,95.505,95.931,95.718,142.318,142.439,142.379,72.636,83,0.8341,0.13165,0.66063,0.1042
ISS_180RF_FMOVIE001_PRIME,12,2013-01-28T03:34:53,177.94,187.92,10.829,10.868,10.848,95.303,95.73,95.517,142.228,142.349,142.288,72.636,83,0.96396,0.15125,0.76256,0.11962
ISS_180RF_FMOVIE001_PRIME,13,2013-01-28T03:10:21,187.94,197.92,10.862,10.902,10.882,95.101,95.528,95.314,142.138,142.257,142.197,72.636,83,0.80792,0.13004,0.63832,0.1026
ISS_180RF_FMOVIE001_PRIME,14,2013-01-28T02:45:49,197.94,207.92,10.896,10.936,10.916,94.9,95.327,95.114,142.047,142.165,142.106,72.636,83,1.0334,0.17105,0.81546,0.13478
ISS_180RF_FMOVIE001_PRIME,15,2013-01-28T02:21:49,207.94,217.92,10.93,10.97,10.95,94.701,95.128,94.914,141.956,142.073,142.015,72.636,83,0.96123,0.17475,0.75763,0.13797
ISS_180RF_FMOVIE001_PRIME,16,2013-01-28T01:57:17,217.94,227.92,10.963,11.003,10.983,94.502,94.928,94.715,141.865,141.981,141.923,72.636,83,1.00348,0.22242,0.7899,0.17501
ISS_180RF_FMOVIE001_PRIME,17,2013-01-28T01:32:45,227.94,237.92,10.997,11.036,11.016,94.304,94.729,94.517,141.774,141.889,141.831,72.636,83,0.90286,0.1287,0.70982,0.10127
ISS_180RF_FMOVIE001_PRIME,18,2013-01-28T01:08:13,237.94,247.92,11.03,11.069,11.05,94.106,94.531,94.319,141.682,141.796,141.739,72.636,83,1.01552,0.15508,0.79736,0.12176
ISS_180RF_FMOVIE001_PRIME,19,2013-01-28T00:37:49,247.94,257.92,11.063,11.102,11.083,93.907,94.333,94.12,141.567,141.702,141.635,72.636,83,0.86479,0.10894,0.67815,0.08551
ISS_180RF_FMOVIE001_PRIME,20,2013-01-28T00:13:17,257.94,267.92,11.098,11.135,11.116,93.711,94.124,93.918,141.475,141.609,141.542,72.636,83,0.87925,0.10576,0.68858,0.08268
ISS_180RF_FMOVIE001_PRIME,21,2013-01-27T23:49:17,267.94,277.92,11.133,11.167,11.15,93.516,93.916,93.716,141.382,141.515,141.449,72.636,83,0.8274,0.07324,0.64715,0.05733
ISS_180RF_FMOVIE001_PRIME,22,2013-01-27T23:24:45,277.94,287.92,11.165,11.2,11.182,93.321,93.696,93.508,141.289,141.421,141.355,72.636,83,0.84972,0.08887,0.66374,0.06934
ISS_180RF_FMOVIE001_PRIME,23,2013-01-27T23:00:13,287.94,297.92,11.197,11.232,11.215,93.125,93.498,93.311,141.196,141.327,141.262,72.636,83,0.79377,0.09499,0.61925,0.07426
ISS_180RF_FMOVIE001_PRIME,24,2013-01-27T22:42:05,297.94,307.92,11.229,11.264,11.247,92.928,93.3,93.114,141.132,141.232,141.182,72.636,83,0.9778,0.17661,0.7618,0.1377
ISS_180RF_FMOVIE001_PRIME,25,2013-01-27T22:17:33,307.94,317.92,11.261,11.297,11.279,92.723,93.045,92.884,141.038,141.138,141.088,72.636,83,0.95991,0.13716,0.74682,0.10653
ISS_180RF_FMOVIE001_PRIME,26,2013-01-27T21:53:01,317.94,327.92,11.293,11.329,11.311,92.519,92.851,92.685,140.944,141.042,140.993,72.636,83,0.94527,0.1413,0.73446,0.10982
ISS_180RF_FMOVIE001_PRIME,27,2013-01-27T21:29:01,327.94,337.92,11.325,11.361,11.343,92.315,92.66,92.487,140.849,140.947,140.898,72.636,83,1.13336,0.56866,0.8793,0.44095
ISS_180RF_FMOVIE001_PRIME,28,2013-01-27T20:58:05,337.94,347.92,11.357,11.401,11.379,92.113,92.466,92.29,140.73,140.852,140.791,72.636,83,0.80573,0.09484,0.62433,0.07357
ISS_180RF_FMOVIE001_PRIME,29,2013-01-27T20:34:05,347.94,357.92,11.396,11.433,11.415,91.923,92.273,92.098,140.635,140.732,140.684,72.636,83,0.8425,0.09717,0.6519,0.07508
ISS_180RF_HIRESFRNG001_PRIME,0,2013-02-01T18:25:33,233.08,243.06,3.134,3.179,3.157,50.885,52.561,51.723,27.181,28.132,27.657,72.585,23,0.71158,0.14047,0.63047,0.12518
ISS_180RF_HIRESFRNG001_PRIME,1,2013-02-01T18:01:01,243.08,253.22,3.093,3.136,3.115,52.537,54.268,53.402,26.282,27.19,26.736,72.585,23,0.73238,0.10314,0.65405,0.0919
ISS_180RF_HIRESFRNG001_PRIME,2,2013-02-01T17:33:49,253.24,263.4,3.048,3.095,3.072,54.203,55.948,55.076,25.447,26.288,25.868,72.585,23,0.60628,0.08022,0.54557,0.07249
ISS_180RF_HIRESFRNG001_PRIME,3,2013-02-01T17:09:17,263.42,273.74,3.01,3.05,3.03,55.92,57.789,56.855,24.643,25.451,25.047,72.585,23,0.62294,0.08672,0.56432,0.07816
ISS_180RF_HIRESFRNG001_PRIME,4,2013-02-01T16:41:33,273.76,284.22,2.967,3.01,2.989,57.684,59.611,58.647,23.922,24.653,24.288,72.585,23,0.59094,0.05108,0.53867,0.04651
ISS_180RF_HIRESFRNG001_PRIME,5,2013-02-01T16:13:49,284.24,294.8,2.926,2.968,2.947,59.592,61.508,60.55,23.288,23.921,23.605,72.585,23,0.62146,0.09758,0.56939,0.08876
ISS_180RF_HIRESFRNG001_PRIME,6,2013-02-01T15:46:05,294.82,305.62,2.887,2.927,2.907,61.514,63.526,62.52,22.761,23.287,23.024,72.585,23,0.65881,0.11138,0.60643,0.10278
ISS_180RF_HIRESFRNG001_PRIME,7,2013-02-01T15:18:53,305.64,316.48,2.849,2.888,2.868,63.532,65.607,64.569,22.377,22.76,22.568,72.585,23,0.65871,0.09466,0.60836,0.08772
ISS_181RF_FMOVIE001_PRIME,0,2013-02-10T08:05:49,0.0,9.98,9.266,9.337,9.301,97.014,97.18,97.097,138.757,139.0,138.879,72.488,100,1.1613,0.1456,0.87479,0.10965
ISS_181RF_FMOVIE001_PRIME,1,2013-02-10T07:38:05,10.0,19.98,9.284,9.357,9.32,96.8,97.014,96.907,138.663,138.925,138.794,72.488,100,1.19178,0.34383,0.89657,0.2585
ISS_181RF_FMOVIE001_PRIME,2,2013-02-10T07:17:49,20.0,29.98,9.307,9.38,9.344,96.633,96.8,96.717,138.606,138.848,138.727,72.488,100,1.41799,0.36138,1.06578,0.27166
ISS_181RF_FMOVIE001_PRIME,3,2013-02-10T06:50:37,30.0,39.98,9.325,9.402,9.363,96.422,96.633,96.527,138.527,138.789,138.658,72.488,100,1.06883,0.16701,0.80234,0.12552
ISS_181RF_FMOVIE001_PRIME,4,2013-02-10T06:22:53,40.0,49.98,9.349,9.428,9.388,96.21,96.422,96.316,138.448,138.709,138.578,72.488,100,0.86693,0.12528,0.65012,0.094
ISS_181RF_FMOVIE001_PRIME,5,2013-02-10T06:02:37,50.0,59.98,9.372,9.447,9.409,96.045,96.21,96.127,138.388,138.629,138.509,72.488,100,1.07524,0.14402,0.80542,0.10787
ISS_181RF_FMOVIE001_PRIME,6,2013-02-10T05:35:25,60.0,69.98,9.39,9.472,9.431,95.835,96.044,95.94,138.308,138.569,138.438,72.488,100,1.21347,0.64831,0.90793,0.48523
ISS_181RF_FMOVIE001_PRIME,7,2013-02-10T05:07:41,70.0,79.98,9.414,9.499,9.456,95.626,95.835,95.731,138.227,138.488,138.357,72.488,100,0.9169,0.07213,0.68529,0.0538
ISS_181RF_FMOVIE001_PRIME,8,2013-02-10T04:47:25,80.0,89.98,9.438,9.518,9.478,95.462,95.626,95.544,138.166,138.406,138.286,72.488,100,0.92757,0.10135,0.69237,0.07546
ISS_181RF_FMOVIE001_PRIME,9,2013-02-10T04:20:13,90.0,99.98,9.456,9.544,9.5,95.255,95.462,95.358,138.086,138.345,138.215,72.488,100,1.58825,0.69896,1.18429,0.52136
ISS_181RF_FMOVIE001_PRIME,10,2013-02-10T03:59:25,100.0,109.98,9.481,9.566,9.523,95.089,95.255,95.172,138.024,138.264,138.144,72.488,100,1.01557,0.14672,0.75643,0.10918
ISS_181RF_FMOVIE001_PRIME,11,2013-02-10T03:32:13,110.0,119.98,9.499,9.59,9.545,94.885,95.089,94.987,137.942,138.202,138.072,72.488,100,0.94928,0.10242,0.70616,0.07645
ISS_181RF_FMOVIE001_PRIME,12,2013-02-10T03:05:01,120.0,129.98,9.524,9.617,9.57,94.68,94.885,94.782,137.859,138.118,137.989,72.488,100,0.90841,0.13459,0.67501,0.09998
ISS_181RF_FMOVIE001_PRIME,13,2013-02-10T02:44:13,130.0,139.98,9.548,9.692,9.62,94.516,94.68,94.598,137.797,138.143,137.97,72.488,100,1.38054,0.3755,1.02452,0.27818
ISS_181RF_FMOVIE001_PRIME,14,2013-02-10T02:17:01,140.0,149.98,9.566,9.663,9.615,94.313,94.515,94.414,137.713,137.972,137.842,72.488,100,1.22717,0.26589,0.90971,0.19756
ISS_181RF_FMOVIE001_PRIME,15,2013-02-10T01:49:49,150.0,159.98,9.591,9.69,9.64,94.11,94.313,94.211,137.629,137.887,137.758,72.488,100,1.16465,0.1597,0.86234,0.11818
ISS_181RF_FMOVIE001_PRIME,16,2013-02-10T01:29:01,160.0,169.98,9.614,9.71,9.662,93.947,94.11,94.029,137.567,137.804,137.685,72.488,100,1.12274,0.18009,0.83025,0.13348
ISS_181RF_FMOVIE001_PRIME,17,2013-02-10T01:01:49,170.0,179.98,9.635,9.737,9.686,93.747,93.947,93.847,137.482,137.74,137.611,72.488,100,0.98373,0.19723,0.72656,0.14556
ISS_181RF_FMOVIE001_PRIME,18,2013-02-10T00:41:33,180.0,189.98,9.66,9.757,9.708,93.582,93.746,93.664,137.418,137.654,137.536,72.488,100,0.9978,0.16405,0.73613,0.12118
ISS_181RF_FMOVIE001_PRIME,19,2013-02-10T00:14:21,190.0,199.98,9.679,9.784,9.731,93.384,93.582,93.483,137.332,137.589,137.461,72.488,100,0.85239,0.13866,0.62793,0.10199
ISS_181RF_FMOVIE001_PRIME,20,2013-02-09T23:46:37,200.0,209.98,9.704,9.811,9.758,93.185,93.384,93.285,137.246,137.503,137.375,72.488,100,1.06337,0.12266,0.78251,0.09035
ISS_181RF_FMOVIE001_PRIME,21,2013-02-09T23:26:21,210.0,219.98,9.729,9.832,9.78,93.022,93.185,93.104,137.181,137.416,137.299,72.488,100,1.00989,0.17366,0.7422,0.12777
ISS_181RF_FMOVIE001_PRIME,22,2013-02-09T22:59:09,220.0,229.98,9.748,9.86,9.804,92.826,93.022,92.924,137.096,137.351,137.223,72.488,100,1.12581,0.23413,0.82631,0.17195
ISS_181RF_FMOVIE001_PRIME,23,2013-02-09T22:31:25,230.0,239.98,9.774,9.887,9.831,92.629,92.826,92.727,137.009,137.265,137.137,72.488,100,1.02184,0.19538,0.74915,0.14334
ISS_181RF_FMOVIE001_PRIME,24,2013-02-09T22:11:09,240.0,249.98,9.796,9.908,9.852,92.467,92.628,92.548,136.943,137.177,137.06,72.488,100,1.13627,0.27383,0.83177,0.20026
ISS_181RF_FMOVIE001_PRIME,25,2013-02-09T21:43:57,250.0,259.98,9.819,9.994,9.906,92.272,92.467,92.37,136.855,137.237,137.046,72.488,100,0.90991,0.14981,0.66533,0.10958
ISS_181RF_FMOVIE001_PRIME,26,2013-02-09T21:23:09,260.0,269.98,9.844,9.956,9.9,92.109,92.272,92.191,136.789,137.022,136.905,72.488,100,0.90768,0.15951,0.66284,0.11662
ISS_181RF_FMOVIE001_PRIME,27,2013-02-09T20:55:57,270.0,279.98,9.864,9.985,9.924,91.917,92.109,92.013,136.702,136.955,136.828,72.488,100,0.83104,0.08525,0.60598,0.06194
ISS_181RF_FMOVIE001_PRIME,28,2013-02-09T20:28:45,280.0,289.98,9.89,10.013,9.951,91.723,91.916,91.82,136.613,136.866,136.739,72.488,100,0.94731,0.10831,0.68994,0.07874
ISS_181RF_FMOVIE001_PRIME,29,2013-02-09T20:07:57,290.0,299.98,9.916,10.034,9.975,91.561,91.723,91.642,136.546,136.778,136.662,72.488,100,0.86738,0.08826,0.63084,0.0641
ISS_181RF_FMOVIE001_PRIME,30,2013-02-09T19:40:45,300.0,309.98,9.936,10.061,9.999,91.37,91.561,91.466,136.456,136.71,136.583,72.488,100,0.96593,0.0863,0.70162,0.06301
ISS_181RF_FMOVIE001_PRIME,31,2013-02-09T19:13:33,310.0,319.98,9.962,10.09,10.026,91.179,91.37,91.274,136.367,136.62,136.493,72.488,100,0.93564,0.10833,0.67875,0.07847
ISS_181RF_FMOVIE001_PRIME,32,2013-02-09T18:52:45,320.0,329.98,9.983,10.111,10.047,91.018,91.179,91.098,136.299,136.529,136.414,72.488,100,0.88855,0.10893,0.64359,0.0788
ISS_181RF_FMOVIE001_PRIME,33,2013-02-09T18:25:33,330.0,339.98,10.009,10.14,10.075,90.829,91.018,90.923,136.21,136.462,136.336,72.488,100,1.33437,0.26914,0.96531,0.19468
ISS_181RF_FMOVIE001_PRIME,34,2013-02-09T18:25:33,340.0,349.98,9.219,10.074,9.647,90.826,97.561,94.193,136.25,139.135,137.693,72.488,100,0.86692,0.09002,0.65321,0.06772
ISS_181RF_FMOVIE001_PRIME,35,2013-02-10T08:26:05,350.0,359.98,9.247,9.318,9.283,97.18,97.396,97.288,138.815,139.077,138.946,72.488,100,0.97978,0.33818,0.73898,0.25497
ISS_181RF_FRINGPHOT001_VIMS,0,2013-02-13T18:59:41,36.58,46.56,3.563,3.626,3.595,162.763,163.777,163.27,113.798,114.801,114.3,72.453,32,15.10269,1.56044,6.19136,0.59658
ISS_181RF_FRINGPHOT001_VIMS,1,2013-02-13T18:31:57,46.58,56.56,3.611,3.655,3.633,161.652,162.858,162.255,114.548,115.778,115.163,72.453,32,15.81163,2.23102,6.72639,0.95908
ISS_181RF_FRINGPHOT001_VIMS,2,2013-02-13T18:07:25,56.58,66.56,3.649,3.7,3.674,160.686,161.701,161.193,115.65,116.611,116.131,72.453,32,13.94494,2.50609,6.14684,1.11283
ISS_181RF_FRINGPHOT001_VIMS,3,2013-02-13T17:39:41,66.58,76.56,3.692,3.737,3.714,159.59,160.796,160.193,116.349,117.536,116.942,72.453,32,13.22115,2.28594,6.00039,0.98215
ISS_181RF_FRINGPHOT001_VIMS,4,2013-02-13T17:15:09,76.58,86.56,3.73,3.789,3.759,158.64,159.645,159.143,117.403,118.324,117.863,72.453,32,11.49708,0.65197,5.37803,0.31371
ISS_181RF_FRINGPHOT001_VIMS,5,2013-02-13T16:44:13,86.58,96.56,3.773,3.834,3.803,157.435,158.762,158.099,118.052,119.307,118.68,72.453,32,13.80781,3.53268,6.64523,1.73009
ISS_181RF_FRINGPHOT001_VIMS,6,2013-02-13T16:19:41,96.58,106.56,3.814,3.863,3.838,156.511,157.496,157.003,119.169,120.05,119.61,72.453,32,10.90196,1.43587,5.38263,0.67712
ISS_181RF_FRINGPHOT001_VIMS,7,2013-02-13T15:51:57,106.58,116.56,3.854,3.904,3.879,155.47,156.573,156.022,119.91,120.873,120.392,72.453,32,9.73049,0.72055,4.92622,0.36486
ISS_181RF_FRINGPHOT001_VIMS,8,2013-02-13T15:23:41,116.58,126.56,3.898,3.963,3.931,154.444,155.534,154.989,120.732,121.675,121.204,72.453,32,7.37771,0.61612,3.81616,0.30231
ISS_181RF_FRINGPHOT001_VIMS,9,2013-02-13T15:02:53,126.58,136.56,3.94,4.005,3.972,153.686,154.582,154.134,121.388,122.261,121.824,72.453,32,8.5381,1.25338,4.51015,0.6877
ISS_181RF_FRINGPHOT001_VIMS,10,2013-02-13T14:31:25,136.58,146.56,3.98,4.03,4.005,152.568,153.826,153.197,121.971,123.114,122.543,72.453,32,10.42087,1.85592,5.62801,1.00409
ISS_181RF_FRINGPHOT002_VIMS,0,2013-02-14T02:39:57,78.78,88.76,2.957,6.545,4.751,146.942,147.363,147.153,93.431,93.904,93.668,72.449,17,38.26299,1.10783,2.37182,0.10565
ISS_181RF_FRINGPHOT002_VIMS,1,2013-02-14T02:09:33,88.78,98.76,2.982,3.257,3.119,147.364,149.315,148.339,93.905,95.553,94.729,72.449,17,36.41107,2.64036,2.97311,0.23983
ISS_181RF_FRINGPHOT002_VIMS,2,2013-02-14T01:33:49,98.78,108.76,3.003,3.46,3.231,149.315,151.54,150.428,95.554,97.387,96.471,72.449,17,28.81797,1.69423,3.14651,0.19404
ISS_181RF_FRINGPHOT002_VIMS,3,2013-02-14T01:15:41,108.78,118.76,3.045,3.292,3.169,151.54,152.658,152.099,97.388,98.459,97.923,72.449,17,25.99801,2.42186,3.55383,0.24211
ISS_181RF_FRINGPHOT002_VIMS,4,2013-02-14T00:45:17,118.78,128.76,3.072,3.31,3.191,152.659,154.383,153.521,98.46,99.963,99.211,72.449,17,20.88829,0.87265,3.3674,0.17999
ISS_181RF_FRINGPHOT002_VIMS,5,2013-02-14T00:18:05,128.78,138.76,3.107,3.223,3.165,154.383,155.88,155.132,99.964,101.321,100.643,72.449,17,25.0127,1.8709,4.6272,0.48084
ISS_183RF_FMOVIE001_PRIME_1,0,2013-03-05T03:46:05,172.62,182.6,9.028,9.111,9.069,71.426,71.654,71.54,130.957,131.206,131.081,72.24,40,0.90829,0.1529,0.59686,0.10071
ISS_183RF_FMOVIE001_PRIME_1,1,2013-03-05T03:22:37,182.62,192.6,9.042,9.123,9.083,71.24,71.446,71.343,130.818,131.029,130.924,72.24,40,0.84259,0.12761,0.55205,0.08396
ISS_183RF_FMOVIE001_PRIME_1,2,2013-03-05T02:59:09,192.62,202.6,9.053,9.136,9.095,71.035,71.24,71.138,130.677,130.888,130.783,72.24,40,0.75541,0.25818,0.49346,0.16911
ISS_183RF_FMOVIE001_PRIME_1,3,2013-03-05T02:36:13,202.62,212.6,9.064,9.152,9.108,70.831,71.054,70.943,130.504,130.749,130.626,72.24,40,0.90427,0.18806,0.58879,0.12234
ISS_183RF_FMOVIE001_PRIME_1,4,2013-03-05T02:06:53,212.62,222.6,9.075,9.164,9.12,70.649,70.871,70.76,130.365,130.609,130.487,72.24,40,0.84294,0.10189,0.54727,0.06618
ISS_183RF_FMOVIE001_PRIME_1,5,2013-03-05T01:43:25,222.62,232.6,9.088,9.177,9.133,70.462,70.665,70.564,130.226,130.434,130.33,72.24,40,1.00443,0.1094,0.65014,0.07099
ISS_183RF_FMOVIE001_PRIME_1,6,2013-03-05T01:20:29,232.62,242.6,9.099,9.19,9.145,70.258,70.461,70.36,130.084,130.294,130.189,72.24,40,0.90814,0.16422,0.586,0.10608
ISS_183RF_FMOVIE001_PRIME_1,7,2013-03-05T00:51:09,242.62,252.6,9.11,9.206,9.158,70.057,70.277,70.167,129.912,130.154,130.033,72.24,40,1.03212,0.15996,0.66393,0.10301
ISS_183RF_FMOVIE001_PRIME_1,8,2013-03-05T00:28:13,252.62,262.6,9.122,9.219,9.171,69.876,70.093,69.984,129.773,130.012,129.893,72.24,40,0.90235,0.14232,0.57867,0.09101
ISS_183RF_FMOVIE001_PRIME_1,9,2013-03-05T00:04:45,262.62,272.6,9.134,9.232,9.183,69.687,69.889,69.788,129.635,129.841,129.738,72.24,40,0.83123,0.07311,0.53144,0.04694
ISS_183RF_FMOVIE001_PRIME_1,10,2013-03-04T23:41:17,272.62,282.6,9.146,9.245,9.195,69.485,69.686,69.586,129.49,129.701,129.595,72.24,40,0.78729,0.12945,0.50172,0.08233
ISS_183RF_FMOVIE001_PRIME_1,11,2013-03-04T23:12:29,282.62,292.6,9.157,9.262,9.209,69.287,69.504,69.396,129.322,129.561,129.442,72.24,40,1.11847,0.21162,0.71059,0.13464
ISS_183RF_FMOVIE001_PRIME_1,12,2013-03-04T22:49:01,292.62,302.6,9.171,9.275,9.223,69.107,69.319,69.213,129.183,129.416,129.299,72.24,40,0.78966,0.11001,0.50012,0.06957
ISS_183RF_FMOVIE001_PRIME_1,13,2013-03-04T22:26:05,302.62,312.6,9.182,9.288,9.235,68.916,69.116,69.016,129.043,129.247,129.145,72.24,40,0.82864,0.12533,0.52316,0.07922
ISS_183RF_FMOVIE001_PRIME_2,0,2013-03-05T09:51:25,172.6,182.58,11.674,12.089,11.882,80.216,80.546,80.381,130.809,130.996,130.903,72.236,40,0.94253,0.1509,0.61703,0.09862
ISS_183RF_FMOVIE001_PRIME_2,1,2013-03-05T09:28:29,182.6,192.58,11.685,11.92,11.803,80.046,80.404,80.225,130.699,130.911,130.805,72.236,40,0.88354,0.12766,0.57742,0.0838
ISS_183RF_FMOVIE001_PRIME_2,2,2013-03-05T09:05:01,192.6,202.58,11.696,11.931,11.813,79.862,80.217,80.04,130.586,130.798,130.692,72.236,40,0.78952,0.26015,0.51473,0.16977
ISS_183RF_FMOVIE001_PRIME_2,3,2013-03-05T08:36:13,202.6,212.58,11.699,11.947,11.823,79.63,80.037,79.834,130.445,130.688,130.567,72.236,40,0.9306,0.20198,0.60512,0.1311
ISS_183RF_FMOVIE001_PRIME_2,4,2013-03-05T08:12:45,212.6,222.58,11.714,11.956,11.835,79.452,79.802,79.627,130.335,130.545,130.44,72.236,40,0.85582,0.07197,0.55516,0.04659
ISS_183RF_FMOVIE001_PRIME_2,5,2013-03-05T07:49:17,222.6,232.58,11.718,11.964,11.841,79.267,79.624,79.446,130.221,130.436,130.328,72.236,40,1.05294,0.14114,0.68142,0.09157
ISS_183RF_FMOVIE001_PRIME_2,6,2013-03-05T07:26:21,232.6,242.58,11.727,11.974,11.85,79.084,79.44,79.262,130.108,130.323,130.216,72.236,40,0.95057,0.17133,0.61367,0.11061
ISS_183RF_FMOVIE001_PRIME_2,7,2013-03-05T06:57:01,242.6,252.58,11.729,11.983,11.856,78.858,79.262,79.06,129.968,130.213,130.09,72.236,40,1.06627,0.16138,0.68663,0.10378
ISS_183RF_FMOVIE001_PRIME_2,8,2013-03-05T06:34:05,252.6,262.58,11.743,11.991,11.867,78.678,79.028,78.853,129.855,130.068,129.962,72.236,40,0.9435,0.15387,0.60599,0.09844
ISS_183RF_FMOVIE001_PRIME_2,9,2013-03-05T06:10:37,262.6,272.58,11.754,12.003,11.878,78.494,78.845,78.67,129.741,129.955,129.848,72.236,40,0.86475,0.06968,0.55409,0.04481
ISS_183RF_FMOVIE001_PRIME_2,10,2013-03-05T05:47:09,272.6,282.58,11.755,12.011,11.883,78.314,78.667,78.491,129.628,129.844,129.736,72.236,40,0.82384,0.13459,0.52657,0.08597
ISS_183RF_FMOVIE001_PRIME_2,11,2013-03-05T05:18:21,282.6,292.58,11.766,12.022,11.894,78.088,78.484,78.286,129.486,129.729,129.607,72.236,40,1.20315,0.26182,0.76697,0.16694
ISS_183RF_FMOVIE001_PRIME_2,12,2013-03-05T04:54:53,292.6,302.58,11.777,12.034,11.906,77.906,78.256,78.081,129.371,129.586,129.478,72.236,40,0.82348,0.10069,0.52357,0.06385
ISS_183RF_FMOVIE001_PRIME_2,13,2013-03-05T04:31:57,302.6,312.58,11.781,12.04,11.911,77.726,78.077,77.902,129.257,129.473,129.365,72.236,40,0.8882,0.1551,0.56336,0.09859
ISS_184RF_FMOVIE001_PRIME,0,2013-03-18T20:15:25,0.0,227.54,7.443,7.692,7.568,104.282,108.374,106.328,144.819,145.846,145.332,72.085,39,0.92106,0.14128,0.7569,0.11839
ISS_184RF_FMOVIE001_PRIME,1,2013-03-19T01:32:45,227.56,237.54,7.441,7.488,7.464,108.028,108.376,108.202,145.505,145.868,145.687,72.085,39,1.05177,0.1357,0.86858,0.1119
ISS_184RF_FMOVIE001_PRIME,2,2013-03-19T01:07:09,237.56,247.54,7.458,7.503,7.481,107.715,108.06,107.888,145.462,145.825,145.643,72.085,39,1.0421,0.14499,0.86022,0.11969
ISS_184RF_FMOVIE001_PRIME,3,2013-03-19T00:41:01,247.56,257.54,7.475,7.519,7.497,107.404,107.746,107.575,145.414,145.781,145.597,72.085,39,1.06844,0.12881,0.88154,0.10649
ISS_184RF_FMOVIE001_PRIME,4,2013-03-19T00:15:25,257.56,267.54,7.493,7.535,7.514,107.095,107.434,107.264,145.367,145.732,145.55,72.085,39,1.00037,0.13474,0.82498,0.11165
ISS_184RF_FMOVIE001_PRIME,5,2013-03-18T23:49:49,267.56,277.54,7.511,7.551,7.531,106.787,107.123,106.955,145.315,145.684,145.5,72.085,39,0.89207,0.05616,0.73521,0.04639
ISS_184RF_FMOVIE001_PRIME,6,2013-03-18T23:23:41,277.56,287.54,7.529,7.567,7.548,106.48,106.814,106.647,145.263,145.633,145.448,72.085,39,0.94547,0.15033,0.7787,0.12336
ISS_184RF_FMOVIE001_PRIME,7,2013-03-18T22:58:05,287.56,297.54,7.547,7.584,7.566,106.176,106.507,106.341,145.208,145.579,145.393,72.085,39,1.24914,0.45306,1.02834,0.37319
ISS_184RF_FMOVIE001_PRIME,8,2013-03-18T22:41:01,297.56,307.54,7.566,7.595,7.58,105.973,106.201,106.087,145.17,145.524,145.347,72.085,39,0.92612,0.13497,0.76189,0.11122
ISS_184RF_FMOVIE001_PRIME,9,2013-03-18T22:15:25,307.56,317.54,7.578,7.612,7.595,105.671,105.998,105.835,145.113,145.485,145.299,72.085,39,0.83654,0.09571,0.68763,0.07874
ISS_184RF_FMOVIE001_PRIME,10,2013-03-18T21:49:17,317.56,327.54,7.597,7.629,7.613,105.371,105.694,105.532,145.052,145.425,145.239,72.085,39,0.89498,0.22134,0.73512,0.18168
ISS_184RF_FMOVIE001_PRIME,11,2013-03-18T21:23:41,327.56,337.54,7.616,7.646,7.631,105.072,105.393,105.232,144.991,145.365,145.178,72.085,39,0.93813,0.17456,0.77009,0.14343
ISS_184RF_FMOVIE001_PRIME,12,2013-03-18T20:58:05,337.56,347.54,7.635,7.663,7.649,104.774,105.092,104.933,144.926,145.301,145.114,72.085,39,1.48499,0.54347,1.21805,0.44575
ISS_184RF_FMOVIE001_PRIME,13,2013-03-18T20:32:29,347.56,357.54,7.654,7.681,7.667,104.478,104.793,104.635,144.861,145.237,145.049,72.085,39,1.22601,0.29787,1.00487,0.24387
ISS_184RF_FMOVIE002_PRIME,0,2013-03-27T16:02:05,0.0,9.98,9.732,9.978,9.855,56.974,57.23,57.102,120.335,120.549,120.442,71.99,76,0.99565,0.22522,0.50439,0.11418
ISS_184RF_FMOVIE002_PRIME,1,2013-03-27T15:36:29,10.0,19.98,9.724,9.981,9.852,56.783,57.031,56.907,120.182,120.388,120.285,71.99,76,1.59397,0.56252,0.80347,0.28318
ISS_184RF_FMOVIE002_PRIME,2,2013-03-27T15:11:25,20.0,29.98,9.721,9.97,9.845,56.591,56.821,56.706,120.023,120.218,120.12,71.99,76,1.44622,0.31031,0.72577,0.15639
ISS_184RF_FMOVIE002_PRIME,3,2013-03-27T14:45:49,30.0,39.98,9.712,9.967,9.84,56.385,56.622,56.503,119.856,120.057,119.957,71.99,76,1.01775,0.13804,0.50819,0.06908
ISS_184RF_FMOVIE002_PRIME,4,2013-03-27T14:20:45,40.0,49.98,9.706,9.959,9.833,56.182,56.412,56.297,119.692,119.887,119.789,71.99,76,1.15737,0.19085,0.5751,0.09508
